ndf-rt code 	 drugbank_ids with | as seperator  	 name
C46526	DB00295	MORPHINE SO4 10MG/ML (PF) INJ [VA Product]
C42240	DB00400	GRISEOFULVIN,ULTRAMICROSIZE 330MG TAB [VA Product]
C42236	DB00400	GRISEOFULVIN,ULTRAMICROSIZE 165MG TAB [VA Product]
C50.68^26125^	DB00728	ROCURONIUM BR 10MG/ML INJ,SYRINGE,10ML [VA Product]
C50.68^24126^	DB00736	ESOMEPRAZOLE STRONTIUM 20MG CAP,EC [VA Product]
C50.68^27094^	DB00281	LIDOCAINE 3.88% CREAM,TOP [VA Product]
C47152	DB00955	NETILMICIN SO4 25MG/ML INJ [VA Product]
C50040	DB00863	RANITIDINE HCL 25MG/ML INJ [VA Product]
C50046	DB00863	RANITIDINE HCL 75MG TAB [VA Product]
C50030	DB00863	RANITIDINE HCL 150MG GRANULES,EFFERVSC [VA Product]
C32200	DB00316	ACETAMINOPHEN 80MG TAB,CHEWABLE [VA Product]
C275362	DB00316	ACETAMINOPHEN 80MG SPRINKLE CAP [VA Product]
C44938	DB00431	LINDANE 1% SHAMPOO [VA Product]
C50972	DB09153	SODIUM CHLORIDE 5% INJ [VA Product]
C50968	DB09153	SODIUM CHLORIDE 3% INJ [VA Product]
C50976	DB09153	SODIUM CHLORIDE 5% SOLN,OPH [VA Product]
C32252	DB00414	ACETOHEXAMIDE 250MG TAB [VA Product]
C32254	DB00414	ACETOHEXAMIDE 500MG TAB [VA Product]
C32214	DB00819	ACETAZOLAMIDE 250MG TAB [VA Product]
C50.68^24597^	DB00819	ACETAZOLAMIDE 250MG TAB,UD [VA Product]
C32236	DB03166	ACETIC ACID 2% SOLN,OTIC [VA Product]
C274073	DB01235	LEVODOPA 250MG TAB [VA Product]
C32212	DB00819	ACETAZOLAMIDE 125MG TAB [VA Product]
C274072	DB01235	LEVODOPA 500MG TAB [VA Product]
C39864	DB11089	DOCUSATE NA 50MG/5ML SYRUP [VA Product]
C39860	DB11089	DOCUSATE NA 50MG/5ML LIQUID,BTL,30ML [VA Product]
C39862	DB11089	DOCUSATE NA 50MG/5ML SOLN,ORAL [VA Product]
C45052	DB00836	LOPERAMIDE HCL 2MG CAP [VA Product]
C45054	DB00836	LOPERAMIDE HCL 2MG CAP,UD [VA Product]
C275438	DB01551	DIHYDROCODEINE BITARTRATE 16MG CAP [VA Product]
C36482	DB01136	CARVEDILOL 6.25MG TAB [VA Product]
C50.68^26642^	DB01202	LEVETIRACETAM 1000MG TAB,SUSP,ORAL,UD [VA Product]
C37544	DB01190	CLINDAMYCIN PALMITATE HCL 75MG/5ML SOLN [VA Product]
C40846	DB01077	ETIDRONATE DISODIUM 50MG/ML INJ [VA Product]
C36516	DB00520	CASPOFUNGIN ACETATE 70MG/VIL INJ [VA Product]
C52728	DB06824	TRIENTINE HCL 250MG CAP [VA Product]
C50.68^25835^	DB00783	ESTRADIOL 0.0375MG/DAY (EQV-VIVELLE-DOT) PATCH [VA Product]
C40628	DB00783	ESTRADIOL 1MG TAB [VA Product]
C34644	DB00207	AZITHROMYCIN 100MG/5ML SUSP,ORAL [VA Product]
C274336	DB01223	AMINOPHYLLINE 105MG/5ML SOLN,ORAL [VA Product]
C39230	DB00271	DIATRIZOATE MEGLUMINE 28.5%/DIATRIZOATE NA 29.1% INJ [VA Product]
C33460	DB01223	AMINOPHYLLINE 100MG TAB,EC [VA Product]
C51472	DB09353	SULFUR 5% LOTION [VA Product]
C53472	DB00163	VITAMIN E 1000UNT CAP [VA Product]
C38114	DB00048	COLLAGENASE 250UNT/GM OINT,TOP [VA Product]
C46514	DB00295	MORPHINE SO4 100MG TAB,SA [VA Product]
C46516	DB00295	MORPHINE SO4 100MG TAB,SA,UD [VA Product]
C39936	DB01142	DOXEPIN HCL 10MG/ML SOLN,ORAL [VA Product]
C48062	DB09140	OXYGEN 100% GAS [VA Product]
C50.68^26240^	DB00986	GLYCOPYRROLATE 0.2MG/ML INJ,SYRINGE,3ML [VA Product]
C50.68^26257^	DB00281	LIDOCAINE HCL 1% INJ,SYRINGE,3ML [VA Product]
C36228	DB00796	CANDESARTAN CILEXETIL 32MG TAB,UD [VA Product]
C36226	DB00796	CANDESARTAN CILEXETIL 32MG TAB [VA Product]
C50.68^22027^	DB00905	BIMATOPROST 0.01% SOLN,OPH [VA Product]
C51630	DB09314	TECHNESCAN MDP KIT [VA Product]
C23426391352532	DB00422	METHYLPHENIDATE 30MG/9HR PATCH [VA Product]
C40102	DB01010	EDROPHONIUM CL 10MG/ML INJ [VA Product]
C52950	DB03904	UREA 10% LOTION [VA Product]
C4969601783466	DB00332	IPRATROPIUM BR 17MCG/SPRAY AEROSOL,INHL [VA Product]
C274428	DB00277	THEOPHYLLINE 125MG CAP,SA (SLO-PHYLLIN GYROCAPS) [VA Product]
C273526	DB00908	QUINIDINE GLUCONATE 330MG TAB,SA [VA Product]
C42388	DB01218	HALOFANTRINE HCL 250MG TAB [VA Product]
C273532	DB00908	QUINIDINE SO4 325MG CAP [VA Product]
C42396	DB00502	HALOPERIDOL 10MG TAB,UD [VA Product]
C42394	DB00502	HALOPERIDOL 10MG TAB [VA Product]
C42404	DB00502	HALOPERIDOL 2MG TAB [VA Product]
C42406	DB00502	HALOPERIDOL 2MG TAB,UD [VA Product]
C50.68^21565^	DB00048	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM 0.9MG/VIL INJ [VA Product]
C50.68^23954^	DB09125	POTASSIUM CITRATE 1620MG TAB,SA [VA Product]
C50.68^24947^	DB09125	POTASSIUM CITRATE 15MEQ TAB,SA [VA Product]
C50.68^25520^	DB00135	TYROSINE 500MG CAP,ORAL [VA Product]
C274066	DB01239	CHLORPROTHIXENE 100MG/5ML SUSP,ORAL [VA Product]
C47228	DB00860	NIACINAMIDE 25MG/PREDNISOLONE (ACET 80MG & NA PO4 20MG) INJ,SUSP [VA Product]
C51774	DB01420	TESTOSTERONE PROPIONATE 100MG/ML INJ (IN OIL) [VA Product]
C50.68.20092	DB00285	VENLAFAXINE HCL 225MG 24HR TAB,SA [VA Product]
C38206	DB01285	CORTICOTROPIN 25UNT/VIL INJ [VA Product]
C38240	DB01003	CROMOLYN NA 4% SOLN,OPH [VA Product]
C39580	DB00343	DILTIAZEM HCL 60MG TAB [VA Product]
C39584	DB00343	DILTIAZEM HCL 90MG TAB [VA Product]
C50.68^25806^	DB00367	LEVONORGESTREL 13.5MG INSERT SA, INTRAUTERINE [VA Product]
C50.68^25048^	DB00082	PEGVISOMANT PROTEIN 25MG/VIL INJ [VA Product]
C50.68^23723^	DB00399	ZOLEDRONIC ACID 0.8MG/ML INJ,5ML [VA Product]
C50.68^23701^	DB00399	ZOLEDRONIC ACID 4MG/VIL INJ,5ML [VA Product]
C43218	DB00741	HYDROCORTISONE BUTEPRATE 0.1% CREAM,TOP [VA Product]
C50.68.18289	DB00741	HYDROCORTISONE BUTEPRATE 0.1% EMOLLIENT CREAM,TOP [VA Product]
C23425502848825	DB00741	HYDROCORTISONE PROBUTATE 0.1% CREAM,TOP [VA Product]
C50224	DB00884	RISEDRONATE NA 5MG TAB [VA Product]
C50.68^26751^	DB00669	SUMATRIPTAN SUCCINATE 3MG/0.5ML INJ,PEN,0.5ML [VA Product]
C33774	DB00182	AMPHETAMINE SO4 5MG TAB [VA Product]
C38096	DB01111	COLISTIMETHATE NA 150MG/VIL INJ [VA Product]
C50.68^22562^	DB01111	COLISTIMETHATE NA (COLISTIN BASE 150MG/VIL) INJ [VA Product]
C40654	DB00783	ESTRADIOL VALERATE 20MG/ML INJ (IN OIL) [VA Product]
C40658	DB00783	ESTRADIOL VALERATE 40MG/ML INJ (IN OIL) [VA Product]
C40668	DB01196	ESTRAMUSTINE PO4 SODIUM 140MG CAP [VA Product]
C274676	DB00286	ESTROGENS,CONJUGATED 0.625MG TAB,SA [VA Product]
C40684	DB00286	ESTROGENS,CONJUGATED 0.625MG TAB,UD [VA Product]
C40682	DB09381	ESTROGENS,CONJUGATED 0.625MG TAB [VA Product]
C40696	DB00286	ESTROGENS,CONJUGATED 1.25MG TAB,EC [VA Product]
C38892	DB01576	DEXTROAMPHETAMINE SO4 10MG TAB [VA Product]
C38902	DB01576	DEXTROAMPHETAMINE SO4 5MG TAB [VA Product]
C50.68.20749	DB11150	BARIUM SO4 700MG TAB [VA Product]
C50.68^25705^	DB00971	SELENIUM SULFIDE 2.25% SHAMPOO [VA Product]
C46956	DB00844	NALBUPHINE HCL 20MG/ML (PF) INJ,AMP,1ML [VA Product]
C46954	DB00844	NALBUPHINE HCL 20MG/ML (PF) INJ [VA Product]
C46958	DB00844	NALBUPHINE HCL 20MG/ML INJ [VA Product]
C51190	DB00052	SOMATROPIN 1.4MG/VIL INJ,MINIQUICK [VA Product]
C49400	DB01130	PREDNICARBATE 0.1% OINT,TOP [VA Product]
C4970706158464	DB00564	CARBAMAZEPINE 100MG CAP,SA (CARBATROL) [VA Product]
C50.68^26316^	DB00555	LAMOTRIGINE 25MG,21/LAMOTRIGINE 50MG,7 TAB,ODT DOSE PACK [VA Product]
C46504	DB00680	MORICIZINE HCL 250MG TAB [VA Product]
C274909	DB01151	DESIPRAMINE HCL 50MG TAB,EC [VA Product]
C48064	DB09140	OXYGEN 98.5% GAS [VA Product]
C48066	DB09140	OXYGEN 99% GAS [VA Product]
C48068	DB09140	OXYGEN 99.5% GAS [VA Product]
C48070	DB09140	OXYGEN 99.6% GAS [VA Product]
C48072	DB09140	OXYGEN 99.9% GAS [VA Product]
C52998	DB00094	UROFOLLITROPIN 75UNT/AMP INJ [VA Product]
C53016	DB00577	VALACYCLOVIR HCL 1GM TAB [VA Product]
C53018	DB00577	VALACYCLOVIR HCL 500MG TAB [VA Product]
C53032	DB01610	VALGANCICLOVIR HCL 450MG TAB [VA Product]
C53040	DB00385	VALRUBICIN 40MG/ML SOLN,INTRAVESICAL [VA Product]
C50.68.20328	DB09321	ZINC OXIDE 30.6% CREAM,TOP [VA Product]
C43614	DB00328	INDOMETHACIN 25MG/5ML SUSP,ORAL [VA Product]
C43620	DB00328	INDOMETHACIN 75MG CAP,SA [VA Product]
C42190	DB00014	GOSERELIN ACETATE 10.8MG INJ,IMPLANT [VA Product]
C4970297100050	DB09325	SODIUM FLUORIDE 0.25MG TAB,CHEWABLE [VA Product]
C50764	DB00641	SIMVASTATIN 40MG TAB [VA Product]
C50766	DB00641	SIMVASTATIN 40MG TAB,UD [VA Product]
C48820	DB01022	PHYTONADIONE 1MG/0.5ML INJ [VA Product]
C51068	DB11119	SODIUM IODIDE 100MG/ML INJ [VA Product]
C51378	DB00634	SULFACETAMIDE NA 10% LOTION [VA Product]
C50.68^23026^	DB00634	SULFACETAMIDE NA 10% SUSP,TOP [VA Product]
C38554	DB01219	DANTROLENE NA 50MG CAP [VA Product]
C47028	DB00788	NAPROXEN NA 275MG TAB,UD [VA Product]
C47026	DB00788	NAPROXEN NA 275MG TAB [VA Product]
C4968970366624	DB00915	AMANTADINE HCL 100MG TAB [VA Product]
C50.68^25300^	DB08906	FLUTICASONE FUROATE 100MCG/ACTUAT INHL,ORAL,30D [VA Product]
C50.68^22086^	DB01022	VITAMIN K2 CAP/TAB [VA Product]
C37400	DB00827	CINOXACIN 500MG CAP [VA Product]
C50.68^23304^	DB00295	MORPHINE SO4 70MG CAP,SA [VA Product]
C45296	DB00653	MAGNESIUM SO4 4MEQ/ML INJ [VA Product]
C45294	DB00653	MAGNESIUM SO4 4MEQ/ML (PF) INJ [VA Product]
C36620	DB01413	CEFEPIME HCL 1GM/VIL INJ,ADD-VANTAGE [VA Product]
C36618	DB01413	CEFEPIME HCL 1GM/VIL INJ [VA Product]
C36616	DB01413	CEFEPIME HCL 1GM/PB BTL INJ,100ML [VA Product]
C50.68^22461^	DB01413	CEFEPIME HCL 1GM/BAG INJ [VA Product]
C36628	DB01413	CEFEPIME HCL 500MG/VIL INJ [VA Product]
C275085	DB01078	DESLANOSIDE 0.2MG/ML INJ [VA Product]
C42134	DB00986	GLYCOPYRROLATE 0.2MG/ML INJ [VA Product]
C273587	DB01053	PENICILLIN G K 200000UNT/VIL INJ [VA Product]
C50.68^23818^	DB00295	MORPHINE SO4 60MG 24HR CAP,SA [VA Product]
C50.68^21108^	DB00465	KETOROLAC TROMETHAMINE 0.45% (PF) SOLN,OPH,0.4ML [VA Product]
C50.68^23817^	DB00295	MORPHINE SO4 30MG 24HR CAP,SA [VA Product]
C46582	DB00295	MORPHINE SO4 30MG CAP,SA [VA Product]
C45492	DB00170	MENADIONE 25MG/ML INJ,SUSP [VA Product]
C45488	DB09332	MENADIOL NA DIPHOSPHATE 5MG TAB [VA Product]
C50.68^23684^	DB00060	INTERFERON BETA-1A 44MCG/0.5ML PEN INJ (REBIDOSE) [VA Product]
C52752	DB00376	TRIHEXYPHENIDYL HCL 2MG/5ML ELIXIR [VA Product]
C45454	DB00253	MEDRYSONE 1% SUSP,OPH [VA Product]
C45478	DB01042	MELPHALAN HCL 50MG/VIL INJ [VA Product]
C45472	DB00814	MELOXICAM 7.5MG TAB [VA Product]
C45474	DB00814	MELOXICAM 7.5MG TAB,UD [VA Product]
C49112	DB00761	POTASSIUM CHLORIDE 10MEQ TAB,SA,UD (DISPERSIBLE) [VA Product]
C49106	DB00761	POTASSIUM CHLORIDE 10MEQ TAB,SA (DISPERSIBLE) [VA Product]
C47324	DB00507	NITAZOXANIDE 100MG/5ML SUSP,ORAL [VA Product]
C50.68.19645	DB00401	NISOLDIPINE 34MG TAB,SA [VA Product]
C49132	DB00761	POTASSIUM CHLORIDE 20MEQ TAB,SA (DISPERSIBLE) [VA Product]
C49136	DB00761	POTASSIUM CHLORIDE 20MEQ TAB,SA,UD (DISPERSIBLE) [VA Product]
C50914	DB09153	SODIUM CHLORIDE 0.9% INJ,BAG,50ML [VA Product]
C50906	DB09153	SODIUM CHLORIDE 0.9% INJ,BAG,100ML [VA Product]
C50910	DB09153	SODIUM CHLORIDE 0.9% INJ,BAG,250ML [VA Product]
C50912	DB09153	SODIUM CHLORIDE 0.9% INJ,BAG,500ML [VA Product]
C276433	DB00993	AZATHIOPRINE 75MG TAB [VA Product]
C276434	DB00993	AZATHIOPRINE 100MG TAB [VA Product]
C46412	DB00648	MITOTANE 500MG TAB,EC [VA Product]
C45406	DB00737	MECLIZINE HCL 25MG CAP [VA Product]
C275620	DB01086	BENZOCAINE 4.5% AEROSOL,TOP [VA Product]
C45404	DB00737	MECLIZINE HCL 15MG CAP [VA Product]
C53538	DB00582	VORICONAZOLE 200MG/VIL INJ [VA Product]
C50.68.18084	DB00327	HYDROMORPHONE HCL 250MG/VIL INJ [VA Product]
C35226	DB01086	BENZOCAINE 7.5% SOLN,TOP [VA Product]
C41258	DB01148	FLAVOXATE HCL 100MG TAB,UD [VA Product]
C41256	DB01148	FLAVOXATE HCL 100MG TAB [VA Product]
C50.68^21262^	DB01004	GANCICLOVIR 0.15% GEL,OPH [VA Product]
C50.68.18218	DB00868	BENZONATATE 200MG CAP [VA Product]
C47242	DB00622	NICARDIPINE HCL 30MG CAP,SA [VA Product]
C47244	DB00622	NICARDIPINE HCL 45MG CAP,SA [VA Product]
C273942	DB00202	SUCCINYLCHOLINE CHLORIDE 1000MG/VIL INJ [VA Product]
C43734	DB00030	INSULIN REGULAR NOVOLIN-R 100 U/ML PEN 3ML [VA Product]
C43718	DB00030	INSULIN REG HUMAN 100 U/ML INJ INNOLET 3ML [VA Product]
C50.68.19487	DB01238	ARIPIPRAZOLE 5MG TAB,UD [VA Product]
C34248	DB01238	ARIPIPRAZOLE 5MG TAB [VA Product]
C53156	DB00661	VERAPAMIL HCL 200MG CAP,SA [VA Product]
C53164	DB00661	VERAPAMIL HCL 300MG CAP,SA [VA Product]
C23426253588375	DB00343	DILTIAZEM (CARDIZEM LA) 420MG SA TAB [VA Product]
C48324	DB01359	PENBUTOLOL SO4 20MG TAB [VA Product]
C34478	DB00945	ASPIRIN 81MG TAB,CHEWABLE [VA Product]
C41500	DB00588	FLUTICASONE PROPIONATE 44MCG/SPRAY AEROSOL,INHL,ORAL,13GM [VA Product]
C4969088302563	DB00588	FLUTICASONE PROPIONATE 44MCG/SPRAY AEROSOL,INHL,ORAL,10.6GM [VA Product]
C50.68.19519	DB00343	DILTIAZEM (ETHEX-ER) 420MG CAP,SA [VA Product]
C50.68.18212	DB00343	DILTIAZEM (INWOOD) 420MG CAP,SA [VA Product]
C50.68^25068^	DB00343	DILTIAZEM (EQV-TIAZAC AB4) 420MG 24HR CAP [VA Product]
C50.68.17687	DB00588	FLUTICASONE PROPIONATE 0.05% LOTION,TOP [VA Product]
C45866	DB06799	METHENAMINE MANDELATE 500MG/5ML SUSP,ORAL [VA Product]
C45872	DB06799	METHENAMINE MANDELATE 500MG/PKG GRNL,ORAL [VA Product]
C51020	DB09325	SODIUM FLUORIDE 0.5MG/ML LIQUID,ORAL [VA Product]
C41358	DB09325	FLUORIDE 0.5MG/ML SOLN,ORAL [VA Product]
C275349	DB00483	GALLAMINE TRIETHIODIDE 20MG/ML INJ [VA Product]
C41820	DB00798	GENTAMICIN SO4 0.3% OINT,OPH [VA Product]
C41822	DB00798	GENTAMICIN SO4 0.3% SOLN,OPH [VA Product]
C50612	DB01037	SELEGILINE HCL 5MG CAP [VA Product]
C53726	DB09321	ZINC OXIDE 25% PASTE,TOP [VA Product]
C23426238416335	DB00736	ESOMEPRAZOLE NA 20MG/VIL INJ [VA Product]
C51918	DB00277	THEOPHYLLINE 150MG/15ML SYRUP [VA Product]
C52008	DB00277	THEOPHYLLINE,ANHYDROUS 150MG/15ML SYRUP [VA Product]
C37466	DB00215	CITALOPRAM HYDROBROMIDE 20MG TAB,UD [VA Product]
C37464	DB00215	CITALOPRAM HYDROBROMIDE 20MG TAB [VA Product]
C46568	DB00295	MORPHINE SO4 20MG SUPP,RTL [VA Product]
C52972	DB03904	UREA 40GM/BTL INJ,IV [VA Product]
C275018	DB03904	UREA 40GM/BTL INJ,IU [VA Product]
C37178	DB00477	CHLORPROMAZINE 100MG SUPP,RTL [VA Product]
C50.68^24117^	DB00864	TACROLIMUS (ASTAGRAF XL) 5MG CAP,SA [VA Product]
C41136	DB01592	FERROUS GLUCONATE 300MG/5ML ELIXIR [VA Product]
C45708	DB09110	MESNA 100MG/ML INJ [VA Product]
C41146	DB01592	FERROUS GLUCONATE 86MG CAP [VA Product]
C47362	DB00336	NITROFURAZONE 0.2% DRESSING,TOP [VA Product]
C50114	DB11085	RESORCINOL PWDR [VA Product]
C50464	DB00936	SALICYLIC ACID 2% PAD,TOP [VA Product]
C40094	DB01057	ECHOTHIOPHATE IODIDE 0.25% SOLN,OPH [VA Product]
C51474	DB09353	SULFUR 5% SHAMPOO [VA Product]
C276085	DB06243	EFLORNITHINE HCL 200MG/ML INJ [VA Product]
C43114	DB00741	HYDROCORTISONE 1% CREAM,TOP [VA Product]
C40132	DB01084	EMEDASTINE DIFUMARATE 0.05% SOLN,OPH [VA Product]
C4968235325718	DB00783	ESTRADIOL 0.06MG/DAY (CLIMARA) PATCH [VA Product]
C276721	DB00783	ESTRADIOL 0.0375MG/DAY (CLIMARA) PATCH [VA Product]
C49938	DB06815	PYRITHIONE ZINC 2% SHAMPOO [VA Product]
C275010	DB01243	CHLOROXINE 2% LOTION [VA Product]
C33968	DB11157	ANTHRALIN 0.4% OINT,TOP [VA Product]
C49154	DB00761	POTASSIUM CHLORIDE 20MEQ/ML INJ [VA Product]
C40048	DB00645	DYCLONINE HCL 0.5% SOLN,TOP [VA Product]
C40050	DB00645	DYCLONINE HCL 1% SOLN,TOP [VA Product]
C50.68^25317^	DB00254	DOXYCYCLINE HYCLATE 75MG CAP/TAB [VA Product]
C50.68^25318^	DB00254	DOXYCYCLINE HYCLATE 150MG CAP/TAB [VA Product]
C50.68^25324^	DB00254	DOXYCYCLINE MONOHYDRATE 150MG CAP/TAB [VA Product]
C38826	DB00633	DEXMEDETOMIDINE HCL 100MCG/ML INJ [VA Product]
C52648	DB00620	TRIAMCINOLONE ACETONIDE 0.1% LOTION [VA Product]
C38844	DB11076	DEXTRAN HM 32% INJ [VA Product]
C44718	DB00451	LEVOTHYROXINE NA 0.0125MG TAB [VA Product]
C38886	DB01576	DEXTROAMPHETAMINE ADIPATE 5MG/DEXTROAMPHETAMINE SO4 5MG CAP [VA Product]
C50.68.18244	DB01041	THALIDOMIDE 150MG CAP [VA Product]
C35392	DB00443	BETAMETHASONE DIPROPIONATE 0.05% LOTION [VA Product]
C49598	DB00433	PROCHLORPERAZINE EDISYLATE 5MG/ML INJ [VA Product]
C49594	DB00433	PROCHLORPERAZINE 5MG/ML INJ [VA Product]
C34420	DB00945	ASPIRIN 227.5MG GUM,CHEWABLE [VA Product]
C46982	DB08804	NANDROLONE DECANOATE 100MG/ML INJ [VA Product]
C46984	DB08804	NANDROLONE DECANOATE 200MG/ML INJ [VA Product]
C46990	DB00984	NANDROLONE PHENPROPIONATE 50MG/ML INJ [VA Product]
C46986	DB08804	NANDROLONE DECANOATE 50MG/ML INJ [VA Product]
C275962	DB03255	PHENOL 1.4% LIQUID,ORAL TOP [VA Product]
C276427	DB03255	PHENOL 1.4% SPRAY,ORAL TOP [VA Product]
C32374	DB00640	ADENOSINE 3MG/ML INJ,SYRINGE 2ML [VA Product]
C50.68^22479^	DB00555	LAMOTRIGINE (LAMICTAL XR) 300MG TAB,SA [VA Product]
C46564	DB00295	MORPHINE SO4 200MG TAB,SA [VA Product]
C50.68^21479^	DB00295	MORPHINE SO4 200MG CAP,SA [VA Product]
C41522	DB00176	FLUVOXAMINE MALEATE 50MG TAB [VA Product]
C41524	DB00176	FLUVOXAMINE MALEATE 50MG TAB,UD [VA Product]
C37786	DB11082	COAL TAR 2% OINT,TOP [VA Product]
C4968648278482	DB11082	COAL TAR 10% OINT,TOP [VA Product]
C38818	DB09555	DEXCHLORPHENIRAMINE MALEATE 2MG TAB [VA Product]
C46856	DB10316	MUMPS VIRUS VACCINE,LIVE INJ [VA Product]
C45748	DB00816	METAPROTERENOL SO4 20MG TAB [VA Product]
C34650	DB00207	AZITHROMYCIN 250MG CAP [VA Product]
C41268	DB01195	FLECAINIDE ACETATE 50MG TAB [VA Product]
C50.68^20752^	DB01050	IBUPROFEN 100MG/ML INJ,VIL,8ML [VA Product]
C50.68^24198^	DB00634	SULFACETAMIDE NA 10% SHAMPOO [VA Product]
C41102	DB01592	FERROUS FUMARATE 100MG/5ML SUSP [VA Product]
C39648	DB01075	DIPHENHYDRAMINE HCL 1% CREAM,TOP [VA Product]
C50.68^24608^	DB01075	DIPHENHYDRAMINE HCL 2% GEL,TOP [VA Product]
C35742	DB00354	BUCLIZINE HCL 50MG TAB,CHEWABLE [VA Product]
C40006	DB00254	DOXYCYCLINE HYCLATE 20MG TAB [VA Product]
C47948	DB00776	OXCARBAZEPINE 300MG/5ML SUSP [VA Product]
C39574	DB00343	DILTIAZEM HCL 30MG TAB [VA Product]
C52794	DB00726	TRIMIPRAMINE MALEATE 100MG CAP [VA Product]
C48566	DB00780	PHENELZINE SO4 15MG TAB [VA Product]
C50.68.20691	DB00620	TRIAMCINOLONE ACETONIDE 0.05% OINT,TOP [VA Product]
C52182	DB00679	THIORIDAZINE HCL 50MG TAB,EC [VA Product]
C52178	DB00679	THIORIDAZINE HCL 30MG/ML SOLN,ORAL [VA Product]
C52176	DB00679	THIORIDAZINE HCL 25MG/5ML SUSP,ORAL [VA Product]
C52174	DB00679	THIORIDAZINE HCL 25MG TAB,EC [VA Product]
C52158	DB00679	THIORIDAZINE HCL 10MG TAB [VA Product]
C52152	DB00679	THIORIDAZINE HCL 100MG TAB,EC [VA Product]
C52162	DB00679	THIORIDAZINE HCL 10MG TAB,UD [VA Product]
C52156	DB00679	THIORIDAZINE HCL 100MG/ML CONC,ORAL [VA Product]
C52154	DB00679	THIORIDAZINE HCL 100MG/5ML SUSP,ORAL [VA Product]
C50.68.20545	DB11166	ANTITHROMBIN III,RECOMBINANT 1750UNT/VIL INJ [VA Product]
C50.68^26601^	DB11166	ANTITHROMBIN III,RECOMBINANT 525UNT/VIL INJ [VA Product]
C50.68^24555^	DB00620	TRIAMCINOLONE ACETONIDE 55MCG/ACTUATION,AQ,SPRAY,NASAL,10.8GM [VA Product]
C52678	DB00620	TRIAMCINOLONE ACETONIDE 55MCG/ACTUATION,AQ,INHL,NASAL,16.5GM [VA Product]
C50.68^24556^	DB00620	TRIAMCINOLONE ACETONIDE 55MCG/ACTUATION,AQ,SPRAY,NASAL,16.5GM [VA Product]
C46602	DB00295	MORPHINE SO4 50MG/ML INJ,DILUTE-A-JET,50ML [VA Product]
C50.68^26734^	DB09462	GLYCERIN 4.5% MOUTHWASH [VA Product]
C50.68.19447	DB00198	OSELTAMIVIR PO4 30MG CAP [VA Product]
C50.68^22926^	DB00425	ZOLPIDEM TARTRATE 3.5MG TAB,SUBLINGUAL,UD [VA Product]
C40162	DB00584	ENALAPRIL MALEATE 2.5MG TAB [VA Product]
C40164	DB00584	ENALAPRIL MALEATE 2.5MG TAB,UD [VA Product]
C45114	DB00678	LOSARTAN POTASSIUM 25MG TAB,UD [VA Product]
C45108	DB00678	LOSARTAN 25MG TAB [VA Product]
C45112	DB00678	LOSARTAN POTASSIUM 100MG TAB [VA Product]
C52778	DB00662	TRIMETHOBENZAMIDE HCL 200MG SUPP,RTL [VA Product]
C50212	DB00478	RIMANTADINE HCL 50MG/5ML SYRUP [VA Product]
C45736	DB00816	METAPROTERENOL SO4 0.4% SOLN,INHL [VA Product]
C49974	DB04575	QUINESTROL 100MCG TAB [VA Product]
C50210	DB00478	RIMANTADINE HCL 100MG TAB [VA Product]
C50.68^23258^	DB09153	SODIUM CHLORIDE 20% GEL,TOP [VA Product]
C50160	DB11597	RHO (D) IMMUNE GLOBULIN,HUMAN (WINRHO SD) 600UNT/VIL INJ [VA Product]
C50.68^25022^	DB00671	CEFIXIME 400MG CAP [VA Product]
C50.68^23943^	DB00671	CEFIXIME 400MG CAP,UD [VA Product]
C33248	DB00404	ALPRAZOLAM 1MG TAB,UD [VA Product]
C33246	DB00404	ALPRAZOLAM 1MG TAB [VA Product]
C33252	DB00404	ALPRAZOLAM 2MG TAB [VA Product]
C33294	DB00488	ALTRETAMINE 50MG CAP [VA Product]
C33414	DB00288	AMCINONIDE 0.1% CREAM,TOP [VA Product]
C50730	DB11080	SILVER NITRATE 50% SOLN,TOP [VA Product]
C274499	DB00713	OXACILLIN NA 180MG/VIL INJ [VA Product]
C49554	DB01035	PROCAINAMIDE HCL 500MG CAP [VA Product]
C49558	DB01035	PROCAINAMIDE HCL 500MG TAB [VA Product]
C50.68^24277^	DB00573	FENOPROFEN CA 400MG CAP [VA Product]
C37196	DB00477	CHLORPROMAZINE HCL 200MG TAB [VA Product]
C41072	DB00813	FENTANYL CITRATE 50MCG/ML INJ [VA Product]
C48172	DB00085	PANCRELIPASE 8000UNT CAP [VA Product]
C50.68^22327^	DB00783	ESTRADIOL 0.025MG/DAY (MYLAN) PATCH [VA Product]
C50.68^26834^	DB00783	ESTRADIOL 0.025MG/DAY (EQV-CLIMARA) PATCH [VA Product]
C37190	DB00477	CHLORPROMAZINE HCL 10MG/5ML SYRUP [VA Product]
C40100	DB00974	EDETATE DISODIUM 150MG/ML INJ [VA Product]
C41164	DB13257	FERROUS SO4 220MG/5ML ELIXIR [VA Product]
C51712	DB00871	TERBUTALINE SO4 1MG/ML INJ [VA Product]
C273520	DB01394	COLCHICINE 0.54MG TAB [VA Product]
C23426155967308	DB01013	CLOBETASOL PROPIONATE 0.05% SPRAY,TOP [VA Product]
C273751	DB00030	INSULIN,NPH 50UNT/REGULAR 50UNT/ML HUMAN INJ [VA Product]
