doid 	 name 
MONDO:0013315	retinitis pigmentosa 57
MONDO:0013312	retinitis pigmentosa 55
MONDO:0013641	Warburg micro syndrome 2
MONDO:0013642	holoprosencephaly 11
MONDO:0013311	ectodermal dysplasia-syndactyly syndrome
MONDO:0009289	glycogen storage disease Ic
MONDO:0013648	familial progressive hyperpigmentation
MONDO:0013649	hypotrichosis 9
MONDO:0013318	early Repolarization associated with ventricular fibrillation
MONDO:0013319	chromosome 4Q32.1-Q32.2 Triplication syndrome
MONDO:0008828	camptodactyly-arthropathy-coxa vara-pericarditis syndrome
MONDO:0003436	lung oat cell carcinoma
MONDO:0021470	benign neoplasm of pancreas
MONDO:0021471	benign neoplasm of endometrium
MONDO:0021476	benign neoplasm of tongue
MONDO:0006820	kidney cortex necrosis
MONDO:0021474	benign neoplasm of ear
MONDO:0003437	lung occult small cell carcinoma
MONDO:0008820	arthrogryposis, distal, with hypopituitarism, mental retardation, and facial anomalies
MONDO:0017419	non-syndromic amelia
MONDO:0021478	benign neoplasm of nasopharynx
MONDO:0008823	neurogenic arthrogryposis multiplex congenita
MONDO:0008824	fetal akinesia deformation sequence
MONDO:0005829	louping ill
MONDO:0008826	arthrogryposis-hyperkeratosis syndrome, lethal form
MONDO:0008827	progressive pseudorheumatoid arthropathy of childhood
MONDO:0018696	Corticobasal syndrome
MONDO:0001337	inflamed seborrheic keratosis
MONDO:0018694	isolated tracheo-esophageal fistula
MONDO:0018695	avian influenza
MONDO:0018692	Variably protease-sensitive prionopathy
MONDO:0018690	Adie syndrome
MONDO:0018691	endometrioid ovary carcinoma
MONDO:0004424	familial glomangioma
MONDO:0014763	Bombay phenotype
MONDO:0001335	hypotrichosis of eyelid
MONDO:0018698	hereditary neuroendocrine tumor of small intestine
MONDO:0003345	Klatskin's tumor
MONDO:0016922	partial duplication of chromosome 2
MONDO:0016923	partial duplication of chromosome 3
MONDO:0016920	partial deletion of the long arm of chromosome 22
MONDO:0001846	uterine corpus bizarre leiomyoma
MONDO:0004426	frontal convexity meningioma
MONDO:0016924	partial duplication of chromosome 4
MONDO:0016925	partial trisomy/tetrasomy of chromosome 5
MONDO:0016942	partial trisomy/tetrasomy of the short arm of chromosome 5
MONDO:0001841	uterine corpus epithelioid leiomyoma
MONDO:0016928	partial duplication of chromosome 7
MONDO:0003347	inflammatory leiomyosarcoma
MONDO:0014082	cryptosporidiosis-chronic cholangitis-liver disease syndrome
MONDO:0004428	alveoli adenoma
MONDO:0001331	conjunctival deposit
MONDO:0003349	central nervous system leiomyosarcoma
MONDO:0014760	TFRC-related combined immunodeficiency
MONDO:0001330	presbyopia
MONDO:0019786	severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia
MONDO:0010726	Rett syndrome
MONDO:0005325	radius fracture
MONDO:0017243	bullous diffuse cutaneous mastocytosis
MONDO:0005326	sunburn
MONDO:0017928	9p13 microdeletion syndrome
MONDO:0010097	Tatsumi factor deficiency
MONDO:0003438	lung combined type small cell carcinoma
MONDO:0009999	autosomal recessive Robinow syndrome
MONDO:0009998	Richieri Costa-Pereira syndrome
MONDO:0009997	Roberts syndrome
MONDO:0009996	rhizomelic syndrome, Urbach type
MONDO:0009995	rheumatic fever-related antigen
MONDO:0005824	Legionnaires' disease
MONDO:0009993	embryonal rhabdomyosarcoma
MONDO:0009992	myoglobinuria, acute recurrent, autosomal recessive
MONDO:0014484	microcephaly 12, primary, autosomal recessive
MONDO:0005321	Fuchs' endothelial dystrophy
MONDO:0014648	Al-Raqad syndrome
MONDO:0005322	ulna fracture
MONDO:0005323	bacterial sexually transmitted disease
MONDO:0009278	hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency
MONDO:0005542	acute coronary syndrome
MONDO:0009279	triple-A syndrome
MONDO:0019784	12q14 microdeletion syndrome
MONDO:0003665	cervical endometrioid adenocarcinoma
MONDO:0014710	autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency
MONDO:0017521	hyperphalangy, unilateral
MONDO:0017520	Symbrachydactyly of hand and foot, bilateral
MONDO:0017523	polydactyly of a biphalangeal thumb, unilateral
MONDO:0017522	hyperphalangy, bilateral
MONDO:0017525	polydactyly of a triphalangeal thumb, unilateral
MONDO:0017524	polydactyly of a biphalangeal thumb, bilateral
MONDO:0017527	polydactyly of an index finger, unilateral
MONDO:0017526	polydactyly of a triphalangeal thumb, bilateral
MONDO:0017529	polysyndactyly, unilateral
MONDO:0017528	polydactyly of an index finger, bilateral
MONDO:0014334	severe combined immunodeficiency due to LCK deficiency
MONDO:0005159	prostate carcinoma
MONDO:0005329	vascular sarcoma
MONDO:0002246	perichondritis of auricle
MONDO:0004352	adult brain ependymoma
MONDO:0002712	epidural spinal canal angiolipoma
MONDO:0002713	epidural neoplasm
MONDO:0002242	coagulation protein disease
MONDO:0002715	uterine cancer
MONDO:0002240	acute perichondritis of pinna
MONDO:0002717	spinal cord intramedullary teratoma
MONDO:0002718	central nervous system teratoma
MONDO:0002719	conus medullaris neoplasm
MONDO:0003654	childhood parosteal osteogenic sarcoma
MONDO:0002249	thrombocytosis
MONDO:0003591	kidney liposarcoma
MONDO:0003590	fibroblastic liposarcoma
MONDO:0003593	breast liposarcoma
MONDO:0003592	gastric liposarcoma
MONDO:0003047	thymus large cell carcinoma
MONDO:0003046	anus neoplasm
MONDO:0003045	anal gland neoplasm
MONDO:0003596	spindle cell liposarcoma
MONDO:0003599	vulvar liposarcoma
MONDO:0004356	childhood multilocular cystic kidney neoplasm
MONDO:0003049	ovarian large-cell neuroendocrine carcinoma
MONDO:0011252	spondyloepimetaphyseal dysplasia, Shohat type
MONDO:0011255	mandibulofacial dysostosis-macroblepharon-macrostomia syndrome
MONDO:0011254	brachydactyly, intraventricular septal defect, and deafness
MONDO:0013743	autosomal systemic lupus erythematosus
MONDO:0009277	buphthalmos
MONDO:0019171	familial long QT syndrome
MONDO:0007227	Sillence syndrome
MONDO:0008540	extensor tendons of finger anomalies
MONDO:0003650	mixed hepatoblastoma
MONDO:0003891	bladder signet ring cell adenocarcinoma
MONDO:0019277	epidermal appendage anomaly
MONDO:0008341	ptosis-strabismus-ectopic pupils syndrome
MONDO:0019275	other genetic epidermal disease
MONDO:0004607	vallecula cancer
MONDO:0014645	BENTA disease
MONDO:0016768	rare mucosal lichen planus
MONDO:0019271	acrokeratoderma
MONDO:0019270	erythrokeratoderma
MONDO:0007551	localized epidermolysis bullosa simplex
MONDO:0007882	lattice degeneration of retina Leading to retinal detachment
MONDO:0017095	isolated focal cortical dysplasia type i
MONDO:0008544	tetramelic monodactyly
MONDO:0007553	epidermolysis bullosa with deficiency of Galactosylhydroxylysyl Glucosyltransferase
MONDO:0017094	cerebral cortical dysplasia
MONDO:0020404	Shone complex
MONDO:0020405	Straddling and/or overriding mitral valve
MONDO:0020406	complete atrioventricular canal-left heart obstruction syndrome
MONDO:0020407	complete atrioventricular canal-ventricle hypoplasia syndrome
MONDO:0020400	congenital supravalvular mitral ring
MONDO:0020401	congenital unguarded mitral orifice
MONDO:0020402	accessory mitral valve tissue
MONDO:0020403	mitral valve agenesis
MONDO:0007887	leiomyoma of vulva and esophagus
MONDO:0004588	night blindness
MONDO:0020408	complete atrioventricular canal-tetralogy of fallot syndrome
MONDO:0020409	Univentricular heart with single atrio-ventricular valve
MONDO:0019466	lymphomatoid granulomatosis
MONDO:0012687	familial cavitary optic disc anomaly
MONDO:0016328	fatty acid oxidation and ketogenesis disorder with hypertrophic cardiomyopathy
MONDO:0018552	urachal sinus
MONDO:0007557	epidermolysis bullosa with congenital localized absence of skin and deformity of nails
MONDO:0007556	epidermolysis bullosa simplex with mottled pigmentation
MONDO:0019310	recessive dystrophic epidermolysis bullosa inversa
MONDO:0019311	woolly hair nevus
MONDO:0019312	Hermansky-Pudlak syndrome
MONDO:0019313	hereditary lymphedema
MONDO:0019314	cutaneous mastocytoma
MONDO:0019315	diffuse cutaneous mastocytosis
MONDO:0019316	urticaria pigmentosa
MONDO:0019317	follicular atrophoderma-basal cell carcinoma
MONDO:0019318	inflammatory linear verrucous epidermal nevus
MONDO:0019319	verrucous nevus
MONDO:0019928	48,XXXY syndrome
MONDO:0018556	Lambert-Eaton myasthenic syndrome
MONDO:0019467	CD4+/CD56+ hematodermic neoplasm
MONDO:0012686	MAFD6
MONDO:0012834	systemic lupus erythematosus, susceptibility to, 10
MONDO:0016868	partial deletion of chromosome 3
MONDO:0012835	systemic lupus erythematosus, susceptibility to, 11
MONDO:0009280	Monosodium glutamate sensitivity
MONDO:0019174	infantile Refsum disease
MONDO:0012173	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
MONDO:0012836	SLEB12
MONDO:0016320	rare hereditary thrombophilia
MONDO:0014400	retinitis pigmentosa 70
MONDO:0014646	Zimmermann-Laband syndrome 2
MONDO:0016857	blepharophimosis-epicanthus inversus-ptosis due to 3q23 rearrangement syndrome
MONDO:0021499	benign neoplasm of cerebellum
MONDO:0014407	megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2
MONDO:0011199	nephropathy, progressive tubulointerstitial, with cholestatic liver disease
MONDO:0016322	neuroendocrine cell hyperplasia of infancy
MONDO:0014406	pancreatic agenesis 2
MONDO:0008993	cleft palate-stapes fixation-oligodontia syndrome
MONDO:0016855	Mowat-Wilson syndrome due to monosomy 2q22
MONDO:0000248	dengue shock syndrome
MONDO:0000249	secretory diarrhea
MONDO:0011034	Odontomicronychial dysplasia
MONDO:0000244	endothrix infectious disease
MONDO:0000245	tinea imbricata
MONDO:0017983	Humero-radio-ulnar synostosis
MONDO:0012833	Crouzon syndrome-acanthosis nigricans syndrome
MONDO:0000240	invasive aspergillosis
MONDO:0000241	Keshan disease
MONDO:0000242	tinea barbae
MONDO:0000243	ectothrix infectious disease
MONDO:0019340	scleroderma (disease)
MONDO:0018946	rhombencephalosynapsis
MONDO:0016850	atypical Norrie disease due to monosomy Xp11.3
MONDO:0008041	myoclonic epilepsy, Hartung type
MONDO:0015978	functional neutrophil defect
MONDO:0016327	mitochondrial disease with hypertrophic cardiomyopathy
MONDO:0013159	muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1
MONDO:0007247	basal ganglia calcification, idiopathic, childhood-onset
MONDO:0008222	Andersen-Tawil syndrome
MONDO:0008223	hypokalemic periodic paralysis
MONDO:0007900	nonsyndromic congenital nail disorder 3
MONDO:0007901	Levator-medial rectus synkinesis
MONDO:0008226	aggressive periodontitis
MONDO:0007907	lipoma of the conjunctiva
MONDO:0008224	hyperkalemic periodic paralysis
MONDO:0007905	lip, hamartomatous
MONDO:0007908	multiple symmetric lipomatosis
MONDO:0008229	peroneal nerve, accessory deep
MONDO:0012839	pyogenic bacterial infections due to MyD88 deficiency
MONDO:0012812	epileptic encephalopathy, early infantile, 4
MONDO:0003629	uterine corpus serous adenocarcinoma
MONDO:0003628	pulmonary valve disease
MONDO:0003627	rheumatic pulmonary valve disease
MONDO:0003626	uterine ligament serous adenocarcinoma
MONDO:0003625	ovary serous adenocarcinoma
MONDO:0003624	acinic cell breast carcinoma
MONDO:0007246	calcific aortic disease with immunologic abnormalities, familial
MONDO:0003622	pancreatic vasoactive intestinal peptide producing tumor
MONDO:0003621	small intestinal vasoactive intestinal peptide producing tumor
MONDO:0003620	peripheral nervous system disease
MONDO:0005508	hereditary multiple exostoses
MONDO:0005509	histiocytoma
MONDO:0005058	leiomyosarcoma
MONDO:0005059	leukemia
MONDO:0012568	OS4
MONDO:0013366	spondylocostal dysostosis 4, autosomal recessive
MONDO:0005052	irritable bowel syndrome
MONDO:0005053	ischemia
MONDO:0005502	dengue disease
MONDO:0005051	invasive lobular carcinoma
MONDO:0005056	keratinizing squamous cell carcinoma
MONDO:0005057	large cell neuroendocrine carcinoma
MONDO:0005506	eccrine sweat gland cancer
MONDO:0005055	Kaposi's sarcoma
MONDO:0014884	cholestasis, progressive familial intrahepatic, 5; PFIC5
MONDO:0019463	non-amyloid monoclonal immunoglobulin deposition disease
MONDO:0010716	X-linked lethal multiple pterygium syndrome
MONDO:0013363	chromosome 2q31.1 duplication syndrome
MONDO:0000996	prostate lymphoma
MONDO:0018774	erythrokeratodermia-cardiomyopathy syndrome
MONDO:0001997	root resorption
MONDO:0001996	steroid-induced glaucoma - borderline
MONDO:0001995	sphenoid sinus squamous cell carcinoma
MONDO:0001994	sphenoidal sinus cancer
MONDO:0001993	seminal vesicle adenocarcinoma
MONDO:0001992	rete testis adenocarcinoma
MONDO:0001991	malignant cardiac germ cell tumor
MONDO:0001990	malignant cardiac peripheral nerve sheath neoplasm
MONDO:0015314	primary laryngeal lymphangioma
MONDO:0015315	neonatal brainstem dysfunction
MONDO:0015316	congenital laryngeal palsy
MONDO:0015317	Laryngotracheal angioma
MONDO:0015310	syndromic optic nerve hypoplasia
MONDO:0015311	autism-facial port-wine stain syndrome
MONDO:0001999	primary pulmonary hypertension
MONDO:0001998	Foster-Kennedy syndrome
MONDO:0012038	speech-Sound disorder
MONDO:0018779	hypercontractile muscle stiffness syndrome
MONDO:0019460	acute leukemia of ambiguous lineage
MONDO:0013154	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2
MONDO:0010895	ABCD syndrome
MONDO:0007240	progressive familial heart block type IA
MONDO:0009470	Baraitser-Winter syndrome 1
MONDO:0015715	severe hemophilia b
MONDO:0019862	Levocardia
MONDO:0019863	Acro-renal-ocular syndrome
MONDO:0019860	thyroid hemiagenesis
MONDO:0019861	thyroid hypoplasia
MONDO:0019866	mosaic trisomy 5
MONDO:0019867	mosaic trisomy 8
MONDO:0019864	tetrasomy 21
MONDO:0019865	mosaic trisomy 4
MONDO:0019868	mosaic trisomy 10
MONDO:0019869	mosaic trisomy 22
MONDO:0012811	ANIB8
MONDO:0014350	Seckel syndrome 8
MONDO:0018199	new-onset refractory status epilepticus
MONDO:0018198	acute encephalopathy with biphasic seizures and late reduced diffusion
MONDO:0013155	muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3
MONDO:0013369	hypertrophic cardiomyopathy 7
MONDO:0001199	dislocation of ear ossicle
MONDO:0001198	acquired thrombocytopenia
MONDO:0001197	qualitative platelet defect
MONDO:0001196	psychologic dyspareunia
MONDO:0001195	spotted fever
MONDO:0014888	Mirage syndrome; MIRAGE
MONDO:0001193	chorioretinal scar
MONDO:0001192	esophagus melanoma
MONDO:0001191	leech infestation
MONDO:0001190	Brucella suis brucellosis
MONDO:0015412	median facial cleft
MONDO:0010542	dilated cardiomyopathy 3B
MONDO:0015573	subacute cutaneous lupus erythematosus
MONDO:0009179	recessive dystrophic epidermolysis bullosa
MONDO:0009178	epidermolysis bullosa dystrophica Neurotrophica
MONDO:0010543	Barth syndrome
MONDO:0009175	eosinophilic fasciitis (disease)
MONDO:0009174	protein-losing enteropathy
MONDO:0009177	late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome
MONDO:0009176	epidermodysplasia verruciformis
MONDO:0009171	endothelial dystrophy, congenital hereditary, with nail hypoplasia
MONDO:0009542	lysine malabsorption syndrome
MONDO:0009173	congenital enteropathy due to enteropeptidase deficiency
MONDO:0009172	enterocolitis (disease)
MONDO:0010541	X-linked calvarial hyperostosis
MONDO:0007242	butyrylesterase 1
MONDO:0009472	acetylation, slow
MONDO:0008204	patella aplasia, coxa vara, and tarsal synostosis
MONDO:0009544	macrocephaly/megalencephaly syndrome, autosomal recessive
MONDO:0012564	Polyosteolysis-hyperostosis syndrome
MONDO:0010547	X-linked progressive cerebellar ataxia
MONDO:0004866	eustachian tube disease
MONDO:0010545	Nance-Horan syndrome
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement
MONDO:0001379	ureteric orifice cancer
MONDO:0001378	urachus cancer
MONDO:0009473	isotretinoin-like syndrome
MONDO:0009549	severe early-childhood-onset retinal dystrophy
MONDO:0001373	urinary bladder posterior wall cancer
MONDO:0003700	brachial plexus neoplasm
MONDO:0001371	protein-energy malnutrition
MONDO:0001370	pericardial effusion
MONDO:0001377	vitreous syneresis
MONDO:0001376	urinary bladder anterior wall cancer
MONDO:0001375	bladder trigone cancer
MONDO:0001374	bladder sarcoma
MONDO:0018295	congenital disorder of glycosylation with deafness as a major feature
MONDO:0008892	progressive familial intrahepatic cholestasis type 1
MONDO:0004586	rheumatoid lung disease
MONDO:0020249	hereditary optic neuropathy
MONDO:0020246	vitreoretinopathy
MONDO:0020247	congenital vitreoretinal dysplasia
MONDO:0007013	vasculogenic impotence
MONDO:0017270	autosomal ichthyosis syndrome
MONDO:0020242	genetic macular dystrophy
MONDO:0020243	colobomatous and areolar dystrophy
MONDO:0020240	syndromic retinitis pigmentosa
MONDO:0020241	unclassified familial retinal dystrophy
MONDO:0006970	sialolithiasis
MONDO:0014378	primary ciliary dyskinesia 29
MONDO:0006972	silo filler's disease
MONDO:0006973	skin appendage carcinoma
MONDO:0006974	small cell sarcoma
MONDO:0006975	smooth muscle tumor
MONDO:0006976	somatostatinoma
MONDO:0006977	spermatocele
MONDO:0013411	cataract 16 multiple types
MONDO:0006979	steatitis
MONDO:0013413	retinitis pigmentosa 45
MONDO:0014372	cone-rod dystrophy 19
MONDO:0013415	chromosome 17p13.1 deletion syndrome
MONDO:0013414	retinitis pigmentosa 44
MONDO:0013417	complement component 3 deficiency
MONDO:0013416	age related macular degeneration 8
MONDO:0012238	progressive external ophthalmoplegia with mitochondrial Dna deletions, autosomal dominant 2
MONDO:0012239	nemaline myopathy 1
MONDO:0018739	neonatal alloimmune neutropenia
MONDO:0018738	benign metanephric tumour
MONDO:0012035	craniosynostosis-intracranial calcifications syndrome
MONDO:0017312	Perrault syndrome
MONDO:0012233	Li-Fraumeni syndrome 2
MONDO:0018737	catastrophic antiphospholipid syndrome
MONDO:0012231	Charcot-Marie-Tooth disease type 2A2
MONDO:0018731	lethal multiple congenital anomalies/dysmorphic syndrome
MONDO:0012237	nemaline myopathy 6
MONDO:0018733	intellectual disability syndrome due to a DYRK1A point mutation
MONDO:0012235	autosomal recessive spinocerebellar ataxia 7
MONDO:0010858	macrocephaly-spastic paraplegia-dysmorphism syndrome
MONDO:0010859	atrioventricular septal defect 3
MONDO:0004272	bladder tuberculosis
MONDO:0004828	lower urinary tract calculus
MONDO:0009509	Landau-Kleffner syndrome
MONDO:0010508	mental retardation, X-linked 103; MRX103
MONDO:0010509	mental retardation, X-linked 104; MRX104
MONDO:0004824	neonatal candidiasis
MONDO:0010507	Xq25 duplication syndrome
MONDO:0004826	urethral calculus
MONDO:0004827	esophagus squamous cell papilloma
MONDO:0004820	peripheral nerve schwannoma
MONDO:0004821	nasopharyngeal disease
MONDO:0004822	bronchiectasis
MONDO:0004823	dextrocardia
MONDO:0007459	dilution, pigmentary
MONDO:0021208	endocrine alopecia
MONDO:0013152	SLEB14
MONDO:0009476	atresia of small intestine
MONDO:0004275	osteosarcoma arising in bone Paget's disease
MONDO:0014194	mitochondrial complex III deficiency nuclear type 6
MONDO:0014197	combined immunodeficiency due to MALT1 deficiency
MONDO:0014196	Hartsfield-Bixler-Demyer syndrome
MONDO:0014191	catecholaminergic polymorphic ventricular tachycardia 5
MONDO:0014190	combined oxidative phosphorylation defect type 17
MONDO:0014193	primary ciliary dyskinesia 23
MONDO:0014192	primary ciliary dyskinesia 22
MONDO:0008915	dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome
MONDO:0014199	epileptic encephalopathy, early infantile, 17
MONDO:0014198	mitochondrial DNA depletion syndrome 13
MONDO:0019480	Langerhans cell sarcoma
MONDO:0019482	dendritic cell sarcoma not otherwise specified
MONDO:0019483	Methotrexate-associated lymphoproliferative disorders
MONDO:0019484	hypothalamic hamartomas with gelastic seizures
MONDO:0019485	idiopathic hemiconvulsion-hemiplegia syndrome
MONDO:0019486	myoclonic epilepsy of infancy
MONDO:0019487	epilepsy with myoclonic absences
MONDO:0019488	myoclonic epilepsy in non-progressive encephalopathies
MONDO:0019489	diffuse palmoplantar keratoderma-acrocyanosis syndrome
MONDO:0016965	partial duplication of the long arm of chromosome 15
MONDO:0015971	rare genetic adrenal disease
MONDO:0016864	Okihiro syndrome due to a point mutation
MONDO:0012561	congenital anomalies of kidney and urinary tract 1, susceptibility to
MONDO:0015414	paramedian nasal cleft
MONDO:0021218	placenta neoplasm
MONDO:0019987	congenital and infantile nephrotic syndrome
MONDO:0002143	vaginal yolk sac tumor
MONDO:0006354	parathyroid hyperplasia (disease)
MONDO:0006355	parotid gland acinic cell carcinoma
MONDO:0006356	parotid gland adenoid cystic carcinoma
MONDO:0006357	parotid gland carcinoma ex pleomorphic adenoma
MONDO:0006350	papillary transitional cell carcinoma
MONDO:0006351	parachordoma
MONDO:0006352	paranasal sinus adenoid cystic carcinoma
MONDO:0006353	paranasal sinus Schneiderian papilloma
MONDO:0014995	neurodevelopmental disorder with hypotonia, seizures, and absent language; NDHSAL
MONDO:0014994	global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies; GDACCF
MONDO:0014997	nephronophthisis 20
MONDO:0014996	mental retardation, autosomal recessive 58; MRT58
MONDO:0006358	parotid gland squamous cell carcinoma
MONDO:0006359	perivascular epithelioid cell tumor
MONDO:0014993	myopathy, myofibrillar, 8; MFM8
MONDO:0003705	adult brainstem mixed glioma
MONDO:0010612	hydrocephaly-cerebellar agenesis syndrome
MONDO:0005630	actinobacillosis
MONDO:0005465	methamphetamine-induced psychosis
MONDO:0012529	Diamond-Blackfan anemia 3
MONDO:0012612	mental retardation, autosomal recessive 12
MONDO:0004276	ceruminoma
MONDO:0012415	progressive external ophthalmoplegia with mitochondrial Dna deletions, autosomal dominant 4
MONDO:0003706	adult brainstem astrocytoma
MONDO:0016045	Tetragametic chimerism
MONDO:0016044	cleft lip/palate
MONDO:0016047	endophthalmitis
MONDO:0016046	familial clubfoot with or without associated lower limb anomalies
MONDO:0016041	congenital microgastria
MONDO:0016040	harlequin syndrome
MONDO:0016043	isolated cleft lip
MONDO:0016042	late-onset isolated ACTH deficiency
MONDO:0016049	congenital myopathy, Paradas type
MONDO:0016048	isolated autosomal dominant hypomagnesemia, Glaudemans type
MONDO:0008278	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome
MONDO:0009916	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency
MONDO:0003707	distal biliary tract carcinoma
MONDO:0012600	AUTS9
MONDO:0005919	placental insufficiency
MONDO:0007954	May-Hegglin anomaly
MONDO:0015516	Symbrachydactyly of hands and feet
MONDO:0011693	glaucoma, normal tension, susceptibility to
MONDO:0002505	juvenile astrocytoma
MONDO:0007024	yersinia pseudotuberculosis infectious disease
MONDO:0002507	gingival overgrowth
MONDO:0002058	breast adenoma
MONDO:0008033	autosomal dominant limb-girdle muscular dystrophy type 1B
MONDO:0007020	Wernicke encephalopathy
MONDO:0002503	adult astrocytic tumour
MONDO:0007022	xanthogranulomatous pyelonephritis
MONDO:0002053	hypoglycemic coma
MONDO:0002052	lymphadenitis
MONDO:0002051	integumentary system disease
MONDO:0002050	mental depression
MONDO:0002057	breast leiomyoma
MONDO:0002508	gingivitis
MONDO:0002055	benign eccrine breast spiradenoma
MONDO:0007758	epidermolytic palmoplantar keratoderma
MONDO:0016593	acquired ataxia
MONDO:0016592	non-hereditary degenerative ataxia
MONDO:0016591	sporadic adult-onset ataxia of unknown etiology
MONDO:0016262	uterus leiomyosarcoma
MONDO:0016597	generalized pustular psoriasis
MONDO:0016264	autoimmune hepatitis
MONDO:0016595	inhalation anthrax
MONDO:0016594	superficial siderosis
MONDO:0007457	diastema, dental medial
MONDO:0016268	papillary carcinoma of the corpus uteri
MONDO:0016599	autosomal dominant secondary polycythemia
MONDO:0016598	autosomal recessive secondary polycythemia not associated with VHL gene
MONDO:0018887	rare cutaneous lupus erythematosus
MONDO:0003450	eccrine papillary adenoma
MONDO:0005884	opisthorchiasis
MONDO:0005887	oral tuberculosis
MONDO:0005886	oral candidiasis
MONDO:0003454	conjunctival cancer
MONDO:0005880	oesophagostomiasis
MONDO:0005883	ophthalmic herpes zoster
MONDO:0003458	uterine corpus adenofibroma
MONDO:0003459	cervical adenofibroma
MONDO:0005889	Orthomyxoviridae infectious disease
MONDO:0005888	ornithosis
MONDO:0018514	rare epithelial tumor of rectum
MONDO:0012447	synpolydactyly type 3
MONDO:0011491	EIG7
MONDO:0015514	genetic endocrine growth disease
MONDO:0016406	other metabolic disease with epilepsy
MONDO:0010991	Laterality defects, autosomal dominant
MONDO:0020438	atrial septal aneurysm
MONDO:0009364	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1
MONDO:0007451	diabetes insipidus, nephrogenic, autosomal
MONDO:0005307	contracture
MONDO:0019479	histiocytic sarcoma
MONDO:0017638	manganese poisoning
MONDO:0021296	carcinoma in situ of renal pelvis
MONDO:0021297	carcinoma in situ of nasopharynx
MONDO:0021294	carcinoma in situ of gastric cardia
MONDO:0021292	carcinoma in situ of gastric body
MONDO:0021290	carcinoma in situ of appendix
MONDO:0021291	carcinoma in situ of fundus of stomach
MONDO:0012407	Pyridoxal phosphate-responsive seizures
MONDO:0020090	male infertility due to gonadal dysgenesis
MONDO:0021298	carcinoma in situ of oropharynx
MONDO:0021299	carcinoma in situ of extrahepatic bile duct
MONDO:0012441	migraine with or without aura, susceptibility to, 11
MONDO:0017635	rare parkinsonian syndrome due to neurodegenerative disease
MONDO:0019474	Hepatosplenic T-cell lymphoma
MONDO:0017636	Hemiparkinsonism-hemiatrophy syndrome
MONDO:0012607	asthma-related Traits, susceptibility to, 5
MONDO:0017631	rare tumor of gallbladder and extrahepatic biliary tract
MONDO:0017630	X-linked complicated spastic paraplegia type 1
MONDO:0004594	puerperal pulmonary embolism
MONDO:0004227	epididymis adenomatoid tumor
MONDO:0004596	Cor pulmonale
MONDO:0009345	histidinemia
MONDO:0004222	ovarian clear cell cystadenocarcinoma
MONDO:0004223	polyp of middle ear
MONDO:0004220	sarcomatoid uterine corpus endometrioid adenocarcinoma
MONDO:0004593	Bartholin's duct cyst
MONDO:0014333	polymicrogyria, bilateral perisylvian, autosomal recessive
MONDO:0017632	rare tumor of liver and intrahepatic biliary tract
MONDO:0004598	acute cor pulmonale
MONDO:0006644	alcoholic liver cirrhosis
MONDO:0004228	hypogonadotropism
MONDO:0004229	acantholytic variant squamous cell breast carcinoma
MONDO:0011062	aprosencephaly cerebellar dysgenesis
MONDO:0011063	hidrotic ectodermal dysplasia, Christianson-Fourie type
MONDO:0011060	early-onset non-syndromic cataract
MONDO:0021211	brain neoplasm
MONDO:0011066	Charcot-Marie-Tooth disease type 4B1
MONDO:0011067	autosomal recessive nonsyndromic deafness 12
MONDO:0011064	lethal chondrodysplasia, Seller type
MONDO:0011065	Hunter-McAlpine craniosynostosis
MONDO:0003767	mitral valve disease
MONDO:0006314	nasal cavity polyp
MONDO:0011068	type 1 diabetes mellitus 12
MONDO:0011069	cervical ribs, sprengel anomaly, anal atresia, and urethral obstruction
MONDO:0012443	ANIB4
MONDO:0006315	neoplastic medium-sized B-lymphocyte with basophilic cytoplasm
MONDO:0000903	myoclonic dystonia
MONDO:0000902	hereditary motor and sensory neuropathy with agenesis of the corpus callosum
MONDO:0000901	relapsed/refractory diffuse large B-cell lymphoma
MONDO:0006316	neuroblastic tumor
MONDO:0000904	complex cortical dysplasia with other brain malformations
MONDO:0007168	atelosteogenesis type III
MONDO:0000909	Bartter disease type 4b
MONDO:0000908	arrhythmogenic right ventricular dysplasia 13
MONDO:0007169	ATHS
MONDO:0015765	congenital myopathy with cores
MONDO:0015816	indolent primary cutaneous T-cell lymphoma
MONDO:0015767	trisomy 4p
MONDO:0015766	cholera
MONDO:0015761	trisomy 10p
MONDO:0015760	T-cell non-Hodgkin lymphoma
