drugbank_id	name	type	groups	atc_codes	categories	inchikey	inchi	inchikeys	synonyms	unii	uniis	external_identifiers	extra_names	brands	molecular_forula	molecular_formular_experimental	gene_sequence	amino_acid_sequence	sequence	description
DB05363	LIC-477	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						LIC-477is indicated to be suitable for the treatment of psychosomatic disturbances, epilepsy, trigeminal neuralgia and cerebral spasticity. 
DB05364	ROX-888	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						ROX-888 is ROXRO's lead compound  which is currently in Phase 3 trials for the treatment of acute pain, including post-operative pain. 
DB05365	BF-200 ALA	small molecule	['investigational']	[]	Amino Acids|Amino Acids, Peptides, and Proteins|Carboxylic Acids|Keratosis, Actinic, drug therapy|Keto Acids|Levulinic Acids|Organic Chemicals			[]	[]		[]	[]	[]	[]						BF-200 ALA is under investigation by Biofrontera which shows positive results from its Phase IIb/III trial. According to Biofrontera, BF-200 ALA was strongly and significantly superior to placebo in the treatment of actinic keratosis. 
DB05367	Actelion-1	small molecule	['investigational']	[]	Amides|Chemical Actions and Uses|Endothelin A Receptor Antagonists|Endothelin B Receptor Antagonists|Endothelin Receptor Antagonists|Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring|Inorganic Chemicals|Molecular Mechanisms of Pharmacological Action|Organic Chemicals|Pharmacologic Actions|Sulfones|Sulfur Compounds			[]	[]		[]	[]	[]	[]						Actelion-1 is a tissue-targeting Endothelin Receptor Antagonist that has been discovered by Actelion Pharmaceuticals.
DB05368	Ragweed pollen extract	biotech	approved|investigational	[]	[]			[]	[]		[]	[]	[]	['Ragwitek']						Ragweed pollen extract  has been developed by Curalogic. The company has initiated a phase III trial with its product for oral immunotherapy of ragweed allergy. While traditional disease-modifying immunotherapeutics are administered by subcutaneous injection, Curalogic has developed a more convenient orally administered drug.   
DB05369	HZT-501	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						HZT-501 is under investigation by Horizon Therapeutics, Inc., a privately held biopharmaceutical company. It has entered Phase 3 clinical trials in March 2007 for reduction of the risk of development of ibuprofen-associated upper gastrointestinal (i.e., gastric and/or duodenal) ulcers. HZT-501 is a combination product including ibuprofen and the acid reducing agent famotidine.
DB05370	NOVA-22007	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	['Vekacia']						Nova22007 is an investigational drug developed by Novagali for the treatment of dry eye and vernal keratoconjunctivitis (VKC). It is  a Cyclosporine A ophthalmic product intended to be used to treat patients suffering from moderate-to-severe Dry Eye Syndrome.
DB05371	ACR-16	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						ACR-16 is under investigation by NeuroSearch. ACR16 has been successfully investigated in a Phase II multi-centre, randomised and placebo-controlled trial in patients with Huntington’s disease as well as in three Phase Ib studies within Huntington’s disease, Parkinson’s disease and schizophrenia respectively. ACR-16 is a dopamine stabilizer. ACR-16 is also being studied in other psychiatric and neurologic diseases.
DB05372	CP-945598	small molecule	['investigational']	[]	Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring|Heterocyclic Compounds, 2-Ring|Receptor, Cannabinoid, CB1, antagonists & inhibitors			[]	[]		[]	['Wikipedia:Cannabinoid_receptor']	[]	[]						CP-945598 is an investigational drug which is a Cannabinoid-1 (CB-1) receptor antagonist being developed for the treatment of obesity.
DB05374	Rindopepimut	small molecule	['investigational']	[]	Biological Products|Complex Mixtures|Vaccines			[]	['Rintega']	K3L4X0501F	[]	['Wikipedia:Rindopepimut']	[]	[]						Rindopepimut (CDX-110) is an injectable peptide cancer vaccine which targets a mutant protein called EGFRvIII present in about 25% to 30% of glioblastoma cases. The vaccine consists of the EGFRv3-specific peptide (a 13-amino acid mutant vIII epitope) conjugated to the non-specific immunomodulator keyhole limpet hemocyanin (KLH). The US FDA granted it Breakthrough Therapy Designation for glioblastoma in Feb 2015.
DB05384	Carbopol 974P	small molecule	['investigational']	[]	Biomedical and Dental Materials|Chemical Actions and Uses|Dental Materials|Gels|Macromolecular Substances|Manufactured Materials|Plastics|Polymers|Resins, Synthetic|Specialty Uses of Chemicals|Spermatocidal Agents|Technology, Industry, and Agriculture			[]	BufferGel|Carbomer 974 (P)|Carbomer 974P|carbomer homopolymer type b|Carbomer homopolymer type B (allyl pentaerythritol crosslinked)|Carbomer-974P|Carbopol polymer	HHT01ZNK31	[]	['PubChem Substance:175426991']	[]	[]						Carbopol 974P is a highly carboxylated polymer composed of lightly cross-linked polyacrylic acid with a broad-spectrum mechanism based on acidification of pathogens. It was under development by ReProtect LLC. It is a gel that may help both block the spread of sexually transmitted diseases and reduce unwanted pregnancies. The compound, known as BufferGel, was in advanced clinical trials for its ability to prevent pregnancy, but was discontinued.
DB05385	PRO 2000	small molecule	['investigational']	[]	Acids|Acids, Noncarboxylic|Arylsulfonates|Arylsulfonic Acids|Biomedical and Dental Materials|Chemical Actions and Uses|Hydrocarbons|Hydrocarbons, Aromatic|Hydrocarbons, Cyclic|Inorganic Chemicals|Macromolecular Substances|Manufactured Materials|Naphthalenes|Organic Chemicals|Polycyclic Compounds|Polycyclic Hydrocarbons, Aromatic|Specialty Uses of Chemicals|Sulfonic Acids|Sulfur Acids|Sulfur Compounds|Technology, Industry, and Agriculture			[]	['PRO 2000/5']		[]	[]	[]	[]						PRO 2000 is an investigational medicine that is not yet approved by the FDA for use outside of clinical trials. It is being studied for the prevention of HIV infection and other sexually transmitted diseases. This medicine does not cure HIV infection or AIDS and is being studied to reduce the risk of passing the virus to other people.
DB05386	recombinant human GM-CSF	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	['Leucotropin']						Human GM-CSF (Granulocyte/Monocyte-Colony Stimulating Factor) is a differentially glycosylated factor produced mainly by activated T cells and macrophages. Endothelial cells and fibroblasts can also produce GM-CSF after exposure to TNF-?, IL-1, IL-2 and IFN-?. GM-CSF is found associated with extracellular matrix and in membrane-bound formats too. GM-CSF stimulates proliferation, activation and differentiation of macrophages and granulocytes and their progenitors.
DB05387	AE-941	small molecule	['investigational']	[]	Cartilage|Complex Mixtures			[]	[]		[]	[]	[]	['Neovastat']						AE-941 is a naturally occurring anti-angiogenic compound, extracted from cartilage, with multiple anti-angiogenic mechanisms of action that provide broad therapeutic potential for a number of diseases. It is currently in international Phase III trials for renal cell carcinoma and non-small-cell lung cancer.
DB05390	INS 316	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						INS316 belongs to the family of drugs called nucleoside triphosphates.It is studied in the diagnosis of lung diseases, including lung cancer. It is selective P2y2 receptor antagonists claimed to be useful as anti-inflammatory agents.
DB05391	liposomal prostaglandin E1	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	['Liprostin']						Liposome-encapsulated form of prostaglandin E1 (Liprostin) is known to be a potent vasodilator and platelet inhibitor as well as an anti-inflammatory and anti-thrombotic agent. The liposomal formulation of PGE-1 changes the drug’s dynamics and improve its therapeutic index in ways that PGE-1 alone could not achieve.
DB05393	NOV-002	small molecule	['investigational']	[]	Amino Acids, Peptides, and Proteins|Chlorine Compounds|Glutathione|Inorganic Chemicals|Nitrogen Compounds|Oligopeptides|Peptides|Pharmaceutical Preparations|Platinum Compounds			[]	[]		[]	[]	[]	[]						NOV-002, the lead compound acts as a chemoprotectant and an immunomodulator, in combination with chemotherapy. NOV-002 is approved and marketed in the Russian Fereration by Pharma BAM under the trade name Glutoxim. It has been administered to over 10,000 patients, demonstrating clinical efficacy and excellent safety data.
DB05394	Corticorelin	small molecule	['investigational']	['V04CD04']	Amino Acids, Peptides, and Proteins|Chemical Actions and Uses|Diagnostic Agents|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Hypothalamic Hormones|Nerve Tissue Proteins|Neuropeptides|Peptide Hormones|Peptides|Pharmacologic Actions|Physiological Effects of Drugs|Pituitary Hormone-Releasing Hormones|Proteins|Tests for Pituitary Function			[]	Corticoliberin human|Corticorelin (human)|Corticotropin releasing hormone human|Corticotropin-releasing factor|Corticotropin-releasing factor (human)|Corticotropin-releasing hormone|CRF|hCRF|Human corticoliberin|Human corticotropin-releasing factor	305OE8862Y	[]	['Wikipedia:Corticotropin-releasing_hormone']	[]	['Xerecept']						Corticotropin-releasing factor is studied in the treatment of brain cancer. It is made naturally by the hypothalamus (a part of the brain) and can also be made in the laboratory. Human corticotropin-releasing factor may help reduce symptoms caused by edema (swelling) of the brain. It is a type of neurohormone, also called hCRF.
DB05402	ME-609	small molecule	['investigational']	[]	11-Hydroxycorticosteroids|17-Hydroxycorticosteroids|Adrenal Cortex Hormones|Chemical Actions and Uses|Guanine|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Hydroxycorticosteroids|Hypoxanthines|Pharmaceutical Preparations|Pharmacologic Actions|Physiological Effects of Drugs|Polycyclic Compounds|Pregnanes|Pregnenediones|Pregnenes|Purines|Purinones|Steroids			[]	[]		[]	[]	[]	['Lipsovir']						ME-609 is a Medivir’s combination treatment against labial herpes which suppresses the virus while moderating the immune system’s reaction. Clinical trials demonstrated that cold sores become far smaller, and in a significant number of cases, do not arise. This concept is highly competitive since none of the market’s current pharmaceuticals can prevent the incidence of cold sores.
DB05404	AZD 3355	small molecule	['investigational']	[]	Acids|Acids, Noncarboxylic|Amines|Chemical Actions and Uses|GABA Agents|GABA Agonists|GABA-A Receptor Agonists|Gastrointestinal Agents|Inorganic Chemicals|Molecular Mechanisms of Pharmacological Action|Neurotransmitter Agents|Organic Chemicals|Organophosphorus Compounds|Pharmacologic Actions|Phosphorus Acids|Phosphorus Compounds|Physiological Effects of Drugs|Therapeutic Uses			[]	[]		[]	[]	[]	[]						AZD 3355 is a reflux inhibitor used for the treatment of Gastroesophageal Reflux Disease. It is developed by AstraZeneca  and is currently in phase I/II trials.
DB05405	XTL-001	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	[]		[]	[]	[]	['HepeX-B']						XTL001 is an investigational monoclonal antibody (MAb) product developed by XTL Biopharmaceuticals to evaluate the safety profile and antiviral activity of the compound in patients chronically infected with hepatitis B virus (HBV).
DB05406	GTI-2501	small molecule	['investigational']	[]	Carbohydrates|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Polynucleotides			[]	[]		[]	[]	[]	[]						GTI-2501 is a novel antisense drug which has shown a favorable safety profile in preclinical studies, and in a phase I clinical trial. The drug is in a phase II clinical trial in combination with docetaxel for the treatment of hormone refractory prostate cancer. Initial testing has demonstrated strong antitumor activity in preclinical studies in prostate cancer and a variety of other tumor types.
DB05407	TBC-3711	small molecule	['investigational']	[]	Azoles|Chemical Actions and Uses|Endothelin A Receptor Antagonists|Endothelin Receptor Antagonists|Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring|Inorganic Chemicals|Molecular Mechanisms of Pharmacological Action|Organic Chemicals|Pharmacologic Actions|Sulfur Compounds			[]	[]		[]	[]	[]	[]						TBC3711 is a next-generation endothelin antagonist that is being studied through oral and intravenous formulations by Encysive Pharmaceuticals.
DB05410	NCX 1022	small molecule	['investigational']	[]	11-Hydroxycorticosteroids|17-Hydroxycorticosteroids|Adrenal Cortex Hormones|Chemical Actions and Uses|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Hydroxycorticosteroids|Pharmacologic Actions|Physiological Effects of Drugs|Polycyclic Compounds|Pregnanes|Pregnenediones|Pregnenes|Steroids			[]	[]		[]	[]	[]	[]						NCX is an NO-releasing derivative of hydrocortisone.
DB05411	VB2-011	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						VB2-011 is an antibody developed as an anti-cancer treatment. According to some preclinical studies, it has a potential to inhibit tumour growth in various cancers including lymphoma and melanoma. This drug includes the parent IgM (H11 IgM) and a recombinant IgG version (H11 IgG).
DB05413	T-1249	small molecule	['investigational']	[]	[]	ZFEAMMNVDPDEGE-LGRGJMMZSA-N	InChI=1S/C235H341N57O67/c1-20-120(13)194(290-218(342)155(69-83-184(246)303)258-198(322)122(15)254-201(325)149(63-77-178(240)297)263-211(335)157(71-85-187(307)308)270-221(345)166(97-117(7)8)280-222(346)164(95-115(3)4)277-199(323)124(17)256-235(359)196(125(18)294)292-234(358)195(121(14)21-2)291-217(341)148(58-38-42-94-239)261-205(329)150(64-78-179(241)298)265-212(336)158(72-86-188(309)310)272-227(351)172(104-131-111-251-142-52-32-27-47-137(131)142)284-215(339)159(73-87-189(311)312)267-208(332)153(67-81-182(244)301)269-226(350)170(257-126(19)295)102-129-109-249-140-50-30-25-45-135(129)140)233(357)275-154(68-82-183(245)302)209(333)264-151(65-79-180(242)299)207(331)266-156(70-84-186(305)306)210(334)260-146(56-36-40-92-237)204(328)287-175(107-185(247)304)230(354)274-161(75-89-191(315)316)214(338)282-169(101-128-59-61-134(296)62-60-128)225(349)271-160(74-88-190(313)314)213(337)279-165(96-116(5)6)220(344)268-152(66-80-181(243)300)206(330)259-145(55-35-39-91-236)202(326)278-167(98-118(9)10)224(348)288-176(108-193(319)320)231(355)262-147(57-37-41-93-238)203(327)283-171(103-130-110-250-141-51-31-26-46-136(130)141)219(343)255-123(16)200(324)289-177(114-293)232(356)281-168(99-119(11)12)223(347)286-173(105-132-112-252-143-53-33-28-48-138(132)143)228(352)273-162(76-90-192(317)318)216(340)285-174(106-133-113-253-144-54-34-29-49-139(133)144)229(353)276-163(197(248)321)100-127-43-23-22-24-44-127/h22-34,43-54,59-62,109-113,115-125,145-177,194-196,249-253,293-294,296H,20-21,35-42,55-58,63-108,114,236-239H2,1-19H3,(H2,240,297)(H2,241,298)(H2,242,299)(H2,243,300)(H2,244,301)(H2,245,302)(H2,246,303)(H2,247,304)(H2,248,321)(H,254,325)(H,255,343)(H,256,359)(H,257,295)(H,258,322)(H,259,330)(H,260,334)(H,261,329)(H,262,355)(H,263,335)(H,264,333)(H,265,336)(H,266,331)(H,267,332)(H,268,344)(H,269,350)(H,270,345)(H,271,349)(H,272,351)(H,273,352)(H,274,354)(H,275,357)(H,276,353)(H,277,323)(H,278,326)(H,279,337)(H,280,346)(H,281,356)(H,282,338)(H,283,327)(H,284,339)(H,285,340)(H,286,347)(H,287,328)(H,288,348)(H,289,324)(H,290,342)(H,291,341)(H,292,358)(H,305,306)(H,307,308)(H,309,310)(H,311,312)(H,313,314)(H,315,316)(H,317,318)(H,319,320)/t120-,121-,122-,123-,124-,125+,145-,146-,147-,148-,149-,150-,151-,152-,153-,154-,155-,156-,157-,158-,159-,160-,161-,162-,163-,164-,165-,166-,167-,168-,169-,170-,171-,172-,173-,174-,175-,176-,177-,194-,195-,196-/m0/s1	[]	[]		[]	PubChem Compound:16130644|PubChem Substance:175426997|ChemSpider:17287364	[]	[]						T-1249 is the first members of a new class of anti-HIV drugs which is also called fusion inhibitors. It has received fast track designation from the FDA and is in Phase I/II clinical testing.
DB05415	OSI-461	small molecule	['investigational']	[]	Hydrocarbons|Hydrocarbons, Aromatic|Hydrocarbons, Cyclic|Indenes|Organic Chemicals|Phosphodiesterase Inhibitors|Polycyclic Compounds|Polycyclic Hydrocarbons, Aromatic			[]	[]		[]	[]	[]	[]						OSI-461 is a second-generation molecule belonging to a new class of drugs termed selective apoptotic anti-neoplastic drugs (SAANDs).
DB05417	GW 468816	small molecule	['investigational']	[]	Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring|Heterocyclic Compounds, 2-Ring|Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors			[]	[]		[]	[]	[]	[]						GW 468816 is glycine receptor antagonist. It is designed to aid abstinence in people who have just quit smoking, delaying the time to relapse. It was undergoing phase II trials since December 2003.
DB05418	GW 597599	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						GW 597599, a neurokinin-1 (NK1) receptor antagonist is currently in phase II trials for chemotherapy-induced vomiting; functional dyspepsia; depression and anxiety.
DB05419	ADX-10061	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						ADX10061 is a potent, selective antagonist of the dopamine D1 receptor. It is developed by Addex Pharmaceuticals for the treatment of nicotine dependence.
DB05422	OPC-14523	small molecule	['investigational']	[]	Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring|Heterocyclic Compounds, 2-Ring|Quinolines			[]	['PRS-013']		[]	[]	[]	[]						OPC-14523 is an antidepressant drug developed by Otsuka America Pharmaceutical.
DB05427	IDD-3	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	['Uvidem']						IDD-3 is a therapeutic specific immunostimulant developed by IDM Pharma in partnership with sanofi-aventis. It consists of mature dendritic cells loaded with lysates from melanoma tumor cell lines. It includes Dendritophages that are dendritic cells, a type of specialized immune cells derived from the patient's own white blood cells. 
DB05429	CAT-213	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						CAT-213 is a fully human anti-eotaxin monoclonal antibody with potential in the treatment of allergic disorders, has moved into pre-clinical development. It is developed by MedImmune for the treatment of Allergic Rhinitis.
DB05430	VLTS-589	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						VLTS-589 consists of plasmid encoding the angiomatrix protein Del-1 in conjunction with poloxamer 188 for the treatment of peripheral vascular disease.
DB05431	MLN-977	small molecule	['investigational']	[]	[]			[]	['PEP-03']	VNR0T3Q498	[]	[]	[]	[]						MLN-977 is a small molecule compound that inhibits the production of leukotrienes, especially 5-lipoxygenase. It is developed by PharmaEngine to treat asthma and chronic obstructive pulmonary disease. 
DB05432	DAS-431 IV	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						DAS-431 IV is a dopamine D1 receptor agonist developed by DrugAbuse Sciences for the treatment of Addictions, Schizophrenia, Schizoaffective Disorders, Dementia, Parkinson's Disease, Strokes etc. 
DB05433	rGLP-1	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						rGLP-1 is a continuous infusion of glucagon-like peptide 1, or GLP-1, targeted for the treatment of congestive heart failure (CHF) in patients ineligible for transplant. GLP-1 is a naturally occurring hormone produced in the intestines in response to food intake.
DB05437	RIGScan CR49	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	[]		[]	[]	[]	['RIGS CC49']						RIGScan CR49, a 125I-labelled CR monoclonal antibody directed against the tumour-associated antigen TAG-72, is undergoing development with Neoprobe for the intraoperative detection of metastatic colorectal cancer.
DB05438	IDM-4	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						IDM-4 is an immuno-designed molecule that completed phase I/II of investigation for the treatment of Leukemia. It is a monoclonal antibody-specific antigen that can selectively target cancer-affected cells by coupling with tumor cell-killing MAK cells, which are derived from the patient's own monocytes. Trials of this drug have most likely been discontinued by the manufacturer.
DB05439	IDD-1	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	Eladem|Eladem-2						Lipids promote the fusion of liposomes to cells. Eladem (IDD-1) is a therapeutic vaccine consisting of dendritophages that are loaded in vitro with tumor antigens and then reinjected into the subject. As with other monoclonal antibodies, this process stimulates an immune response to a particular disease-related antigen.
DB05440	SRP 299	small molecule	['investigational']	[]	Biological Products|Complex Mixtures|Vaccines			[]	[]		[]	[]	[]	[]						SRP 299 is a preparation of killed Mycobacterium vaccae that has been tested in uses related to inhibiting periodontal disease, in treating asthma and in treating eczema, itching and inflammation. Mycobacterium vaccae is a non-pathogenic, saprophytic bacteria whose antigens can be used to induce peripheral immune activation through the activity of regulatory T-cells that surpress inappropriate Th2 activity. A specific subset of serotonergic neurons in the interfascicular part of the dorsal raphe nucleus (DRI) is believed to be involved, based on studies with mice. 
DB05441	AVAC	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						AVAC is derived from M. vaccae. It has been tested in uses related to asthma and in treating eczema and atopic dermatitis.Mycobacterium vaccae is a non-pathogenic, saprophytic bacteria whose antigens can be used to induce peripheral immune activation through the activity of regulatory T-cells that surpress inappropriate Th2 activity.
DB05443	ADL 10-0101	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						ADL 10-0101 is a peripheral kappa opioid agonist analgesic product candidate. Preclinical trials of ADL 10-0101 have suggested that the compound may be effective for the treatment of inflammatory pain, itch and visceral pain. Because ADL 10-0101 does not cross the blood-brain barrier and enter the brain when administered at therapeutic doses, it is expected to avoid central nervous system side effects.
DB05447	AVI-4557	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	['Neugene']						AVI-4557 is an oral antisense compound that selectively inhibits the metabolic enzyme cytochrome P450 3A4 (CYP), a liver enzyme responsible for the metabolism or breakdown of approximately half of currently marketed drugs. Studies indicate that AVI-4557 can successfully reduce the rate of metabolism for certain drugs, therefore allowing greater and longer availability of the drug in the patient's system through a decrease in clearance and an increase in maximal blood concentration (Cmax). AVI-4557 is therefore indicated to limit toxicity for patients receiving highly-toxic therapeutic drugs for treatment of anxiety, cancer, and a number of other serious conditions.
DB05449	FM-VP4	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	['Uknown']						FM-VP4, is a novel hydrophilic phytostanol analogue representing a new class in cholesterol-lowering drugs called cholesterol absorption inhibitors. FM-VP4 has been shown to inhibit cholesterol absorption and to lower plasma LDL-cholesterol and total cholesterol in a broad range of animal species. Additional experiments suggest that FM-VP4 can reduce plasma LDL cholesterol levels and triglyceride levels, reduce weight gain and exert a anti-atherosclerosis effect
DB05450	PYM50028	small molecule	['investigational']	[]	Cholestanes|Drugs, Chinese Herbal|Polycyclic Compounds|Sapogenins|Saponins|Steroids			[]	[]		[]	[]	[]	['Cogane']						Cogane (PYM50028/P58, p59, p63) is a novel non-peptide, orally bioavailable neurotrophic factor inducer that readily reverses free radical neurotoxicity produced by 1-ethyl-4- phenylpyridium (MPP+) in dopaminergic neurones and reverses the decrease of neuronal growth factors and dopamine receptors in the brain. Pre-clinical work with Cogane showed it to be neuroprotective against betya-amyloid and glutamate damage which contributes to Alzheimer's disease and reverses the changes in the area of the brain involved in Parkinson’s disease.P58 is a protein synthesis stimulant acts by restoring levels of proteins that are altered in the ageing brain, reversing the loss of nerve receptors in the ageing brain and potentially allowing for the regrowth of neural connections. P58 therefore provides a totally novel mode of action with potential importance for diseases associated with ageing of the brain. P58 is one of a family of phytochemicals (Cogane) isolated from traditional treatments for the elderly that have previously been shown to offer significant benefit in the treatment of senile dementia.
DB05451	P54	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						P54 reduces the inflammation associated with cancer/tumors, Crohn's disease, inflammatory bowel disease, osteoarthritis, and ulcerative colitis. It inhibits the induction of the enzyme NFkB, thereby inhibiting downstream inflammatory genes such as COX II and iNOS.
DB05452	PH-284	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						PH-284 belongs to a new family of new chemical entities called vomeropherins. Vomeropherins are self-administered by the patient with a metered nasal spray, or nasal aerosol device so that they can bind to peripheral chemosensory receptors in the nasal passages. This binding produces neural impulses that are transmitted by specific pathways to the hypothalamic centre that directly and rapidly affect brain function. PH-284 is under investigation by Pherin and Organon for the treatment of anorexia nervosa, and loss of appetite and cachexia in cancer and AIDS patients.
DB05455	SR 121463	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						SR 121463 is a nonpeptide aquaretic compound with potent selective antagonism of the vasopressin V2 (V1b) receptor subtype. It is a candidate for control of hyponatremia and in the treatment of syndrome of inappropriate secretion of anti-diuretic hormone (SIADH).
DB05457	OSI-7904L	small molecule	['investigational']	[]	Acids, Acyclic|Carboxylic Acids|Dicarboxylic Acids|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Organic Chemicals			[]	[]		[]	[]	[]	[]						OSI-7904L is a liposome encapsulated thymidylate synthase inhibitor, which is indicated for use in advanced gastric and/or gastroesophageal adenocarcinoma (A-G/GEJA). Current treatments also inhibit thymidylate synthase but the innovative lipid coating of OSI-7904L allows for more enduring results with administration of the TS inhibitor.
DB05463	ISS-1018	small molecule	['investigational']	[]	[]			[]	['ISS 1018 CpG ODN']	25DT549L0G	[]	[]	[]	[]						ISS 1018 is a short, synthetic, unmethylated CpG oligodeoxynucleotide (CpG ODN) with immunostimulatory activity. ISS 1018 signals through Toll-like receptor 9 (TLR9) to induce the production of immunoglobulin by B cells and interferon (IFN) -alpha, IFN-beta, interleukin-12 (IL-12), and tumor necrosis factor - alpha (TNF-alpha) by plasmacytoid dendritic cells (pDC). ISS 1018 CpG ODN promotes antigen presentation and co-stimulatory molecule expression. ISS 1018 is currently being investigated in combination with HBsAg vaccine as a prophylactic treatment for to prevent Hepatitis B in adults. It is also being investigated in combination with rituximab for treatment of b-cell or non-hodgkin's lymphoma.
DB05464	NOX-700	small molecule	['investigational']	[]	Acids, Acyclic|Carbamates|Carboxylic Acids|Inorganic Chemicals|Organic Chemicals|Sulfur Compounds			[]	[]		[]	[]	[]	[]						NOX-700, an new orally active dithiocarbamate-based nitric oxide (NO) blocking agent that is in development for the treatment of diabetes mellitus (type 2 diabetes). In animal studies, NOX-700 lowered serum glucose, improved glucose tolerance, and reduced the percentage of total glycated hemoglobin. Immunohistochemical studies onpancreatic tissue also showed that NOX-700 therapy effectively preserved islet structure and increased insulin immunoreactivity. It has since been found that oxidative signaling of the redox-sensitive transcription factor, NF-?B, and inhibiting protein glycation are responsible for the drug's therapeutic effects.
DB05466	R673	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						R673 is a novel NK1 antagonist that penetrates the blood-brain barrier, has excellent safety and tolerability and shows low P450-based drug interaction potential. The phase II program for treatment of depression and anxiety is ongoing in the US and EU.It is not clear how tachykinin antagonists exert their effect, but SP levels have been commonly linked to the functioning of limbic system with respect to anxiety and depression.
DB05467	R667	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						R667 is an orally active, gamma selective retinoid agonist that shows promise as a treatment for emhysema, as it has, in animal models, promoted structural lung repair and functional improvement with fewer side effects. It is currently in Phase II Trials for emphysema secondary to alpha-1 antitrypsindeficiency.
DB05468	R411	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						R411 is a non-steroid oral medicine for the treatment of asthma. It is not immunosuppressive, but blocks the activation and recruitment of cells involved in respiratory inflammation. It is a dual-acting competitive integrin antagonist (as compared to previously developed single integrin antagonists or SIAs) that prevents binding of V-CAM1 to either a4b1 or a4b7. 
DB05469	R450	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						R450 is an alpha 1 antagonist that acts to tighten the muscle tone in the bladder. It is being considered for treatment of stress-related urinary incontinence. Phase IIa data for the drug show it reduced the number of incontinent episodes compared to placebo with minimal cardiovascular effects.
DB05471	SGN-30	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						SGN-30 is an  engineered monoclonal antibody (mAb) that reacts with significant affinity to the CD30 antigen, which is highly expressed on a variety of hematologic malignancies as compared to on normal cells. SGN-30 has been shown to induce direct anti-cancer activity towards tumor cells expressing CD30 and is undergoing phase II trials for cancer therapy.  SGN-30 has demonstrated objective antitumor responses as a single agent in phase II clinical trials. We are collaborating with the National Cancer Institute (NCI) on three clinical trials of SGN-30 in combination with chemotherapy for the treatment of relapsed Hodgkin lymphoma, front-line ALCL and pediatric ALCL.SGN-30 received orphan drug designation from the FDA in July 2003 for Hodgkin lymphoma and in February 2004 for T-cell lymphomas. 
