hpo id 	 hpo name 	 umls cui 
HP:0002789	tachypnea	C0231835
HP:0002790	neonatal breathing dysregulation	C3806216
HP:0002791	hypoventilation	C0235063|C3203358
HP:0002792	reduced vital capacity	C0476408|C0520831
HP:0002793	abnormal pattern of respiration	C1837388
HP:0002795	functional respiratory abnormality	C4025677
HP:0002797	osteolysis	C0221204
HP:0002803	congenital contracture	C0332878
HP:0002804	arthrogryposis multiplex congenita	C0003886
HP:0002805	accelerated bone age after puberty	C1860825
HP:0002808	kyphosis	C0022821|C1845112
HP:0002810	dumbbell-shaped metaphyses	C3277123
HP:0002812	coxa vara	C0239138
HP:0002813	abnormality of limb bone morphology	C4082761
HP:0002814	abnormality of the lower limb	C1096086
HP:0002815	abnormality of the knee	C4025676
HP:0002816	genu recurvatum	C0546964
HP:0002817	abnormality of the upper limb	C4020900
HP:0002818	abnormality of the radius	C4025675
HP:0002821	neuropathic arthropathy	C0003892
HP:0002822	hyperplasia of the femoral trochanters	C3277120
HP:0002823	abnormality of femur morphology	C4021750
HP:0002825	caudal appendage	C3277117
HP:0002826	halberd-shaped pelvis	C3277119
HP:0002827	hip dislocation	C0019554
HP:0002828	multiple joint contractures	C0158118
HP:0002829	arthralgia	C0003862
HP:0002831	long coccyx	C3277116
HP:0002832	calcific stippling	C1849993
HP:0002833	cystic angiomatosis of bone	C4021749
HP:0002834	flared femoral metaphysis	C4025674
HP:0002835	aspiration	C0700198|C2712334
HP:0002836	bladder exstrophy	C0005689
HP:0002837	recurrent bronchitis	C0741796
HP:0002839	urinary bladder sphincter dysfunction	C1843663
HP:0002840	lymphadenitis	C0024205
HP:0002841	recurrent fungal infections	C1844384
HP:0002842	recurrent burkholderia cepacia infections	C4025673
HP:0002843	abnormal t cell morphology	C1855752
HP:0002847	impaired memory b-cell generation	C4025672
HP:0002848	specific anti-polysaccharide antibody deficiency	C4021747
HP:0002849	absence of lymph node germinal center	C1847383
HP:0002850	igm deficiency	C0239989
HP:0002851	elevated proportion of cd4-negative, cd8-negative, alpha-beta regulatory t cells	C1858973
HP:0002853	increased proportion of hla dr+ and cd57+ t cells	C1858974
HP:0002857	genu valgum	C0576093
HP:0002858	meningioma	C0025286
HP:0002859	rhabdomyosarcoma	C0035412
HP:0002860	squamous cell carcinoma	C0007137|C0751688
HP:0002861	melanoma	C0025202
HP:0002862	bladder carcinoma	C0699885
HP:0002863	myelodysplasia	C1851971|C3463824
HP:0002865	medullary thyroid carcinoma	C0238462
HP:0002866	hypoplastic iliac wing	C1865027
HP:0002867	abnormality of the ilium	C4021746
HP:0002868	narrow iliac wings	C1836688
HP:0002869	flared iliac wings	C1865841
HP:0002870	obstructive sleep apnea	C0520679
HP:0002871	central apnea	C0520680
HP:0002872	apneic episodes precipitated by illness, fatigue, stress	C3806462
HP:0002875	exertional dyspnea	C0231807
HP:0002876	episodic tachypnea	C3806218
HP:0002877	nocturnal hypoventilation	C1843643
HP:0002878	respiratory failure	C1145670
HP:0002879	anisospondyly	C1857101
HP:0002882	sudden episodic apnea	C4025671
HP:0002883	hyperventilation	C0020578
HP:0002884	hepatoblastoma	C0206624
HP:0002885	medulloblastoma	C0025149
HP:0002886	vagal paraganglioma	C0474819
HP:0002888	ependymoma	C0014474
HP:0002890	thyroid carcinoma	C0549473
HP:0002891	uterine leiomyosarcoma	C0280631
HP:0002893	pituitary adenoma	C0032000
HP:0002894	neoplasm of the pancreas	C0030297|C0346647|C1842408
HP:0002895	papillary thyroid carcinoma	C0238463
HP:0002896	neoplasm of the liver	C0023903|C0345904
HP:0002897	parathyroid adenoma	C0262587
HP:0002898	embryonal neoplasm	C0027654
HP:0002900	hypokalemia	C0020621
HP:0002901	hypocalcemia	C0020598
HP:0002902	hyponatremia	C0020625
HP:0002904	hyperbilirubinemia	C0311468
HP:0002905	hyperphosphatemia	C0085681|C0553706
HP:0002907	microscopic hematuria	C0239937
HP:0002908	conjugated hyperbilirubinemia	C0268307
HP:0002909	generalized aminoaciduria	C1847868
HP:0002910	elevated hepatic transaminases	C0086565|C0151766|C0235996|C0438237|C0438717|C0877359|C1842003|C1848701
HP:0002912	methylmalonic acidemia	C0268583
HP:0002913	myoglobinuria	C0027080
HP:0002914	hyperchloriduria	C1846352
HP:0002916	abnormality of chromosome segregation	C4025670
HP:0002917	hypomagnesemia	C0151723
HP:0002918	hypermagnesemia	C0151714
HP:0002919	ketonuria	C0162275
HP:0002920	decreased circulating acth level	C4025669
HP:0002921	abnormality of the cerebrospinal fluid	C0151583
HP:0002922	increased csf protein	C1806780
HP:0002923	rheumatoid factor positive	C0151379
HP:0002925	increased thyroid-stimulating hormone level	C0586553
HP:0002926	abnormality of thyroid physiology	C0857576
HP:0002927	histidinuria	C0268642
HP:0002928	decreased activity of the pyruvate dehydrogenase complex	C1839888
HP:0002929	leydig cell insensitivity to gonadotropin	C4025668
HP:0002930	thyroid hormone receptor defect	C2940786
HP:0002932	aldehyde oxidase deficiency	C1291266
HP:0002933	ventral hernia	C0019326
HP:0002936	distal sensory impairment	C1847584
HP:0002937	hemivertebrae	C0265677
HP:0002938	lumbar hyperlordosis	C1184923
HP:0002942	thoracic kyphosis	C1184919
HP:0002943	thoracic scoliosis	C1857790
HP:0002944	thoracolumbar scoliosis	C0749379
HP:0002945	intervertebral space narrowing	C0263870
HP:0002946	supernumerary vertebrae	C0265681
HP:0002947	cervical kyphosis	C0575170
HP:0002948	vertebral fusion	C1835763|C1849073|C3278509
HP:0002949	fused cervical vertebrae	C3887527
HP:0002951	partial absence of cerebellar vermis	C4025667
HP:0002953	vertebral compression fractures	C0262431|C0410550
HP:0002955	granulomatosis	C0521173
HP:0002958	immune dysregulation	C1844666
HP:0002959	impaired ig class switch recombination	C1842528
HP:0002960	autoimmunity	C0004364
HP:0002961	dysgammaglobulinemia	C0013374
HP:0002963	abnormal delayed hypersensitivity skin test	C1833172
HP:0002965	cutaneous anergy	C1855781
HP:0002967	cubitus valgus	C0158465
HP:0002970	genu varum	C0544755
HP:0002971	absent microvilli on the surface of peripheral blood lymphocytes	C1833173
HP:0002972	reduced delayed hypersensitivity	C1843386
HP:0002973	abnormality of the forearm	C4025666
HP:0002974	radioulnar synostosis	C0158761
HP:0002977	aplasia/hypoplasia involving the central nervous system	C4025665
HP:0002979	bowing of the legs	C0544755
HP:0002980	femoral bowing	C1859461
HP:0002982	tibial bowing	C1837081
HP:0002983	micromelia	C0025995
HP:0002984	hypoplasia of the radius	C0685381|C1840087
HP:0002986	radial bowing	C1859399
HP:0002987	elbow flexion contracture	C0409338
HP:0002990	fibular aplasia	C1836186
HP:0002991	abnormality of fibula morphology	C4025664
HP:0002992	abnormality of tibia morphology	C4025663
HP:0002996	limited elbow movement	C1849955
HP:0002997	abnormality of the ulna	C4025662
HP:0002999	patellar dislocation	C1135812
HP:0003001	glomus jugular tumor	C0017671
HP:0003002	breast carcinoma	C0678222
HP:0003003	colon cancer	C0007102
HP:0003005	ganglioneuroma	C0017075
HP:0003006	neuroblastoma	C0027819
HP:0003009	enhanced neurotoxicity of vincristine	C4025661
HP:0003010	prolonged bleeding time	C0151529
HP:0003011	abnormality of the musculature	C4021745
HP:0003013	bulging epiphyses	C1833329
HP:0003015	flared metaphysis	C1850135
HP:0003016	metaphyseal widening	C1849039
HP:0003019	abnormality of the wrist	C4021744
HP:0003020	enlargement of the wrists	C1838663
HP:0003021	metaphyseal cupping	C1837082
HP:0003022	hypoplasia of the ulna	C1860614|C1862132
HP:0003023	bowing of limbs due to multiple fractures	C1850178
HP:0003025	metaphyseal irregularity	C1838662
HP:0003026	short long bone	C1854912
HP:0003027	mesomelia	C0549306
HP:0003028	abnormality of the ankles	C4025660
HP:0003029	enlargement of the ankles	C1838664
HP:0003031	ulnar bowing	C1865847
HP:0003034	diaphyseal sclerosis	C0011989
HP:0003037	enlarged joints	C1859111
HP:0003038	fibular hypoplasia	C1832119
HP:0003040	arthropathy	C0022408
HP:0003041	humeroradial synostosis	C1863360|C2930865
HP:0003042	elbow dislocation	C1403299|C1403321|C2720437
HP:0003043	abnormality of the shoulder	C4025659
HP:0003044	shoulder flexion contracture	C0409336
HP:0003045	abnormality of the patella	C4021743
HP:0003048	radial head subluxation	C0149977
HP:0003049	ulnar deviation of the wrist	C0231678
HP:0003051	enlarged metaphyses	C1855544
HP:0003053	epiphyseal deformities of tubular bones	C1854786
HP:0003057	tetraamelia	C2931216
HP:0003063	abnormality of the humerus	C4021742
HP:0003065	patellar hypoplasia	C1840068
HP:0003066	limited knee extension	C1844690
HP:0003067	madelung deformity	C0152441
HP:0003068	madelung-like forearm deformities	C1851419
HP:0003070	elbow ankylosis	C0409477
HP:0003071	flattened epiphysis	C1857527
HP:0003072	hypercalcemia	C0020437
HP:0003073	hypoalbuminemia	C0239981
HP:0003074	hyperglycemia	C0020456
HP:0003075	hypoproteinemia	C0020639
HP:0003076	glycosuria	C0017979
HP:0003077	hyperlipidemia	C0020473
HP:0003079	defective dna repair after ultraviolet radiation damage	C1968564
HP:0003080	hydroxyprolinuria	C0948585
HP:0003081	increased urinary potassium	C1846351
HP:0003083	dislocated radial head	C0265563
HP:0003084	fractures of the long bones	C0240231
HP:0003085	long fibula	C1848109
HP:0003086	acromesomelia	C1864365
HP:0003088	premature osteoarthritis	C1835121
HP:0003089	hamstring contractures	C0410266
HP:0003090	hypoplasia of the capital femoral epiphysis	C1839254
HP:0003091	trophic limb changes	C4025657
HP:0003093	limited hip extension	C3553368
HP:0003095	septic arthritis	C0003869|C4280547
HP:0003097	short femur	C0345375
HP:0003099	fibular overgrowth	C1864298
HP:0003100	slender long bone	C1833144
HP:0003102	increased carrying angle	C1855478
HP:0003103	abnormal cortical bone morphology	C4021741
HP:0003105	protuberances at ends of long bones	C1851418
HP:0003106	subperiosteal bone resorption	C1848541
HP:0003107	abnormality of cholesterol metabolism	C4025656
HP:0003108	hyperglycinuria	C0341706|C0543541
HP:0003109	hyperphosphaturia	C0268079|C0948023
HP:0003110	abnormality of urine homeostasis	C4025655
HP:0003113	hypochloremia	C0085680|C0595901
HP:0003115	abnormal ekg	C0522055
HP:0003116	abnormal echocardiogram	C0476369
HP:0003117	abnormality of circulating hormone level	C4025652
HP:0003118	increased circulating cortisol level	C0001622|C0342443|C4025651
HP:0003119	abnormality of lipid metabolism	C0242339|C4025650
HP:0003121	limb joint contracture	C1969879
HP:0003124	hypercholesterolemia	C0020443|C0595929
HP:0003125	reduced factor viii activity	C3494187|C4025649
HP:0003126	low-molecular-weight proteinuria	C1839606
HP:0003127	hypocalciuria	C0020599
HP:0003128	lactic acidosis	C0001125|C0347959
HP:0003130	abnormal peripheral myelination	C4025648
HP:0003131	cystinuria	C0010691
HP:0003133	abnormality of the spinocerebellar tracts	C4025647
HP:0003134	abnormality of peripheral nerve conduction	C4020690
HP:0003137	prolinuria	C0268534
HP:0003138	increased blood urea nitrogen	C0151539
HP:0003139	panhypogammaglobulinemia	C1328587
HP:0003140	t-wave inversion in the right precordial leads	C4025646
HP:0003141	increased circulating low-density lipoprotein levels	C0020445|C0549399
HP:0003144	increased serum serotonin	C0877243
HP:0003145	decreased adenosylcobalamin	C1848556
HP:0003146	hypocholesterolemia	C0151718
HP:0003148	elevated serum acid phosphatase	C1839866
HP:0003149	hyperuricosuria	C0948643
HP:0003150	glutaric aciduria	C0268594
HP:0003152	increased serum 1,25-dihydroxyvitamin d3	C1833331
HP:0003153	cystathioninuria	C0220993
HP:0003154	increased circulating acth level	C4021740
HP:0003155	elevated alkaline phosphatase	C0750857
HP:0003158	hyposthenuria	C0232831
HP:0003159	hyperoxaluria	C0020500
HP:0003160	abnormal isoelectric focusing of serum transferrin	C2749688
HP:0003161	4-hydroxyphenylpyruvic aciduria	C1848678
HP:0003162	fasting hypoglycemia	C0271708
HP:0003163	elevated urinary delta-aminolevulinic acid	C1848702
HP:0003164	hypothalamic gonadotropin-releasing hormone deficiency	C4025644
HP:0003165	elevated circulating parathyroid hormone level	C0857973
HP:0003166	increased urinary taurine	C3806447
HP:0003167	carnosinuria	C3495558
HP:0003168	dibasicaminoaciduria	C4025643
HP:0003170	abnormality of the acetabulum	C4021739
HP:0003172	abnormality of the pubic bone	C4021738
HP:0003173	hypoplastic pubic bone	C1865030
HP:0003175	hypoplastic ischia	C1859447
HP:0003177	squared iliac bones	C1838186
HP:0003179	protrusio acetabuli	C0409495
HP:0003180	flat acetabular roof	C1837485
HP:0003182	shallow acetabular fossae	C1854910|C1860796
HP:0003183	wide pubic symphysis	C1857190
HP:0003184	decreased hip abduction	C1836589
HP:0003185	short sacroiliac notch	C1866689
HP:0003186	inverted nipples	C0269269
HP:0003187	breast hypoplasia	C0266013
HP:0003189	long nose	C1839798
HP:0003191	cleft ala nasi	C1844537
HP:0003193	allergic rhinitis	C0847614|C2607914
HP:0003194	short nasal bridge	C1854689
HP:0003196	short nose	C0426414|C1854114
HP:0003198	myopathy	C0026848
HP:0003199	decreased muscle mass	C1837108
HP:0003200	ragged-red muscle fibers	C3275417
HP:0003201	rhabdomyolysis	C0035410
HP:0003202	skeletal muscle atrophy	C0234958|C0270948|C0541794|C1843479
HP:0003203	negative nitroblue tetrazolium reduction test	C4280805
HP:0003205	curvilinear intracellular accumulation of autofluorescent lipopigment storage material	C1836852
HP:0003206	decreased activity of nadph oxidase	C1844394
HP:0003207	arterial calcification	C1168153
HP:0003208	fingerprint intracellular accumulation of autofluorescent lipopigment storage material	C1836851
HP:0003209	decreased pyruvate carboxylase activity	C4025641
HP:0003210	decreased methylmalonyl-coa mutase activity	C1848579
HP:0003212	increased ige level	C0236175
HP:0003213	deficient excision of uv-induced pyrimidine dimers in dna	C4025640
HP:0003214	prolonged g2 phase of cell cycle	C4025639
HP:0003215	dicarboxylic aciduria	C1856432
HP:0003216	generalized amyloid deposition	C1862968
HP:0003217	hyperglutaminemia	C1839533
HP:0003218	oroticaciduria	C0268128
HP:0003219	ethylmalonic aciduria	C1865353
HP:0003220	abnormality of chromosome stability	C0376628|C1859424
HP:0003221	chromosomal breakage induced by crosslinking agents	C4021737
HP:0003223	decreased methylcobalamin	C4021736
HP:0003224	increased cellular sensitivity to uv light	C1857707
HP:0003225	reduced factor v activity	C0015499
HP:0003226	rectilinear intracellular accumulation of autofluorescent lipopigment storage material	C1850447
HP:0003228	hypernatremia	C0020488
HP:0003231	hypertyrosinemia	C1879362
HP:0003232	mitochondrial malic enzyme reduced	C1856697
HP:0003233	decreased circulating high-density lipoprotein levels	C0151691|C0473527
HP:0003234	decreased plasma carnitine	C1142132
HP:0003235	hypermethioninemia	C0268621
HP:0003236	elevated serum creatine phosphokinase	C0151576|C0241005
HP:0003237	increased igg level	C1858977
HP:0003238	hyperpepsinogenemia i	C4025638
HP:0003239	phosphoethanolaminuria	C0268412
HP:0003241	external genital hypoplasia	C1855333
HP:0003244	penile hypospadias	C1691215
HP:0003246	prominent scrotal raphe	C1852407
HP:0003247	overgrowth of external genitalia	C1851722
HP:0003248	gonadal tissue inappropriate for external genitalia or chromosomal sex	C1860268
HP:0003249	genital ulcers	C0151281
HP:0003250	aplasia of the vagina	C0220763|C1321884|C1841990
HP:0003251	male infertility	C0021364
HP:0003252	anteriorly displaced genitalia	C1848653
HP:0003256	abnormality of the coagulation cascade	C0005779
HP:0003258	glyoxalase deficiency	C3279658
HP:0003259	elevated serum creatinine	C0700225
HP:0003260	hydroxyprolinemia	C0268531
HP:0003261	increased iga level	C0239984
HP:0003262	smooth muscle antibody positivity	C0241185
HP:0003264	deficiency of n-acetylglucosamine-1-phosphotransferase	C0020725
HP:0003265	neonatal hyperbilirubinemia	C0857007
HP:0003267	reduced orotidine 5-prime phosphate decarboxylase activity	C4020845|C4025636
HP:0003268	argininuria	C4025635
HP:0003269	sudanophilic leukodystrophy	C0205711
HP:0003270	abdominal distention	C0000731
HP:0003271	visceromegaly	C0042782
HP:0003272	abnormality of the hip bone	C4021735
HP:0003273	hip contracture	C0409354
HP:0003274	hypoplastic acetabulae	C1846442
HP:0003275	narrow pelvis bone	C1848103
HP:0003276	pelvic bone exostoses	C1844689
HP:0003277	constricted iliac wings	C1854785
HP:0003278	square pelvis bone	C1849953
HP:0003279	coxa magna	C1860826
HP:0003281	increased serum ferritin	C0241013|C0743912|C3854388
HP:0003282	low alkaline phosphatase	C1860130
HP:0003286	cystathioninemia	C0268618
HP:0003287	abnormality of mitochondrial metabolism	C4021734
HP:0003292	decreased serum leptin	C1837802
HP:0003296	hyperthreoninuria	C2673931
HP:0003297	hyperlysinuria	C4021733
HP:0003298	spina bifida occulta	C0080174
HP:0003300	ovoid vertebral bodies	C1855665|C4020844
HP:0003301	irregular vertebral endplates	C1842153
HP:0003302	spondylolisthesis	C0038016
HP:0003304	spondylolysis	C0038018
HP:0003305	block vertebrae	C1844753
HP:0003306	spinal rigidity	C1858025
HP:0003307	hyperlordosis	C0024003
HP:0003308	cervical subluxation	C1846798
HP:0003309	ovoid thoracolumbar vertebrae	C1868556
HP:0003310	abnormality of the odontoid process	C1864794
HP:0003311	hypoplasia of the odontoid process	C1846439
HP:0003312	abnormal form of the vertebral bodies	C1839326
HP:0003316	butterfly vertebrae	C1844752
HP:0003318	cervical spine hypermobility	C0574967
HP:0003319	abnormality of the cervical spine	C1852464
HP:0003320	c1-c2 subluxation	C1848446
HP:0003321	biconcave flattened vertebrae	C1833753
HP:0003323	progressive muscle weakness	C0240421
HP:0003324	generalized muscle weakness	C0746674
HP:0003325	limb-girdle muscle weakness	C1858127
HP:0003326	myalgia	C0231528
HP:0003327	axial muscle weakness	C1843697
HP:0003329	hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes	C4025631
HP:0003330	abnormal bone structure	C4025630
HP:0003332	absent primary metaphyseal spongiosa	C3277126
HP:0003333	increased serum beta-hexosaminidase	C2673361
HP:0003334	elevated circulating catecholamine level	C4025629
HP:0003336	abnormal enchondral ossification	C4025628
HP:0003337	reduced prothrombin consumption	C4021732
HP:0003338	focal necrosis of right ventricular muscle cells	C4025627
HP:0003339	pyrimidine-responsive megaloblastic anemia	C4021731
HP:0003341	junctional split	C4021730
HP:0003343	glutathione synthetase deficiency	C0398746
HP:0003344	3-methylglutaric aciduria	C3151952
HP:0003345	elevated urinary norepinephrine	C4025626
HP:0003347	impaired lymphocyte transformation with phytohemagglutinin	C4025625
HP:0003348	hyperalaninemia	C0268630|C1839424|C1849489
HP:0003349	low cholesterol esterification rates	C1843371
HP:0003351	decreased circulating renin level	C1845206
HP:0003352	endopolyploidy on chromosome studies of bone marrow	C4025624
HP:0003353	propionyl-coa carboxylase deficiency	C0268579
HP:0003354	hyperthreoninemia	C1848861
HP:0003355	aminoaciduria	C0238621|C4020843
HP:0003357	thymic hormone decreased	C1857652
HP:0003358	elevated intracellular cystine	C4025623
HP:0003359	decreased urinary sulfate	C1848958
HP:0003361	tryptophanuria	C0268472
HP:0003362	increased circulating very-low-density lipoprotein levels	C4021729
HP:0003363	abdominal situs inversus	C0037221
HP:0003365	arthralgia of the hip	C0019559
HP:0003367	abnormality of the femoral neck	C4025621
HP:0003370	flat capital femoral epiphysis	C1842155
HP:0003371	enlargement of the proximal femoral epiphysis	C1859697
HP:0003375	narrow greater sacrosciatic notches	C0566888
HP:0003376	steppage gait	C0427149
HP:0003378	axonal degeneration/regeneration	C1968790
HP:0003380	decreased number of peripheral myelinated nerve fibers	C1858285
HP:0003382	hypertrophic nerve changes	C1832776
HP:0003383	onion bulb formation	C1847906
HP:0003384	peripheral axonal atrophy	C4025619
HP:0003387	decreased number of large peripheral myelinated nerve fibers	C1859606
HP:0003388	easy fatigability	C0424585|C1837098
HP:0003390	sensory axonal neuropathy	C1842587|C1970883
HP:0003391	gowers sign	C0234182|C0575071
HP:0003392	first dorsal interossei muscle weakness	C1832277
HP:0003393	thenar muscle atrophy	C1864715
HP:0003394	muscle cramps	C0026821
HP:0003396	syringomyelia	C0039144
HP:0003397	generalized hypotonia due to defect at the neuromuscular junction	C1853950
HP:0003400	basal lamina onion bulb formation	C1866637
HP:0003401	paresthesia	C0030554
HP:0003402	decreased miniature endplate potentials	C1853952
HP:0003403	emg: decremental response of compound muscle action potential to repetitive nerve stimulation	C4020841|C4021728
HP:0003405	diffuse axonal swelling	C1865417
HP:0003406	peripheral nerve compression	C1851414
HP:0003409	distal sensory impairment of all modalities	C1836527
HP:0003411	proximal femoral metaphyseal irregularity	C1836320
HP:0003413	atlantoaxial abnormality	C4025617
HP:0003414	atlantoaxial dislocation	C0263905
HP:0003416	spinal canal stenosis	C1861329
HP:0003417	coronal cleft vertebrae	C1834954
HP:0003418	back pain	C0004604
HP:0003419	low back pain	C0024031
HP:0003422	vertebral segmentation defect	C0432163
HP:0003423	thoracolumbar kyphoscoliosis	C1859335
HP:0003426	first dorsal interossei muscle atrophy	C1832278
HP:0003427	thenar muscle weakness	C1832276
HP:0003429	cns hypomyelination	C0544820|C4025616
HP:0003431	decreased motor nerve conduction velocity	C1858729
HP:0003434	sensory ataxic neuropathy	C1843859
HP:0003435	cold-induced hand cramps	C1832279
HP:0003436	prolonged miniature endplate currents	C1864238
HP:0003438	absent achilles reflex	C0558845
HP:0003440	horizontal sacrum	C1850558
HP:0003443	decreased size of nerve terminals	C4025615
HP:0003444	emg: chronic denervation signs	C4025614
HP:0003445	emg: neuropathic changes	C4021727
HP:0003447	axonal loss	C1832338
HP:0003448	decreased sensory nerve conduction velocity	C1849148
HP:0003449	cold-induced muscle cramps	C1861675
HP:0003450	axonal regeneration	C1854454
HP:0003451	increased rate of premature chromosome condensation	C4025613
HP:0003452	increased serum iron	C0151900
HP:0003453	antineutrophil antibody positivity	C1858981
HP:0003454	platelet antibody positive	C1858980
HP:0003455	elevated long chain fatty acids	C1859241
HP:0003456	low urinary cyclic amp response to pth administration	C1864105
HP:0003457	emg abnormality	C0476403
HP:0003458	emg: myopathic abnormalities	C4021726
HP:0003459	polyclonal elevation of igm	C4025612
HP:0003461	increased urinary o-linked sialopeptides	C1836533
HP:0003462	elevated 8-dehydrocholesterol	C1840013
HP:0003463	increased extraneuronal autofluorescent lipopigment	C1859828
HP:0003464	abnormal cholesterol homeostasis	C1843372
HP:0003465	elevated 8(9)-cholestenol	C1840014
HP:0003466	paradoxical increased cortisol secretion on dexamethasone suppression test	C1968855
HP:0003467	atlantoaxial instability	C0410653
HP:0003468	abnormal vertebral morphology	C0158775|C4020839|C4020840
HP:0003469	peripheral dysmyelination	C4025610
HP:0003470	paralysis	C0522224
HP:0003472	hypocalcemic tetany	C0151940
HP:0003473	fatigable weakness	C0947912
HP:0003474	sensory impairment	C0020580
HP:0003477	peripheral axonal neuropathy	C0270921|C1263857
HP:0003481	segmental peripheral demyelination/remyelination	C1843077
HP:0003482	emg: axonal abnormality	C4025609
HP:0003484	upper limb muscle weakness	C1698196
HP:0003487	babinski sign	C0034935
HP:0003489	acute episodes of neuropathic symptoms	C1867971
HP:0003490	defective dehydrogenation of isovaleryl coa and butyryl coa	C4025608
HP:0003491	elevated urine pyrophosphate	C4025607
HP:0003492	high urinary gonadotropin level	C4025606
HP:0003493	antinuclear antibody positivity	C0151480
HP:0003495	gm2-ganglioside accumulation	C1848920
HP:0003496	increased igm level	C1839972
HP:0003498	disproportionate short stature	C0878659|C1846797
HP:0003502	mild short stature	C3150077|C4020838
HP:0003508	proportionate short stature	C0878660
HP:0003510	severe short stature	C0013336
HP:0003513	reduced ratio of renal calcium clearance to creatinine clearance	C4025605
HP:0003514	deficiency or absence of cytochrome b(-245)	C1844390
HP:0003517	birth length greater than 97th percentile	C1839271
HP:0003521	disproportionate short-trunk short stature	C1846435
HP:0003524	decreased methionine synthase activity	C1848580
HP:0003526	orotic acid crystalluria	C3278626
HP:0003527	hyperprostaglandinuria	C1866498
HP:0003528	elevated calcitonin	C1868394
HP:0003529	parathormone-independent increased renal tubular calcium reabsorption	C4025604
HP:0003530	glutaric acidemia	C4025603
HP:0003532	ornithinuria	C4025602
HP:0003533	delayed oxidation of acetaldehyde	C4025601
HP:0003534	reduced xanthine dehydrogenase activity	C0268118|C4025600
HP:0003535	3-methylglutaconic aciduria	C3696376
HP:0003536	decreased fumarate hydratase activity	C1853903
HP:0003537	hypouricemia	C0221333
HP:0003538	increased serum iduronate sulfatase activity	C2673363|C4025599
HP:0003540	impaired platelet aggregation	C1855853
HP:0003541	urinary glycosaminoglycan excretion	C4025598
HP:0003542	increased serum pyruvate	C1849488
HP:0003546	exercise intolerance	C0424551
HP:0003547	shoulder girdle muscle weakness	C0427063|C0748691
HP:0003548	subsarcolemmal accumulations of abnormally shaped mitochondria	C4025597
HP:0003549	abnormality of connective tissue	C4025596
HP:0003550	predominantly lower limb lymphedema	C1835228
HP:0003551	difficulty climbing stairs	C0239067
HP:0003552	muscle stiffness	C0221170
HP:0003554	type 2 muscle fiber atrophy	C1864580
HP:0003555	muscle fiber splitting	C1836057
HP:0003557	increased variability in muscle fiber diameter	C1843700
HP:0003558	viral infection-induced rhabdomyolysis	C4025595
HP:0003559	muscle hyperirritability	C1853701
HP:0003560	muscular dystrophy	C0026850|C1864711
HP:0003561	birth length less than 3rd percentile	C1855650
HP:0003562	abnormal metaphyseal vascular invasion	C3277127
HP:0003563	decreased circulating low-density lipoprotein levels	C0020597|C0853085
HP:0003564	folate-dependent fragile site at xq28	C1839785
HP:0003565	elevated erythrocyte sedimentation rate	C0151632
HP:0003566	increased serum prostaglandin e2	C3150358
HP:0003568	decreased glucosephosphate isomerase activity	C1291611
HP:0003570	molybdenum cofactor deficiency	C0268119
HP:0003572	low plasma citrulline	C1839532
HP:0003573	increased total bilirubin	C0741494
HP:0003574	positive regitine blocking test	C4025594
HP:0003575	increased intracellular sodium	C4025593
HP:0003606	absent urinary urothione	C4025591
HP:0003607	4-hydroxyphenylacetic aciduria	C1848680
HP:0003609	foam cells with lamellar inclusion bodies	C4025590
HP:0003610	fibroblast metachromasia	C1835008
HP:0003612	positive ferric chloride test	C4025589
HP:0003613	antiphospholipid antibody positivity	C4019436
HP:0003614	trimethylaminuria	C0342739
HP:0003616	premature separation of centromeric heterochromatin	C1849316
HP:0003634	amyoplasia	C0432185
HP:0003635	loss of subcutaneous adipose tissue in limbs	C1837764
HP:0003639	elevated urinary epinephrine	C1868393
HP:0003640	foam cells in visceral organs and cns	C1843373
HP:0003641	hemoglobinuria	C0019048
HP:0003642	type i transferrin isoform profile	C1837899
HP:0003643	sulfite oxidase deficiency	C0268624
HP:0003645	prolonged partial thromboplastin time	C0240671
HP:0003646	bicarbonaturia	C1839865
HP:0003647	electron transfer flavoprotein-ubiquinone oxidoreductase defect	C4025586
HP:0003648	lacticaciduria	C4025585
HP:0003651	foam cells	C0016390
HP:0003652	recurrent myoglobinuria	C1838877
HP:0003653	cellular metachromasia	C4025583
HP:0003654	reduced dihydropyrimidine dehydrogenase activity	C1959620|C4025582
HP:0003655	reduced activity of n-acetylglucosaminyltransferase ii	C4021725
HP:0003656	decreased beta-glucocerebrosidase protein and activity	C1842710
HP:0003657	granular osmiophilic deposits (grod) in cells	C1859833
HP:0003658	hypomethioninemia	C1848555
HP:0003683	large beaked nose	C4025579
HP:0003687	centrally nucleated skeletal muscle fibers	C1842170
HP:0003688	cytochrome c oxidase-negative muscle fibers	C4021724
HP:0003689	multiple mitochondrial dna deletions	C3277376
HP:0003690	limb muscle weakness	C0587246
HP:0003691	scapular winging	C0240953|C4072849
HP:0003693	distal amyotrophy	C1848736
HP:0003694	late-onset proximal muscle weakness	C4025578
HP:0003697	scapuloperoneal amyotrophy	C1842162
HP:0003698	difficulty standing	C0241237
HP:0003700	generalized amyotrophy	C1389113
HP:0003701	proximal muscle weakness	C0221629|C1838869
HP:0003704	scapuloperoneal weakness	C1842161
HP:0003707	calf muscle pseudohypertrophy	C1839666
