chemical	name	molecular_weight	SMILES_string
CIDs00015209	flurandrenolone	436.513623	CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
CIDs00015232	benzathine penicillin	909.12364	CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2
CIDs00015459	metaxalone	221.2524	CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
CIDs00015541	spectinomycin	332.34956	CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O
CIDs00016078	omega-3 fatty acid	314.4617	CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)O
CIDs00016124	bisphosphonates	176.002264	C(P(=O)(O)O)P(=O)(O)O
CIDs00016230	amiloride	266.08796	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl
CIDs00016362	pimozide	461.546166	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
CIDs00016533	Betnovate	476.577483	CCCCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CO
CIDs00016850	fluorescein	332.30628	C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
CIDs00016886	5-aza-2'-deoxycytidine	228.20528	C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
CIDs00016923	Solu-Medrol	474.54336	CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O
CIDs00017358	SonoVue	146.055419	FS(F)(F)(F)(F)F
CIDs00018283	stavudine	224.21328	CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
CIDs00018342	Halog	454.959283	CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C
CIDs00018381	dicloxacillin	470.32638	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
CIDs00019090	megestrol	342.4718	CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C
CIDs00020279	cladribine	285.68698	C1C(C(OC1N2C=NC3=C2N=C(N=C3N)Cl)CO)O
CIDs00020469	beclomethasone	408.91566	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C
CIDs00020585	oxtriphylline	284.33478	CN1C2=C(C(=O)N(C1=O)C)NC=N2.C[N+](C)(C)CCO
CIDs00020824	carbenicillin	378.39962	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C
CIDs00021319	flucloxacillin	453.871783	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
CIDs00021700	beclomethasone dipropionate	521.04218	CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC
CIDs00021800	betamethasone dipropionate	504.587583	CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC
CIDs00021844	Livial	312.44582	CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O
CIDs00021945	methenamine hippurate	319.35894	C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(=O)NCC(=O)O
CIDs00022318	sodium aurothiomalate	390.075328	C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+]
CIDs00022502	procaine penicillin	588.7155	CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O
CIDs00023568	Wy 3277	414.47478	CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
CIDs00023703	ogen	436.56488	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1
CIDs00023897	molindone	276.37396	CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
CIDs00023925	Fe(III	55.845	[Fe]
CIDs00023926	lanthanum	138.90547	[La]
CIDs00023951	samarium	150.36	[Sm]
CIDs00023957	technetium-99m	97.907216	[Tc]
CIDs00023982	gadolinium	157.25	[Gd]
CIDs00023993	yttrium	88.90585	[Y]
CIDs00023994	Zn(II	65.38	[Zn]
CIDs00024066	zalcitabine	211.21782	C1CC(OC1CO)N2C=CC(=NC2=O)N
CIDs00024083	MgSO4	120.3676	[O-]S(=O)(=O)[O-].[Mg+2]
CIDs00024087	selenium disulfide	143.09	S=[Se]=S
CIDs00024176	paramomycin	615.6285	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
CIDs00024393	FeSO4	151.9076	[O-]S(=O)(=O)[O-].[Fe+2]
CIDs00024414	barium sulfate	233.3896	[O-]S(=O)(=O)[O-].[Ba+2]
CIDs00024424	ZnSO4	161.4426	[O-]S(=O)(=O)[O-].[Zn+2]
CIDs00024450	potassium phosphate	174.175902	OP(=O)([O-])[O-].[K+].[K+]
CIDs00024550	stannous fluoride	156.706806	F[Sn]F
CIDs00024642	TLCL	239.8363	Cl[Tl]
CIDs00024706	avian E	608.84918	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34.CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
CIDs00025419	clodronate	244.892384	C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
CIDs00025959	ferrocyanide	211.9494	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2]
CIDs00026069	tranylcypromine sulphate	364.45916	C1C(C1[NH3+])C2=CC=CC=C2.C1C(C1[NH3+])C2=CC=CC=C2.[O-]S(=O)(=O)[O-]
CIDs00026133	hydrocortisone-17-butyrate	432.54974	CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO
CIDs00026757	selegiline	187.28078	CC(CC1=CC=CC=C1)N(C)CC#C
CIDs00026934	norephedrine	151.20562	CC(C(C1=CC=CC=C1)O)N
CIDs00026986	clemastine	459.9624	CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O
CIDs00027304	HMDP	192.001664	C(O)(P(=O)(O)O)P(=O)(O)O
CIDs00027350	pancuronium	732.6699	CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-]
CIDs00027400	pizotifen	295.44174	CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1
CIDs00027447	cephalexin	347.38888	CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
CIDs00027661	isosorbide-5-mononitrate	191.13876	C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O
CIDs00027686	cromoglicate	468.36654	C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O
CIDs00027991	desmopressin	1069.21696	C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
CIDs00028332	propoxyphene napsylate	547.70488	CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O
CIDs00028417	danazol	337.45528	CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5
CIDs00028486	lithium	6.941	[Li+]
CIDs00028696	iothalamate sodium I 125	502.04362	CC1=C(C(=C(C(=C1C(=O)O)I)NC(=O)C)I)C(=O)NC
CIDs00028864	lisuride	338.44664	CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
CIDs00029029	clindamycine	424.98302	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl
CIDs00029089	chlorhexidine digluconate solution	897.75716	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O
CIDs00029327	streptozotocin	265.2206	CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O
CIDs00030322	dynamos	780.93846	CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
CIDs00030323	daunorubicin	527.51986	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O
CIDs00030751	FAMP	365.211685	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(N=C2N)F
CIDs00031072	carbimazole	186.2315	CCOC(=O)N1C=CN(C1=S)C
CIDs00031100	bromocriptine	750.70016	CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O
CIDs00031264	PCho	132.15768	CC1OC(OC(O1)C)C
CIDs00031307	triamcinolone	394.433883	CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
CIDs00031378	fludrocortisone	380.450363	CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
CIDs00031401	UDCA	392.572	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
CIDs00031477	metipranolol	309.40058	CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O
CIDs00031703	doxorubicin	543.51926	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
CIDs00032169	articaine	320.83544	CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC.Cl
CIDs00032603	Dalacin T	504.962922	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl
CIDs00032798	clobetasol propionate	466.969983	CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl
CIDs00032874	doxorubicin hydrochloride	579.9802	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl
CIDs00033030	clindamycin palmitate hydrochloride	699.85276	CCCCCCCCCCCCCCCC(=O)OC1C(C(C(OC1SC)C(C(C)Cl)NC(=O)C2CC(CN2C)CCC)O)O.Cl
CIDs00033036	dexchlorpheniramine	274.78846	CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
CIDs00033255	cefazolin	454.50716	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
CIDs00033613	amoxicillin	365.40416	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
CIDs00033624	timolol	316.41966	CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
CIDs00033741	tramadol	263.3752	CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
CIDs00034312	oxcarbazepine	252.26798	C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
CIDs00034359	carbidopa	226.22916	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
CIDs00035370	zidovudine	267.24132	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
CIDs00036294	tobramycin	467.51448	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
CIDs00036339	amidate	244.28904	CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
CIDs00036462	etoposide	588.55658	CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
CIDs00036523	luteinizing hormone	1182.2901	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
CIDs00036811	dobutamine	301.38012	CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
CIDs00037392	halofantrine	536.88465	CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl
CIDs00037464	penbutolol	291.42836	CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O
CIDs00037542	ribavirin	244.20468	C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
CIDs00037720	pentosan polysulfate	602.49732	C1C(C(C(C(O1)OC2COC(C(C2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O
CIDs00037768	amikacin	585.60252	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
CIDs00038852	methyldopa	476.47488	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N.CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N.O.O.O
CIDs00039042	bezafibrate	361.8194	CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
CIDs00039147	nadolol	309.40058	CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O
CIDs00039186	diltiazem	414.51784	CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
CIDs00039468	levobunolol	291.3853	CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O
CIDs00039507	Vexol	370.52496	CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C
CIDs00039764	vecuronium	637.73138	CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-]
CIDs00039860	nabilone	372.54084	CCCCCCC(C)(C)C1=CC2=C(C3CC(=O)CCC3C(O2)(C)C)C(=C1)O
CIDs00040291	Estracyt	564.346701	CC12CCC3C(C1CCC2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+]
CIDs00040326	permethrin	391.2877	CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
CIDs00040632	pirfenidone	185.22184	CC1=CN(C(=O)C=C1)C2=CC=CC=C2
CIDs00040692	mefloquine	378.312159	C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
CIDs00040703	pinaverium bromide	591.41604	CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C.[Br-]
CIDs00040973	desogestrel	310.473	CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34
CIDs00040976	Implanon	324.45652	CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
CIDs00041684	nitazoxanide	307.28196	CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
CIDs00041693	sufentanil	386.5508	CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
CIDs00041744	N-trifluoroacetyladriamycin-14-valerate	723.64375	CCCCC(=O)OCC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
CIDs00041774	acarbose	645.60482	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO
CIDs00041781	torasemide	348.42	CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
CIDs00041867	epirubicin	543.51926	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
CIDs00042113	desflurane	168.037799	C(C(F)(F)F)(OC(F)F)F
CIDs00042395	hydrocortisone-17-valerate	446.57632	CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO
CIDs00042593	idarubicin hydrochloride	533.95482	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O.Cl
CIDs00042890	idarubicin	497.49388	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
CIDs00043232	Vagos	332.4571	CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C
CIDs00043672	piperacillin	517.55478	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
CIDs00043815	paroxetine	329.365403	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs00044093	captopril	217.2853	CC(CS)C(=O)N1CCCC1C(=O)O
CIDs00044257	sapropterin	241.2471	CC(C(C1CNC2=C(N1)C(=O)N=C(N2)N)O)O
CIDs00044563	lodoxamide tromethamine	432.76988	C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N.C(C(CO)(CO)N)O
CIDs00044564	lodoxamide	311.63484	C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N
CIDs00045469	sodium nitroprusside	307.897177	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Na+].[Na+].[Na+].[Na+].[Fe+3]
CIDs00047319	atracurium	929.14498	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C
CIDs00047471	butoconazole	474.78852	C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-]
CIDs00047528	nicorandil	211.17476	C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-]
CIDs00047641	naftifine	287.39814	CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32
CIDs00047725	goserelin	1269.41046	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
CIDs00047811	pergolide	314.48814	CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC
CIDs00047964	cefadroxil	381.40356	CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O.O
CIDs00048175	hOBs	484.960446	CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)CCl
CIDs00050224	buserelin	1299.4762	CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O
CIDs00050294	nedocromil sodium	371.34078	CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O
CIDs00050599	didanosine	236.22728	C1CC(OC1CO)N2C=NC3=C2NC=NC3=O
CIDs00051038	cefaclor	385.82264	C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl.O
CIDs00051263	alfentanil	416.51718	CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC
CIDs00051577	Bay-m-1099	207.22428	C1C(C(C(C(N1CCO)CO)O)O)O
CIDs00051634	miglustat	219.27804	CCCCN1CC(C(C(C1CO)O)O)O
CIDs00052421	Dermatop	488.56994	CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC
CIDs00053024	cefotetan	619.582639	CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-].[Na+].[Na+]
CIDs00053232	lovastatin	404.53964	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
CIDs00054158	mebrofenin	387.22576	CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C
CIDs00054259	amorolfine	353.96964	CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C.Cl
CIDs00054331	fosfomycin trometamol	259.194082	CC1C(O1)P(=O)(O)[O-].C(C(CO)(CO)[NH3+])O
CIDs00054373	octreotide acetate	1139.34326	CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.CC(=O)O.CC(=O)O
CIDs00054384	levocabastine	456.980003	CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F.Cl
CIDs00054454	simvastatin	418.56622	CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
CIDs00054687	pravastatin	424.52774	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O
CIDs00054746	cabergoline	451.60428	CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C
CIDs00054786	Remodulin	390.51306	CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
CIDs00054808	ALREX	466.95174	CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl
CIDs00054840	atomoxetine	291.81568	CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2.Cl
CIDs00054889	moexipril	535.029	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC.Cl
CIDs00054891	quinapril	474.97704	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl
CIDs00054949	trimetrexate glucuronate	563.55702	CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC.C(=O)C(C(C(C(C(=O)O)O)O)O)O
CIDs00055188	Elocon	521.4295	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C
CIDs00055245	mifepristone	429.5937	CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
CIDs00055283	itraconazole	705.63342	CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
CIDs00055331	moexiprilat	470.5149	CC(C(=O)N1CC2=CC(=C(C=C2CC1C(=O)O)OC)OC)NC(CCC3=CC=CC=C3)C(=O)O
CIDs00055466	Gd-DTPA	937.99986	CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3]
CIDs00055480	milnacipran	282.80892	CCN(CC)C(=O)C1(CC1C[NH3+])C2=CC=CC=C2.[Cl-]
CIDs00055891	sAPRIL	563.662502	CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3
CIDs00056329	cilazapril	435.51392	CCOC(=O)C(CCC1=CC=CC=C1)NC2CCCN3CCCC(N3C2=O)C(=O)O.O
CIDs00056338	fosphenytoin	406.237521	C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)([O-])[O-])C3=CC=CC=C3.[Na+].[Na+]
CIDs00056801	Arial	603.745	C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O.C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O
CIDs00056959	ranolazine	427.53652	CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
CIDs00057166	Photofrin	1179.36216	CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)OC(C)C6=C(C7=CC8=C(C(=C(N8)C=C9C(=C(C(=N9)C=C1C(=C(C(=N1)C=C6N7)C)CCC(=O)O)CCC(=O)O)C)C)C(C)O)C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O
CIDs00057363	finasteride	372.54414	CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
CIDs00057469	imiquimod	240.30364	CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N
CIDs00057697	pemirolast	228.21012	CC1=CC=CN2C1=NC=C(C2=O)C3=NNN=N3
CIDs00059226	rotigotine	351.93384	CCC[NH+](CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O.[Cl-]
CIDs00059768	esmolol	295.374	CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O
