omim id 	 omim name 	 mondos 
OMIM:174600	%174600 polydactyly, preaxial iii;;index finger polydactyly	MONDO:0008271
OMIM:174700	polydactyly, preaxial iv	MONDO:0008272
OMIM:174770	%174770 actinic prurigopolymorphic light eruption, hereditary; hple;;juvenile spring eruption of ears, included	MONDO:0008273
OMIM:174800	#174800 mccune-albright syndrome; mas;;albright syndromepolyostotic fibrous dysplasia, included; pfd, included; pofd, included	MONDO:0008274|MONDO:0008274
OMIM:174810	familial expansile osteolysis	MONDO:0008275
OMIM:174900	#174900 juvenile polyposis syndrome; jps;;polyposis, juvenile intestinal; pji;;juvenile intestinal polyposis; jip;;polyposis, familial, of entire gastrointestinal tractjuvenile polyposis of stomach, included;;juvenile polyposis coli, included	MONDO:0008276|MONDO:0008276
OMIM:175020	polyposis, gastric	MONDO:0008277
OMIM:175050	#175050 juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome;jpht;;jp/hht syndrome;;juvenile polyposis with hereditary hemorrhagic telangiectasia;;jps/hht;;telangiectasia, hereditary hemorrhagic, with juvenile polyposis coli;;polyposis, generalized juvenile, with pulmonary arteriovenous malformation	MONDO:0008278
OMIM:175100	#175100 familial adenomatous polyposis 1; fap1;;adenomatous polyposis of the colon; apc;;familial polyposis of the colon; fpc;;polyposis, adenomatous intestinalgardner syndrome, included; gs, included;;brain tumor-polyposis syndrome 2, included; btps2, included;;familial adenomatous polyposis, attenuated, included; afap, included;;adenomatous polyposis coli, attenuated, included; aapc, included	MONDO:0021055|MONDO:0021056
OMIM:175200	#175200 peutz-jeghers syndrome; pjs;;polyposis, hamartomatous intestinal;;polyps-and-spots syndrome	MONDO:0008280
OMIM:175400	polyposis, intestinal, scattered and discrete	MONDO:0008281
OMIM:175450	polyposis, intestinal, with multiple exostoses	MONDO:0008282
OMIM:175500	175500 polyposis, skin pigmentation, alopecia, and fingernail changes;;cronkhite-canada syndrome	MONDO:0008283
OMIM:175505	polyposis of gastric fundus without polyposis coli	MONDO:0008284
OMIM:175510	polyps, multiple and recurrent inflammatory fibroid, gastrointestinal	MONDO:0008285
OMIM:175700	greig cephalopolysyndactyly syndrome	MONDO:0008287
OMIM:175750	popliteal cyst	MONDO:0008288
OMIM:175780	porencephaly 1	MONDO:0008289
OMIM:175800	porokeratosis of mibelli	MONDO:0008290
OMIM:175850	porokeratosis plantaris, palmaris, et disseminata	MONDO:0008291
OMIM:175860	porokeratosis punctata palmaris et plantaris	MONDO:0008292
OMIM:175900	#175900 porokeratosis 3, multiple types; porok3;;porokeratosis, disseminated superficial actinic, 1; dsap1	MONDO:0008293
OMIM:176000	#176000 porphyria, acute intermittent;;aip;;porphyria, swedish type;;porphobilinogen deaminase deficiency;;pbgd deficiency;;uroporphyrinogen synthase deficiency;;ups deficiencyporphyria, acute intermittent, nonerythroid variant, included;;porphyria, chester type, included; porc, included	MONDO:0008294|MONDO:0008294
OMIM:176090	176090 porphyria cutanea tarda, type i;;pct, type i;;pct, 'sporadic' type	MONDO:0008295
OMIM:176100	#176100 porphyria cutanea tarda;;pct;;porphyria cutanea tarda, type ii;;pct, type ii;;pct, 'familial' type;;porphyria, hepatocutaneous type;;uroporphyrinogen decarboxylase deficiency;;urod deficiencyporphyria, hepatoerythropoietic, included; hep, included	MONDO:0015104|MONDO:0008296
OMIM:176200	porphyria variegata	MONDO:0008297
OMIM:176240	postaxial oligodactyly, tetramelic	MONDO:0008298
OMIM:176250	posterior column ataxia	MONDO:0008299
OMIM:176270	prader-willi syndrome; pws	MONDO:0008300
OMIM:176305	preaxial deficiency, postaxial polydactyly, and hypospadias	MONDO:0008301
OMIM:176400	precocious puberty, central	MONDO:0008302
OMIM:176410	precocious puberty, male-limited	MONDO:0008303
OMIM:176430	premature chromatid separation trait	MONDO:0008304
OMIM:176450	#176450 currarino syndrome;;currarino triadsacral agenesis syndrome, included;;sacral agenesis, hereditary, with presacral mass, anterior meningocele,and/or teratoma, and anorectal malformation, included;;scra1, included	MONDO:0008305
OMIM:176500	#176500 cerebral amyloid angiopathy, itm2b-related, 1;;dementia, familial british; fbd;;presenile dementia with spastic ataxia;;cerebral amyloid angiopathy, british type	MONDO:0008306
OMIM:176600	presenile dementia, kraepelin type	MONDO:0008307
OMIM:176620	176620 priapism, familial idiopathic	MONDO:0008308
OMIM:176630	176630 primary release disorder of platelets	MONDO:0008309
OMIM:176670	hutchinson-gilford progeria syndrome	MONDO:0008310
OMIM:176690	progeroid short stature with pigmented nevi	MONDO:0008311
OMIM:176700	prognathism, mandibular	MONDO:0008312
OMIM:176780	pelvic organ prolapse	MONDO:0008313
OMIM:176800	176800 pronation-supination of the forearm, impairment of	MONDO:0008314
OMIM:176807	#176807 prostate cancer	MONDO:0008315|MONDO:0008315
OMIM:176860	thrombophilia, hereditary, due to protein c deficiency, autosomaldominant	MONDO:0008316
OMIM:176920	proteus syndrome	MONDO:0008318
OMIM:177000	protoporphyria, erythropoietic	MONDO:0008319
OMIM:177050	protrusio acetabuli	MONDO:0008320
OMIM:177100	pruritus, hereditary localized	MONDO:0008321
OMIM:177170	#177170 pseudoachondroplasia; psach;;pseudoachondroplastic dysplasia;;spondyloepiphyseal dysplasia, pseudoachondroplastic	MONDO:0008322
OMIM:177200	liddle syndrome	MONDO:0008323
OMIM:177300	pseudoarthrogryposis	MONDO:0008324
OMIM:177350	pseudoatrophoderma colli	MONDO:0008325
OMIM:177600	pseudocholinesterase, increase in plasma level of	MONDO:0008326
OMIM:177650	#177650 exfoliation syndrome; xfs;;exfoliation glaucoma; xfg;;pseudoexfoliation glaucoma; pexg;;pseudoexfoliation of the lens;;pseudoexfoliation syndrome; pexs	MONDO:0008327
OMIM:177700	#177700 glaucoma 1, open angle, p; glc1p	MONDO:0005338|MONDO:0008328
OMIM:177735	#177735 pseudohypoaldosteronism, type i, autosomal dominant; pha1a;;pha i, autosomal dominant	MONDO:0008329
OMIM:177820	pseudo-von willebrand disease	MONDO:0008332
OMIM:177850	pseudoxanthoma elasticum, forme frustepseudoxanthoma elasticum, heterozygous, included	MONDO:0009925|MONDO:0008333
OMIM:177900	psoriasis 1, susceptibility to	MONDO:0008334
OMIM:177980	#177980 pterygia, mental retardation, and distinctive craniofacial features;;haspeslagh syndrome	MONDO:0008335
OMIM:177990	pterygium colli, isolated	MONDO:0008336
OMIM:178000	pterygium of conjunctiva and cornea	MONDO:0008337
OMIM:178110	#178110 arthrogryposis, distal, type 8; da8;;multiple pterygium syndrome, autosomal dominant;;pterygium syndrome, multiple, autosomal dominant	MONDO:0008338
OMIM:178200	pterygium, antecubital	MONDO:0008339
OMIM:178330	ptosis, strabismus, and ectopic pupils	MONDO:0008341
OMIM:178300	ptosis, hereditary congenital 1	MONDO:0008340|MONDO:0008340
OMIM:178350	pubic bone dysplasia	MONDO:0008342
OMIM:178370	pulmonary atresia with ventricular septal defect	MONDO:0008343
OMIM:178400	pulmonary edema of mountaineers	MONDO:0008344
OMIM:178500	#178500 pulmonary fibrosis, idiopathic; ipf;;idiopathic pulmonary fibrosis, familial;;fibrosing alveolitis, cryptogenic;;fibrocystic pulmonary dysplasiainterstitial pneumonitis, usual, included; uip, included;;hamman-rich disease, included	MONDO:0008345|MONDO:0008345
OMIM:178550	pulmonary hemosiderosis	MONDO:0008346
OMIM:178600	#178600 pulmonary hypertension, primary, 1; pph1;;pht;;pulmonary arterial hypertension; pahpulmonary hypertension, primary, dexfenfluramine-associated, included;;pulmonary hypertension, primary, fenfluramine-associated, included;;pulmonary hypertension, primary, 1, with hereditary hemorrhagic telangiectasia,included;;pph1 with hht, included	MONDO:0001999|MONDO:0008347
OMIM:178610	178610 pulmonary nodular lymphoid hyperplasia, familial	MONDO:0008348
OMIM:178650	pulmonic stenosis, atrial septal defect, and unique electrocardiographicabnormalities	MONDO:0008349
OMIM:178651	pulmonic stenosis and deafness	MONDO:0008350
OMIM:178800	pupil, egg-shaped	MONDO:0008351
OMIM:178900	pupillary membrane, persistence of	MONDO:0008352
OMIM:178995	pruritic urticarial papules and plaques of pregnancy	MONDO:0008353
OMIM:179000	purpura simplex	MONDO:0008354
OMIM:179010	pyloric stenosis, infantile hypertrophic 1	MONDO:0001560|MONDO:0008355
OMIM:179200	radial heads, posterior dislocation of	MONDO:0008356
OMIM:179250	radial hypoplasia, triphalangeal thumbs, hypospadias, and maxillarydiastema	MONDO:0008357
OMIM:179270	radial ray hypoplasia with choanal atresia	MONDO:0008358
OMIM:179280	radial-renal syndrome	MONDO:0008359
OMIM:179300	radioulnar synostosis	MONDO:0017985
OMIM:179400	radius, aplasia of, with cleft lip/palate	MONDO:0008361
OMIM:179450	ragweed sensitivity	MONDO:0008362
OMIM:179500	raindrop hypopigmentation	MONDO:0008363
OMIM:179600	raynaud disease	MONDO:0008364
OMIM:179613	recombinant chromosome 8 syndrome	MONDO:0008365
OMIM:179650	red cell permeability defect	MONDO:0008366
OMIM:179700	red cell phospholipid defect with hemolysis	MONDO:0008367
OMIM:179800	renal tubular acidosis, distal, autosomal dominant	MONDO:0008368
OMIM:179830	179830 renal tubular acidosis, proximal;;renal tubular acidosis ii;;rta, proximal type;;rta, rate type	MONDO:0008369
OMIM:179840	reticular dystrophy of retinal pigment epithelium	MONDO:0008370
OMIM:179850	dowling-degos disease	MONDO:0008371
OMIM:179900	%179900 retinal aplasia;;amaurosis congenita	MONDO:0008372
OMIM:180000	retinal arteries, tortuosity of	MONDO:0008373
OMIM:180020	retinal cone dystrophy 1; rcd1	MONDO:0008374
OMIM:180050	%180050 retinal detachment	MONDO:0008375
OMIM:180080	180080 retinal venous beading	MONDO:0008376
OMIM:180100	retinitis pigmentosa 1	MONDO:0008377
OMIM:180104	#180104 retinitis pigmentosa 9; rp9	MONDO:0008378|MONDO:0008378
OMIM:180105	retinitis pigmentosa 10; rp10	MONDO:0008379
OMIM:180200	retinoblastoma; rb1	MONDO:0008380
OMIM:180210	retinopathy, pericentral pigmentary, dominant	MONDO:0008381
OMIM:180270	180270 retinoschisis, autosomal dominant	MONDO:0008382
OMIM:180300	rheumatoid arthritis	MONDO:0008383
OMIM:180350	rheumatoid nodulosis	MONDO:0008384
OMIM:180360	rhiny	MONDO:0008385
OMIM:180500	axenfeld-rieger syndrome, type 1; rieg1	MONDO:0008386
OMIM:180550	#180550 ring dermoid of cornea; rdc	MONDO:0008387
OMIM:180600	ringed hair	MONDO:0008388
OMIM:180700	#180700 robinow syndrome, autosomal dominant; drs;;robinow dwarfism;;fetal face syndrome;;acral dysostosis with facial and genital abnormalities	MONDO:0008389|MONDO:0008389
OMIM:180730	rombo syndrome	MONDO:0008390
OMIM:180750	robinow-sorauf syndrome	MONDO:0008391
OMIM:180800	roussy-levy hereditary areflexic dystasia	MONDO:0008392
OMIM:180849	rubinstein-taybi syndrome 1	MONDO:0019188|MONDO:0008393
OMIM:180860	#180860 silver-russell syndrome; srs;;russell-silver syndrome; rss;;silver-russell dwarfism	MONDO:0008394
OMIM:180870	ruvalcaba syndrome	MONDO:0008395
OMIM:180900	rutherfurd syndrome	MONDO:0008396
OMIM:180920	aplasia of lacrimal and salivary glands	MONDO:0008397
OMIM:181000	sarcoidosis, susceptibility to, 1	MONDO:0008399
OMIM:181010	salivary duct calculi	MONDO:0008400
OMIM:181030	salivary gland adenoma, pleomorphic	MONDO:0008401
OMIM:181180	say syndrome	MONDO:0008402
OMIM:181250	scalp defects and postaxial polydactyly	MONDO:0008403
OMIM:181270	scalp-ear-nipple syndrome	MONDO:0008404
OMIM:181300	scapula, contour of vertebral border of	MONDO:0008405
OMIM:181350	#181350 emery-dreifuss muscular dystrophy 2, autosomal dominant; edmd2;;emd2;;emery-dreifuss muscular dystrophy, autosomal dominant;;scapuloilioperoneal atrophy with cardiopathy;;muscular dystrophy with early contractures and cardiomyopathy, autosomaldominant;;hauptmann-thannhauser muscular dystrophyemery-dreifuss muscular dystrophy, atypical, autosomal recessive,included;;emery-dreifuss muscular dystrophy 3, autosomal recessive, included;edmd3, included	MONDO:0016830|MONDO:0021569
OMIM:181400	scapuloperoneal syndrome, neurogenic, kaeser type	MONDO:0008407
OMIM:181405	#181405 scapuloperoneal spinal muscular atrophy; spsma;;amyotrophy, neurogenic scapuloperoneal, new england type	MONDO:0008408
OMIM:181430	scapuloperoneal myopathy, myh7-related; spmm	MONDO:0008409
OMIM:181440	scheuermann disease	MONDO:0008410
OMIM:181450	#181450 ulnar-mammary syndrome; ums;;pallister ulnar-mammary syndrome;;schinzel syndrome	MONDO:0008411
OMIM:181460	schistosoma mansoni infection, susceptibility/resistance to	MONDO:0008412
OMIM:181500	#181500 schizophrenia; sczd;;schizoaffective disorder, included	MONDO:0005090|MONDO:0005090
OMIM:181510	schizophrenia 1	MONDO:0005090|MONDO:0008414
OMIM:181600	sclerotylosis	MONDO:0008416
OMIM:181700	181700 sclerocornea, autosomal dominant	MONDO:0019629|MONDO:0008417
OMIM:181750	scleroderma, familial progressive	MONDO:0008418
OMIM:181800	scoliosis, idiopathic, susceptibility to, 1	MONDO:0000726|MONDO:0008419
OMIM:182000	#182000 keratosis, seborrheic	MONDO:0008420|MONDO:0008420
OMIM:182150	simosa craniofacial syndrome	MONDO:0008421
OMIM:182170	anemia, sideroblastic, autosomal dominant	MONDO:0008422
OMIM:182190	sinus node disease and myopia	MONDO:0008423
OMIM:182200	sella turcica, bridged	MONDO:0008424
OMIM:182210	shprintzen omphalocele syndrome	MONDO:0008425
OMIM:182212	shprintzen-goldberg craniosynostosis syndrome	MONDO:0015469|MONDO:0008426
OMIM:182230	septooptic dysplasia	MONDO:0008428
OMIM:182250	singleton-merten syndrome 1	MONDO:0008429
OMIM:182255	skeletal dysplasia with delayed epiphyseal and carpal bone ossification	MONDO:0008430
OMIM:182260	slipped femoral capital epiphyses	MONDO:0008431
OMIM:182280	small cell cancer of the lung	MONDO:0008433
OMIM:182290	#182290 smith-magenis syndrome; sms;;chromosome 17p11.2 deletion syndromesmith-magenis chromosome region, included; smcr, included	MONDO:0008434|MONDO:0008434
OMIM:182410	sneddon syndrome	MONDO:0008436
OMIM:182600	#182600 spastic paraplegia 3, autosomal dominant; spg3a;;spg3;;strumpell disease;;familial spastic paraplegia, autosomal dominant, 1; fsp1	MONDO:0008437
OMIM:182601	#182601 spastic paraplegia 4, autosomal dominant; spg4;;familial spastic paraplegia, autosomal dominant, 2; fsp2	MONDO:0008438
OMIM:182610	182610 spastic paraplegia, epilepsy, and mental retardation; spemr	MONDO:0008439
OMIM:182690	spastic paraplegia, sensorineural deafness, mental retardation, and	MONDO:0008440
OMIM:182800	spastic paraplegia with associated extrapyramidal signs	MONDO:0008441
OMIM:182815	spastic paraplegia with neuropathy and poikiloderma	MONDO:0008442
OMIM:182820	spastic paraplegia with precocious puberty	MONDO:0008443
OMIM:182830	spastic paraplegia, optic atrophy, and dementia	MONDO:0008444
OMIM:182875	speech development, delayed, with facial asymmetry, strabismus, andtransverse earlobe crease	MONDO:0008445
OMIM:182900	spherocytosis, hereditary	MONDO:0008447|MONDO:0008447
OMIM:182920	myopathy, spheroid body	MONDO:0008448
OMIM:182940	#182940 neural tube defects;;ntdspina bifida, included	MONDO:0019351
OMIM:182950	spinal arachnoiditis	MONDO:0008450
OMIM:182960	neuronopathy, distal hereditary motor, type i	MONDO:0008451
OMIM:182970	%182970 spinal muscular atrophy, facioscapulohumeral type;;fshsma	MONDO:0008452
OMIM:182980	spinal muscular atrophy, proximal, adult, autosomal dominantspinal muscular atrophy, late-onset, finkel type, included	MONDO:0008453
OMIM:182990	spinal intradural arachnoid cysts	MONDO:0008454
OMIM:183020	spinal muscular atrophy, segmental	MONDO:0008455
OMIM:183050	spinocerebellar ataxia with rigidity and peripheral neuropathy	MONDO:0008456
OMIM:183086	#183086 spinocerebellar ataxia 6; sca6	MONDO:0008457|MONDO:0008457
OMIM:183090	spinocerebellar ataxia 2	MONDO:0008458|MONDO:0008458
OMIM:183100	spinocerebellar atrophy with pupillary paralysis	MONDO:0008459
OMIM:183300	splenogonadal fusion with limb defects and micrognathia	MONDO:0008460
OMIM:183350	splenomegaly syndrome with splenic germinal center hypoplasia andreduced circulating t-helper cells	MONDO:0008461
OMIM:183400	split lower lip	MONDO:0008462
OMIM:183500	split-hand and split-foot with hypodontia	MONDO:0008463
OMIM:183600	split-hand/foot malformation 1; shfm1	MONDO:0008464
OMIM:183700	split-foot deformity with mandibulofacial dysostosis	MONDO:0008465
OMIM:183800	183800 split-hand with congenital nystagmus, fundal changes, and cataracts;;nystagmus-split hand syndrome;;karsch-neugebauer syndrome; kns	MONDO:0008466
OMIM:183802	183802 split-hand with obstructive uropathy, spina bifida, and diaphragmaticdefects	MONDO:0008467
OMIM:183840	spondyloarthropathy, susceptibility to, 2	MONDO:0008468
OMIM:183849	spondyloepimetaphyseal dysplasia with hypotrichosis	MONDO:0008469
OMIM:183850	spondyloepiphyseal dysplasia with punctate corneal dystrophy	MONDO:0008470
OMIM:183900	spondyloepiphyseal dysplasia congenita	MONDO:0008471
OMIM:184000	184000 spondyloepiphyseal dysplasia, myopia, and sensorineural deafness	MONDO:0008472
OMIM:184095	#184095 spondyloepiphyseal dysplasia, maroteaux type;;sed, maroteaux type;;pseudo-morquio syndrome, type 2	MONDO:0008473
OMIM:184100	%184100 spondyloepiphyseal dysplasia tarda, autosomal dominant	MONDO:0008474
OMIM:184200	spondylolisthesis	MONDO:0008475
OMIM:184250	#184250 spondyloepimetaphyseal dysplasia, strudwick type; semdstwk;;semd, strudwick type;;spondylometaepiphyseal dysplasia congenita, strudwick type;;smed, strudwick type;;smed, type i;;strudwick syndrome;;dappled metaphysis syndrome;;spondylometaphyseal dysplasia; smd;;semdc	MONDO:0008476
OMIM:184252	spondylometaphyseal dysplasia, kozlowski type	MONDO:0008477
OMIM:184253	spondylometaphyseal dysplasia, algerian type	MONDO:0008478
OMIM:184255	spondylometaphyseal dysplasia, corner fracture type	MONDO:0008479
OMIM:184260	spondylometaphyseal dysplasia with dentinogenesis imperfecta	MONDO:0008480
OMIM:184300	spondylosis, cervical	MONDO:0008481
OMIM:184400	sprengel deformity	MONDO:0008482
OMIM:184450	%184450 stuttering, familial persistent, 1; stut1;;stammering	MONDO:0008483
OMIM:184460	#184460 stapes ankylosis with broad thumb and toes;;ankylosis of stapes, hyperopia, broad thumbs, broad first toes, andsyndactyly;;teunissen-cremers syndrome;;stapes ankylosis syndrome without symphalangism	MONDO:0008484
OMIM:184500	steatocystoma multiplex	MONDO:0008485
OMIM:184510	steatocystoma multiplex with natal teeth	MONDO:0008486
OMIM:184700	polycystic ovary syndrome 1	MONDO:0008487|MONDO:0008487
OMIM:184705	184705 steinfeld syndrome	MONDO:0008488
OMIM:184800	184800 sternum, premature obliteration of sutures of	MONDO:0008489
OMIM:184840	#184840 stickler syndrome, type iii; stl3;;stickler syndrome, nonocular type	MONDO:0008490
OMIM:184850	%184850 stiff-person syndrome; sps;;stiff-man syndrome;;stiff-trunk syndromeprogressive encephalomyelitis with rigidity, included; perm, included;per, included	MONDO:0008491|MONDO:0008491
OMIM:184900	stiff skin syndrome	MONDO:0008492
OMIM:185000	#185000 overhydrated hereditary stomatocytosis; ohs;;potassium-sodium disorder of erythrocyte	MONDO:0008493
OMIM:185020	#185020 cryohydrocytosis; chc;;stomatocytosis, cold-sensitive	MONDO:0008494
OMIM:185050	storage pool platelet disease	MONDO:0008495
OMIM:185069	storm syndrome	MONDO:0008496
OMIM:185070	stormorken syndrome	MONDO:0008497
OMIM:185100	strabismus, susceptibility tostrabismus, susceptibility to, 1, included	MONDO:0008498
OMIM:185200	striae distensae, familial	MONDO:0008500
OMIM:185300	sturge-weber syndrome	MONDO:0008501
OMIM:185460	sulfhemoglobinemia, congenital	MONDO:0008502
OMIM:185480	suprabulbar paresis, congenital	MONDO:0008503
OMIM:185500	supravalvular aortic stenosis	MONDO:0008504
OMIM:185600	symphalangism of toes	MONDO:0008506
OMIM:185650	symphalangism, c. s. lewis type	MONDO:0008508
OMIM:185700	symphalangism, distal	MONDO:0008509
OMIM:185750	185750 symphalangism with multiple anomalies of hands and feet	MONDO:0008510
OMIM:185800	#185800 symphalangism, proximal, 1a; sym1a;;sym1;;cushing symphalangism;;hereditary absence of the proximal interphalangeal joints	MONDO:0008511
OMIM:185900	#185900 chromosome 2q35 duplication syndrome;;syndactyly, type i; sdty1;;sd1;;zygodactylycraniosynostosis, philadelphia type, included	MONDO:0021002|MONDO:0008512
OMIM:186000	synpolydactyly 1	MONDO:0000722|MONDO:0008513
OMIM:186100	syndactyly, type iii	MONDO:0008514
OMIM:186200	#186200 syndactyly, type iv;;haas type syndactyly;;polysyndactyly, haas type;;sdty4;;sd4	MONDO:0008515
OMIM:186300	syndactyly, type v	MONDO:0008516
OMIM:186350	syndactyly-polydactyly-earlobe syndrome	MONDO:0008517
OMIM:186400	synostoses, tarsal, carpal, and digital	MONDO:0008518
OMIM:186500	#186500 multiple synostoses syndrome 1; syns1;;synostoses, multiple, with brachydactyly;;symphalangism-brachydactyly syndrome;;wl syndrome;;deafness-symphalangism syndrome of herrmann;;facioaudiosymphalangism syndrome	MONDO:0008519
OMIM:186550	synostosis, carpal, with dysplastic elbow joints and brachydactyly	MONDO:0008520
OMIM:186570	#186570 tarsal-carpal coalition syndrome; tcc; synostosis of talus and calcaneus with short stature, included	MONDO:0008521|MONDO:0008521
OMIM:186575	synovial chondromatosis, familial, with dwarfism	MONDO:0008522
OMIM:186580	blau syndrome	MONDO:0008523
OMIM:186600	syringomas, multiple	MONDO:0008524
OMIM:186700	syringomyelia, isolated	MONDO:0008525
OMIM:186750	talonavicular coalition	MONDO:0008526
OMIM:186850	tarsal fusion	MONDO:0008527
OMIM:187000	teeth, odd shapes oflobodontia, included	MONDO:0008530
OMIM:187050	teeth present at birth	MONDO:0008532
OMIM:187100	187100 teeth, supernumerary	MONDO:0008533
OMIM:187260	telangiectasia, hereditary benign	MONDO:0008534
OMIM:187300	#187300 telangiectasia, hereditary hemorrhagic, of rendu, osler, and weber;hht;;osler-rendu-weber disease;;orw diseasetelangiectasia, hereditary hemorrhagic, type 1, included; hht1, included	MONDO:0019180|MONDO:0008535
OMIM:187350	telecanthus	MONDO:0008537
OMIM:187360	temporal arteritis	MONDO:0008538
OMIM:187370	%187370 arthrogryposis, distal, type 10; da10;;congenital plantar contractures;;tendo calcaneus, short	MONDO:0016675
OMIM:187390	tendons, extensor, of fingers, anomalous insertion of	MONDO:0008540
OMIM:187400	187400 testicular torsion;;torsion of testicular cord	MONDO:0008541
OMIM:187500	tetralogy of fallot	MONDO:0008542
OMIM:187501	tetralogy of fallot and glaucoma	MONDO:0008543
OMIM:187510	tetramelic monodactyly	MONDO:0008544
OMIM:187550	thalassemia, beta+, silent allele	MONDO:0008545
OMIM:187600	thanatophoric dysplasia, type i	MONDO:0017042|MONDO:0008546
OMIM:187601	thanatophoric dysplasia, type ii	MONDO:0017042|MONDO:0008547
OMIM:187750	thoracic dysostosis, isolated	MONDO:0008549
OMIM:187760	thoracolaryngopelvic dysplasia	MONDO:0008551
OMIM:187770	thoracopelvic dysostosis	MONDO:0008551
OMIM:187800	#187800 bleeding disorder, platelet-type, 16; bdplt16;;glanzmann thrombasthenia, autosomal dominant;;thrombasthenia of glanzmann and naegeli, autosomal dominant	MONDO:0008552
OMIM:187900	bleeding disorder, platelet-type, 17	MONDO:0008553|MONDO:0008553
OMIM:187950	thrombocythemia, essential	MONDO:0005029|MONDO:0008554
OMIM:188000	thrombocytopenia 2	MONDO:0008555
OMIM:188020	thrombocytopenia, cyclic	MONDO:0008556
OMIM:188025	#188025 thrombocytopenia, paris-trousseau type; tcpt;;chromosome 11q23 deletion syndrome	MONDO:0008557
OMIM:188030	188030 thrombocytopenic purpura, autoimmune; aitp;;immune thrombocytopenic purpura; itp;;idiopathic thrombocytopenic purpura	MONDO:0008558
OMIM:188050	thrombophiliavenous thromboembolism, included	MONDO:0002305|MONDO:0008559
OMIM:188055	thrombophilia due to deficiency of activated protein c cofactor	MONDO:0008560
OMIM:188100	thumb deformity	MONDO:0008561
OMIM:188150	thumb deformity and alopecia	MONDO:0008562
OMIM:188201	thumbs, stiff, with brachydactyly type a1 and developmental delay	MONDO:0008563
OMIM:188400	digeorge syndrome	MONDO:0008564|MONDO:0008564
OMIM:188470	thyroid cancer, nonmedullary, 2; nmtc2	MONDO:0008566
OMIM:188550	thyroid cancer, nonmedullary, 1; nmtc1	MONDO:0008567
OMIM:188560	thyroid hormone plasma membrane transport defect	MONDO:0008568
OMIM:188570	thyroid hormone resistance, generalized, autosomal dominant	MONDO:0008569
OMIM:188580	thyrotoxic periodic paralysis, susceptibility to, 1; ttpp1	MONDO:0008570
OMIM:188700	tibia vara	MONDO:0017194
OMIM:188740	tibia, hypoplasia or aplasia of, with polydactyly	MONDO:0008572
OMIM:188800	%188800 tibial torsion, bilateral medial	MONDO:0008573
OMIM:189000	toe, fifth, number of phalanges in	MONDO:0008576
OMIM:189100	toe, misshapen	MONDO:0008577
OMIM:189150	toe, rotated fifth	MONDO:0008578
OMIM:189200	toes, relative length of first and second	MONDO:0008579
OMIM:189230	toes, space between first and second	MONDO:0008580
OMIM:189490	tooth malformation	MONDO:0008581
OMIM:189500	witkop syndrome	MONDO:0008582
OMIM:189600	torticollis	MONDO:0008583
OMIM:189700	%189700 torus palatinus and torus mandibularis	MONDO:0008584
OMIM:189800	preeclampsia/eclampsia 1	MONDO:0008585|MONDO:0005081
OMIM:189960	tracheoesophageal fistula with or without esophageal atresia	MONDO:0008586
OMIM:189961	tracheopathia osteoplastica	MONDO:0008587
OMIM:190100	%190100 geniospasm 1; gsm1;;trembling chin	MONDO:0008588
OMIM:190200	tremor of intention, ataxia, and lipofuscinosis	MONDO:0008589
OMIM:190300	tremor, hereditary essential, 1	MONDO:0008590
OMIM:190310	tremor, nystagmus, and duodenal ulcer	MONDO:0008591
OMIM:190320	trichodentoosseous syndrome	MONDO:0008592
OMIM:190330	trichomegaly; tcmgly	MONDO:0008593
OMIM:190340	trichodiscomas, familial multiple	MONDO:0008594
OMIM:190345	trichoepitheliomas, multiple desmoplastic	MONDO:0008595
OMIM:190350	trichorhinophalangeal syndrome, type i	MONDO:0008596|MONDO:0008596
OMIM:190351	#190351 trichorhinophalangeal syndrome, type iii; trps3;;sugio-kajii syndrome	MONDO:0008597
OMIM:190360	190360 trichodysplasia-xeroderma	MONDO:0008598
OMIM:190400	190400 trigeminal neuralgia;;tic douloureux	MONDO:0008599
OMIM:190410	190410 trigger thumb	MONDO:0008600
OMIM:190420	triglyceride storage disease, type i	MONDO:0008601
OMIM:190430	triglyceride storage disease, type ii	MONDO:0008602
OMIM:190440	#190440 trigonocephaly 1; trigno1;;craniosynostosis, metopic	MONDO:0008603
OMIM:190500	triphalangeal thumb with double phalanges	MONDO:0008604
OMIM:190600	%190600 triphalangeal thumb, nonopposable	MONDO:0008605
OMIM:190650	triphalangeal thumbs and dislocation of patella	MONDO:0008606
OMIM:190680	triphalangeal thumbs with brachyectrodactyly	MONDO:0008607
OMIM:190685	#190685 down syndrometrisomy 21, included;;down syndrome chromosome region, included; dcr, included;;down syndrome critical region, included; dscr, included;;transient myeloproliferative disorder of down syndrome, included;;leukemia, megakaryoblastic, of down syndrome, included	MONDO:0008608|MONDO:0008608
OMIM:190800	tristichiasis	MONDO:0008609
OMIM:190900	tritanopia	MONDO:0008610
OMIM:191000	trochlea of the humerus, aplasia of	MONDO:0008611
OMIM:191100	tuberous sclerosis 1; tsc1	MONDO:0008612
OMIM:191150	tuftsin deficiency	MONDO:0008613
OMIM:191200	tune deafness	MONDO:0008615
OMIM:191390	inflammatory bowel disease 11	MONDO:0008617
