decipher id 	 decipher name 	 db_type 
1951	epilepsy-telangiectasia syndrome	ORPHA
1952	pacman dysplasia	ORPHA
1954	congenital lethal erythroderma	ORPHA
1959	evans syndrome	ORPHA
1962	exostoses-anetodermia-brachydactyly type e syndrome	ORPHA
1964	extrasystoles-short stature-hyperpigmentation-microcephaly syndrome	ORPHA
1968	flat face-microstomia-ear anomaly syndrome	ORPHA
1969	facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome	ORPHA
1970	facial dysmorphism-macrocephaly-myopia-dandy-walker malformation syndrome	ORPHA
1972	lethal faciocardiomelic dysplasia	ORPHA
1973	faciocardiorenal syndrome	ORPHA
1974	autosomal recessive faciodigitogenital syndrome	ORPHA
1979	lipodystrophy due to peptidic growth factors deficiency	ORPHA
198	occipital horn syndrome	ORPHA
1980	bilateral striopallidodentate calcinosis	ORPHA
1986	gollop-wolfgang complex	ORPHA
1988	femoral-facial syndrome	ORPHA
199251	ledderhose disease	ORPHA
199267	infantile digital fibromatosis	ORPHA
199276	familial multiple lipomatosis	ORPHA
199296	congenital isolated acth deficiency	ORPHA
199299	late-onset isolated acth deficiency	ORPHA
1993	pai syndrome	ORPHA
199310	tetragametic chimerism	ORPHA
1995	cleft lip-retinopathy syndrome	ORPHA
1997	blepharo-cheilo-odontic syndrome	ORPHA
2001	cleft lip/palate-intestinal malrotation-cardiopathy syndrome	ORPHA
2003	cleft lip/palate-deafness-sacral lipoma syndrome	ORPHA
2004	laryngotracheoesophageal cleft	ORPHA
2006	median cleft lip/mandibule	ORPHA
2007	alar cartilages hypoplasia-coloboma-telecanthus syndrome	ORPHA
2008	acrocardiofacial syndrome	ORPHA
201	cowden syndrome	ORPHA
2010	cleft palate-stapes fixation-oligodontia syndrome	ORPHA
2013	cleft palate-large ears-small head syndrome	ORPHA
2016	cleft palate-lateral synechia syndrome	ORPHA
2017	sternal cleft	ORPHA
2019	femur-fibula-ulna complex	ORPHA
202	crandall syndrome	ORPHA
2020	congenital fiber-type disproportion myopathy	ORPHA
2022	endomyocardial fibroelastosis	ORPHA
2025	gingival fibromatosis-facial dysmorphism syndrome	ORPHA
2026	gingival fibromatosis-hypertrichosis syndrome	ORPHA
2027	gingival fibromatosis-progressive deafness syndrome	ORPHA
2028	juvenile hyaline fibromatosis	ORPHA
2031	hepatic fibrosis-renal cysts-intellectual disability syndrome	ORPHA
2033	multifocal muscular fibrosis-obstructed vessels syndrome	ORPHA
2036	scalp-ear-nipple syndrome	ORPHA
2040	congenital bronchobiliary fistula	ORPHA
2042	tracheo-esophageal fistula-hypospadias syndrome	ORPHA
2044	floating-harbor syndrome	ORPHA
2045	flotch syndrome	ORPHA
2047	flynn-aird syndrome	ORPHA
2048	foix-chavany-marie syndrome	ORPHA
2057	blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome	ORPHA
2058	fryns-smeets-thiry syndrome	ORPHA
2059	fryns syndrome	ORPHA
2062	progressive non-infectious anterior vertebral fusion	ORPHA
2063	splenogonadal fusion-limb defects-micrognathia syndrome	ORPHA
2064	posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome	ORPHA
206583	adult polyglucosan body disease	ORPHA
2067	gapo syndrome	ORPHA
2069	gastrocutaneous syndrome	ORPHA
207	crouzon disease	ORPHA
2072	gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome	ORPHA
2073	narcolepsy-cataplexy syndrome	ORPHA
2074	gemignani syndrome	ORPHA
2075	genito-palato-cardiac syndrome	ORPHA
2076	x-linked intellectual disability-epilepsy syndrome	ORPHA
2077	german syndrome	ORPHA
2078	geroderma osteodysplastica	ORPHA
2081	cerebral gigantism-jaw cysts syndrome	ORPHA
2083	prominent glabella-microcephaly-hypogenitalism syndrome	ORPHA
2084	glaucoma-ectopia-microspherophakia-stiff joints-short stature syndrome	ORPHA
2085	glaucoma-sleep apnea syndrome	ORPHA
2089	glycogen storage disease due to hepatic glycogen synthase deficiency	ORPHA
2090	gms syndrome	ORPHA
2091	multinodular goiter-cystic kidney-polydactyly syndrome	ORPHA
2095	gorlin-chaudhry-moss syndrome	ORPHA
2097	grant syndrome	ORPHA
209902	hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency	ORPHA
209943	irvan syndrome	ORPHA
209981	irida syndrome	ORPHA
2101	grubben-de cock-borghgraef syndrome	ORPHA
210122	congenital alveolar capillary dysplasia	ORPHA
210128	urocanic aciduria	ORPHA
210136	pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome	ORPHA
2104	dysmorphism-pectus carinatum-joint laxity syndrome	ORPHA
2107	hall-riggs syndrome	ORPHA
211	familial cylindromatosis	ORPHA
2110	hallux varus-preaxial polysyndactyly syndrome	ORPHA
2111	cystic hamartoma of lung and kidney	ORPHA
2114	hip dysplasia, beukes type	ORPHA
2115	harrod syndrome	ORPHA
2117	hartsfield syndrome	ORPHA
2118	hawkinsinuria	ORPHA
2119	hec syndrome	ORPHA
2123	diffuse neonatal hemangiomatosis	ORPHA
2124	cavernous hemangiomas of face-supraumbilical midline raphe syndrome	ORPHA
2128	isolated hemihyperplasia	ORPHA
2130	hemimelia	ORPHA
2134	atypical hemolytic-uremic syndrome	ORPHA
2135	hennekam-beemer syndrome	ORPHA
2138	46,xx ovotesticular disorder of sex development	ORPHA
2139	hernández-aguirre negrete syndrome	ORPHA
2141	diaphragmatic defect-limb deficiency-skull defect syndrome	ORPHA
2145	craniosynostosis, herrmann-opitz type	ORPHA
2148	lissencephaly type 1 due to doublecortin gene mutation	ORPHA
2149	nodular neuronal heterotopia	ORPHA
2151	hirschsprung disease-ganglioneuroblastoma syndrome	ORPHA
2156	hirsutism-skeletal dysplasia-intellectual disability syndrome	ORPHA
2158	histidinuria-renal tubular defect syndrome	ORPHA
2163	holoprosencephaly-craniosynostosis syndrome	ORPHA
2165	holoprosencephaly-caudal dysgenesis syndrome	ORPHA
2166	holoprosencephaly-postaxial polydactyly syndrome	ORPHA
2169	methylcobalamin deficiency type cble	ORPHA
217	isolated dandy-walker malformation	ORPHA
217266	bnar syndrome	ORPHA
217335	rin2 syndrome	ORPHA
217340	17q21.31 microduplication  syndrome	ORPHA
217390	combined immunodeficiency due to dock8 deficiency	ORPHA
2176	infantile systemic hyalinosis	ORPHA
218	darier disease	ORPHA
2182	hydrocephalus with stenosis of the aqueduct of sylvius	ORPHA
2183	hydrocephalus-obesity-hypogonadism syndrome	ORPHA
2184	hydrocephaly-low insertion umbilicus syndrome	ORPHA
2185	congenital hydrocephalus	ORPHA
2189	hydrolethalus	ORPHA
2190	congenital hydronephrosis	ORPHA
2196	familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement	ORPHA
2197	idiopathic hypercalciuria	ORPHA
2198	palmoplantar keratoderma-esophageal carcinoma syndrome	ORPHA
2199	epidermolytic palmoplantar keratoderma	ORPHA
2200	focal palmoplantar and gingival keratoderma	ORPHA
2201	palmoplantar keratoderma-spastic paralysis syndrome	ORPHA
2202	palmoplantar keratoderma-deafness syndrome	ORPHA
220295	xeroderma pigmentosum-cockayne syndrome complex	ORPHA
220393	diffuse cutaneous systemic sclerosis	ORPHA
2204	dysplastic cortical hyperostosis	ORPHA
220489	rare hereditary hemochromatosis	ORPHA
220493	joubert syndrome with ocular defect	ORPHA
220497	joubert syndrome with renal defect	ORPHA
2206	ankylosing vertebral hyperostosis with tylosis	ORPHA
221008	rothmund-thomson syndrome type 1	ORPHA
221016	rothmund-thomson syndrome type 2	ORPHA
221054	acrocephalopolydactyly	ORPHA
221061	familial cerebral cavernous malformation	ORPHA
2211	hypertelorism-hypospadias-polysyndactyly syndrome	ORPHA
2215	multiple pterygium-malignant hyperthermia syndrome	ORPHA
2216	maternal hyperthermia induced birth defects	ORPHA
2218	cervical hypertrichosis-peripheral neuropathy syndrome	ORPHA
222	erosive pustular dermatosis of the scalp	ORPHA
2220	hypertrichosis cubiti	ORPHA
2221	acquired hypertrichosis lanuginosa	ORPHA
2222	hypertrichosis lanuginosa congenita	ORPHA
2228	hypodontia-dysplasia of nails syndrome	ORPHA
2229	dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	ORPHA
2232	primary hypergonadotropic hypogonadism-partial alopecia syndrome	ORPHA
2233	hypogonadism-mitral valve prolapse-intellectual disability syndrome	ORPHA
2235	hypogonadotropic hypogonadism-retinitis pigmentosa syndrome	ORPHA
2238	familial isolated hypoparathyroidism	ORPHA
2239	familial isolated hypoparathyroidism due to agenesis of parathyroid gland	ORPHA
2246	cerebellar hypoplasia-tapetoretinal degeneration syndrome	ORPHA
2249	ulna hypoplasia-intellectual disability syndrome	ORPHA
225	maternally-inherited diabetes and deafness	ORPHA
2250	hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome	ORPHA
2251	thumb deformity-alopecia-pigmentation anomaly syndrome	ORPHA
2252	radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome	ORPHA
2253	foveal hypoplasia-presenile cataract syndrome	ORPHA
2255	pancreatic hypoplasia-diabetes-congenital heart disease syndrome	ORPHA
2256	fibulo-ulnar hypoplasia-renal anomalies syndrome	ORPHA
2257	primary pulmonary hypoplasia	ORPHA
2258	congenital unilateral pulmonary hypoplasia	ORPHA
226	dihydropteridine reductase deficiency	ORPHA
2261	hypospadias-intellectual disability, goldblatt type syndrome	ORPHA
226292	permanent congenital hypothyroidism	ORPHA
226295	primary congenital hypothyroidism	ORPHA
226298	central congenital hypothyroidism	ORPHA
226307	hypothyroidism due to deficient transcription factors involved in pituitary development or function	ORPHA
226310	peripheral hypothyroidism	ORPHA
226313	congenital hypothyroidism due to maternal intake of antithyroid drugs	ORPHA
226316	genetic transient congenital hypothyroidism	ORPHA
2267	ichthyosis-cheek-eyebrow syndrome	ORPHA
227	diphallia	ORPHA
2273	ichthyosis follicularis-alopecia-photophobia syndrome	ORPHA
227982	autoimmune polyendocrinopathy type 3	ORPHA
227990	autoimmune polyendocrinopathy type 4	ORPHA
228116	hughes-stovin syndrome	ORPHA
228169	autosomal dominant striatal neurodegeneration	ORPHA
228190	patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome	ORPHA
228240	elastoderma	ORPHA
228277	familial anetoderma	ORPHA
228302	carnitine palmitoyl transferase ii deficiency, myopathic form	ORPHA
228305	carnitine palmitoyl transferase ii deficiency, severe infantile form	ORPHA
228308	carnitine palmitoyl transferase ii deficiency, neonatal form	ORPHA
228312	autoimmune hemolytic anemia, cold type	ORPHA
228384	5q14.3 microdeletion syndrome	ORPHA
228390	frontonasal dysplasia with alopecia and genital anomaly	ORPHA
228396	ptosis-upper ocular movement limitation-absence of lacrimal punctum syndrome	ORPHA
228399	8q12 microduplication syndrome	ORPHA
228402	2q23.1 microdeletion syndrome	ORPHA
228410	polyvalvular heart disease syndrome	ORPHA
228415	5q35 microduplication syndrome	ORPHA
2285	primary basilar invagination	ORPHA
2286	solitary median maxillary central incisor syndrome	ORPHA
2287	fused mandibular incisors	ORPHA
2289	neuronal intranuclear inclusion disease	ORPHA
229	familial aortic dissection	ORPHA
2291	congenital velopharyngeal incompetence	ORPHA
2292	congenital bowing of long bones	ORPHA
2295	ehlers-danlos syndrome type 11	ORPHA
2297	insulin-resistance syndrome type a	ORPHA
229717	isolated agammaglobulinemia	ORPHA
2298	insulin-resistance syndrome type b	ORPHA
2301	congenital short bowel syndrome	ORPHA
2305	isotretinoin syndrome	ORPHA
2308	jacobsen syndrome	ORPHA
230839	ehlers-danlos syndrome due to tenascin-x deficiency	ORPHA
2310	absence deformity of leg-cataract syndrome	ORPHA
2311	autosomal recessive spondylocostal dysostosis	ORPHA
231111	drug-induced lupus erythematosus	ORPHA
231154	combined immunodeficiency due to partial rag1 deficiency	ORPHA
231214	beta-thalassemia major	ORPHA
231222	beta-thalassemia intermedia	ORPHA
231226	dominant beta-thalassemia	ORPHA
231230	beta-thalassemia associated with another hemoglobin anomaly	ORPHA
231237	delta-beta-thalassemia	ORPHA
231242	hemoglobin c-beta-thalassemia syndrome	ORPHA
231249	hemoglobin e-beta-thalassemia syndrome	ORPHA
231393	beta-thalassemia-x-linked thrombocytopenia syndrome	ORPHA
2314	autosomal dominant hyper-ige syndrome	ORPHA
231401	alpha-thalassemia-myelodysplastic syndrome	ORPHA
231568	generalized dominant dystrophic epidermolysis bullosa	ORPHA
231580	primary unilateral adrenal hyperplasia	ORPHA
231625	adrenocortical carcinoma with pure aldosterone hypersecretion	ORPHA
231632	ectopic aldosterone-producing tumor	ORPHA
231720	non-acquired combined pituitary hormone deficiency with spine abnormalities	ORPHA
231736	microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome	ORPHA
2318	joubert syndrome with oculorenal defect	ORPHA
2321	jung-wolff-back-stahl syndrome	ORPHA
2325	epidermolysis bullosa simplex with anodontia/hypodontia	ORPHA
2337	non-epidermolytic palmoplantar keratoderma	ORPHA
2338	isolated punctate palmoplantar keratoderma	ORPHA
2343	isolated cloverleaf skull syndrome	ORPHA
2345	isolated klippel-feil syndrome	ORPHA
2346	angioosteohypertrophic syndrome	ORPHA
2348	familial partial lipodystrophy, dunnigan type	ORPHA
2349	muscular pseudohypertrophy-hypothyroidism syndrome	ORPHA
236	trisomy 9p	ORPHA
2370	larsen-like osseous dysplasia-short stature syndrome	ORPHA
2373	congenital laryngomalacia	ORPHA
2374	congenital laryngeal web	ORPHA
2378	laurin-sandrow syndrome	ORPHA
2379	early-onset parkinsonism-intellectual disability syndrome	ORPHA
2380	legg-calvé-perthes disease	ORPHA
238329	severe x-linked mitochondrial encephalomyopathy	ORPHA
238446	15q11q13 microduplication syndrome	ORPHA
238459	slc35a1-cdg	ORPHA
238578	familial clubfoot due to 17q23.1q23.2 microduplication	ORPHA
2386	leukoencephalopathy-palmoplantar keratoderma syndrome	ORPHA
238606	primary orthostatic tremor	ORPHA
2387	leukonychia totalis	ORPHA
238769	1q44 microdeletion syndrome	ORPHA
239	dyggve-melchior-clausen disease	ORPHA
2394	pyruvate dehydrogenase e3 deficiency	ORPHA
2396	encephalocraniocutaneous lipomatosis	ORPHA
240	léri-weill dyschondrosteosis	ORPHA
2408	lowe-kohn-cohen syndrome	ORPHA
241	dyschromatosis universalis	ORPHA
2410	hypergonadotropic hypogonadism-cataract syndrome	ORPHA
2412	dislocation of the hip-dysmorphism syndrome	ORPHA
2414	congenital pulmonary lymphangiectasia	ORPHA
242	46,xy complete gonadal dysgenesis	ORPHA
2429	macrocephaly-spastic paraplegia-dysmorphism syndrome	ORPHA
243	46,xx gonadal dysgenesis	ORPHA
2430	congenital macroglossia	ORPHA
2431	central bilateral macrogyria	ORPHA
2432	macrosomia-microphthalmia-cleft palate syndrome	ORPHA
243343	dimethylglycine dehydrogenase deficiency	ORPHA
2435	hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome	ORPHA
2440	split hand-split foot malformation	ORPHA
2442	x-linked lymphoproliferative disease	ORPHA
244310	rft1-cdg	ORPHA
2444	congenital pulmonary airway malformation	ORPHA
2445	conotruncal heart malformations	ORPHA
2454	familial intestinal malrotation-facial anomalies syndrome	ORPHA
2456	familial supernumerary nipples	ORPHA
2457	mandibuloacral dysplasia	ORPHA
246	postaxial acrofacial dysostosis	ORPHA
2461	marden-walker syndrome	ORPHA
2471	mcdonough syndrome	ORPHA
247257	inhalational anthrax	ORPHA
2473	mckusick-kaufman syndrome	ORPHA
2475	white forelock with malformations	ORPHA
2476	dysraphism-cleft lip/palate-limb reduction defects syndrome	ORPHA
247604	juvenile primary lateral sclerosis	ORPHA
247691	retinal vasculopathy and cerebral leukoencephalopathy	ORPHA
2477	megalencephaly	ORPHA
247768	müllerian aplasia and hyperandrogenism	ORPHA
2479	megalocornea-intellectual disability syndrome	ORPHA
248	autosomal recessive hypohidrotic ectodermal dysplasia	ORPHA
2481	neurocutaneous melanocytosis	ORPHA
2487	lower limb deficiency-hypospadias syndrome	ORPHA
2489	upper limb defect-eye and ear abnormalities syndrome	ORPHA
2491	müllerian duct anomalies-limb anomalies syndrome	ORPHA
2492	limb transversal defect-cardiac anomaly syndrome	ORPHA
2497	upper limb mesomelic dysplasia	ORPHA
2498	syndactyly type 8	ORPHA
25	glutaryl-coa dehydrogenase deficiency	ORPHA
250	frontonasal dysplasia	ORPHA
2500	acrogeria	ORPHA
2501	metaphyseal chondrodysplasia, spahr type	ORPHA
2505	multiple benign circumferential skin creases on limbs	ORPHA
2508	corpus callosum agenesis-abnormal genitalia syndrome	ORPHA
250923	isolated aniridia	ORPHA
250977	aica-ribosiduria	ORPHA
250984	autosomal recessive stickler syndrome	ORPHA
251004	paternal uniparental disomy of chromosome 1	ORPHA
251009	maternal uniparental disomy of chromosome 1	ORPHA
251014	2q31.1 microdeletion syndrome	ORPHA
251046	6p22 microdeletion syndrome	ORPHA
251066	8p11.2 deletion syndrome	ORPHA
251071	8p23.1 microdeletion syndrome	ORPHA
251076	8p23.1 duplication syndrome	ORPHA
2511	microbrachycephaly-ptosis-cleft lip syndrome	ORPHA
2512	autosomal recessive primary microcephaly	ORPHA
251274	familial hyperaldosteronism type iii	ORPHA
2513	microcephaly-albinism-digital anomalies syndrome	ORPHA
2514	autosomal dominant primary microcephaly	ORPHA
2515	microcephaly-cardiomyopathy syndrome	ORPHA
251510	46,xy partial gonadal dysgenesis	ORPHA
2516	microcephaly-cardiac defect-lung malsegmentation syndrome	ORPHA
251623	pituicytoma	ORPHA
2518	autosomal recessive chorioretinopathy-microcephaly syndrome	ORPHA
251912	pineocytoma	ORPHA
251915	papillary tumor of the pineal region	ORPHA
2521	microcephaly-cleft palate syndrome	ORPHA
252164	benign schwannoma	ORPHA
2522	microcephaly-cervical spine fusion anomalies syndrome	ORPHA
2523	microcephaly-brain defect-spasticity-hypernatremia syndrome	ORPHA
2526	microcephaly-lymphedema-chorioretinopathy syndrome	ORPHA
2528	microcephaly-microcornea syndrome, seemanova type	ORPHA
253	spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia	ORPHA
2533	microcephaly-deafness-intellectual disability syndrome	ORPHA
2535	microcornea-corectopia-macular hypoplasia syndrome	ORPHA
2536	microcornea-glaucoma-absent frontal sinuses syndrome	ORPHA
2538	microgastria-limb reduction defect syndrome	ORPHA
254	spondylometaphyseal dysplasia	ORPHA
254346	19p13.12 microdeletion syndrome	ORPHA
254351	distal 7q11.23 microdeletion syndrome	ORPHA
254478	lichen planus pemphigoides	ORPHA
254504	inhalational botulism	ORPHA
254509	iatrogenic botulism	ORPHA
2547	microphthalmia-microtia-fetal akinesia syndrome	ORPHA
254704	genetic hyperferritinemia without iron overload	ORPHA
2549	oculoauriculovertebral spectrum with radial defects	ORPHA
255	dopa-responsive dystonia	ORPHA
2556	microphthalmia with linear skin defects syndrome	ORPHA
2557	mietens syndrome	ORPHA
256	early-onset generalized limb-onset dystonia	ORPHA
2560	moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome	ORPHA
2564	tetramelic monodactyly	ORPHA
2570	holoprosencephaly-hypokinesia-congenital contractures syndrome	ORPHA
2572	spastic ataxia-corneal dystrophy syndrome	ORPHA
2575	cystic fibrosis-gastritis-megaloblastic anemia syndrome	ORPHA
2578	mayer-rokitansky-küster-hauser syndrome type 2	ORPHA
2579	muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome	ORPHA
258	congenital muscular dystrophy type 1a	ORPHA
2580	shoulder and girdle defects-familial intellectual disability syndrome	ORPHA
2582	myalgia-eosinophilia syndrome associated with tryptophan	ORPHA
2584	classic mycosis fungoides	ORPHA
2585	ataxia-pancytopenia syndrome	ORPHA
2588	myhre syndrome	ORPHA
2590	spinal muscular atrophy-progressive myoclonic epilepsy syndrome	ORPHA
2597	mitochondrial myopathy-lactic acidosis-deafness syndrome	ORPHA
2598	mitochondrial myopathy and sideroblastic anemia	ORPHA
26	methylmalonic acidemia with homocystinuria	ORPHA
2601	myopathy-growth delay-intellectual disability-hypospadias syndrome	ORPHA
2604	familial visceral myopathy	ORPHA
2609	isolated complex i deficiency	ORPHA
2611	linear verrucous nevus syndrome	ORPHA
261102	distal 7q11.23 microduplication syndrome	ORPHA
261112	monosomy 9p	ORPHA
261144	14q12 microdeletion syndrome	ORPHA
261190	15q14 microdeletion syndrome	ORPHA
261197	proximal 16p11.2 microdeletion syndrome	ORPHA
2612	linear nevus sebaceus syndrome	ORPHA
261204	16p11.2p12.2 microduplication syndrome	ORPHA
261236	16p13.11 microdeletion syndrome	ORPHA
261243	16p13.11 microduplication syndrome	ORPHA
261250	16q24.3 microdeletion syndrome	ORPHA
261290	trisomy 17p	ORPHA
261295	20p12.3 microdeletion syndrome	ORPHA
261304	paternal 20q13.2q13.3 microdeletion syndrome	ORPHA
261311	20q13.33 microdeletion syndrome	ORPHA
261318	trisomy 20p	ORPHA
261337	distal 22q11.2 microduplication syndrome	ORPHA
261344	trisomy 1q	ORPHA
26137	juvenile temporal arteritis	ORPHA
261483	xq27.3q28 duplication syndrome	ORPHA
2615	nakajo-nishimura syndrome	ORPHA
261519	maternal uniparental disomy of chromosome x	ORPHA
261524	paternal uniparental disomy of chromosome x	ORPHA
261529	ring chromosome y	ORPHA
261534	49,xxxyy syndrome	ORPHA
2616	3m syndrome	ORPHA
2617	bird headed-dwarfism, montreal type	ORPHA
2619	brachydactylous dwarfism, mseleni type	ORPHA
262	duchenne and becker muscular dystrophy	ORPHA
2631	mesomelic dwarfism-cleft palate-camptodactyly syndrome	ORPHA
2632	langer mesomelic dysplasia	ORPHA
2633	mesomelic dwarfism, nievergelt type	ORPHA
2634	mesomelic dwarfism, reinhardt-pfeiffer type	ORPHA
263455	hyperinsulinism due to hnf4a deficiency	ORPHA
263458	hyperinsulinism due to insr deficiency	ORPHA
2635	metatropic dysplasia	ORPHA
263534	acral peeling skin syndrome	ORPHA
2636	microcephalic osteodysplastic primordial dwarfism types i and iii	ORPHA
263665	nk-cell enteropathy	ORPHA
2639	fibular aplasia-complex brachydactyly syndrome	ORPHA
264200	14q22q23 microdeletion syndrome	ORPHA
2643	microcephalic primordial dwarfism, toriello type	ORPHA
2645	osteoglophonic dwarfism	ORPHA
2658	lenz-majewski hyperostotic dwarfism	ORPHA
2662	keipert syndrome	ORPHA
2663	nathalie syndrome	ORPHA
2668	nephropathy-deafness-hyperparathyroidism syndrome	ORPHA
2671	neu-laxova syndrome	ORPHA
2672	neuhauser-eichner-opitz syndrome	ORPHA
2673	neurofaciodigitorenal syndrome	ORPHA
2676	neuroectodermal-endocrine syndrome	ORPHA
2678	neurofibromatosis type 6	ORPHA
2679	infantile axonal neuropathy	ORPHA
2680	hypomyelination neuropathy-arthrogryposis syndrome	ORPHA
268249	mycophenolate mofetil embryopathy	ORPHA
2686	cyclic neutropenia	ORPHA
268882	arnold-chiari malformation type i	ORPHA
269	facioscapulohumeral dystrophy	ORPHA
2690	neutropenia-monocytopenia-deafness syndrome	ORPHA
2695	bifid nose	ORPHA
2698	knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome	ORPHA
27	vitamin b12-unresponsive methylmalonic acidemia	ORPHA
2701	noonan syndrome-like disorder with loose anagen hair	ORPHA
2703	port-wine nevi-mega cisterna magna-hydrocephalus syndrome	ORPHA
2705	oculocerebral dysplasia	ORPHA
2707	oculocerebrofacial syndrome, kaufman type	ORPHA
2712	oculofaciocardiodental syndrome	ORPHA
2715	oculorenocerebellar syndrome	ORPHA
2716	oculo-skeletal-renal syndrome	ORPHA
2717	oculotrichoanal syndrome	ORPHA
2719	oculocerebral hypopigmentation syndrome, cross type	ORPHA
272	congenital muscular dystrophy, fukuyama type	ORPHA
2720	oculocerebral hypopigmentation syndrome, preus type	ORPHA
2722	odonto-onycho dysplasia-alopecia syndrome	ORPHA
2724	odontomatosis-aortae esophagus stenosis syndrome	ORPHA
2725	eye defects-arachnodactyly-cardiopathy syndrome	ORPHA
2728	blepharophimosis-intellectual disability syndrome, ohdo type	ORPHA
273	steinert myotonic dystrophy	ORPHA
2730	postaxial tetramelic oligodactyly	ORPHA
2732	olivopontocerebellar atrophy-deafness syndrome	ORPHA
2741	ophthalmomandibulomelic dysplasia	ORPHA
2743	ophthalmoplegia-intellectual disability-lingua scrotalis syndrome	ORPHA
2744	horizontal gaze palsy with progressive scoliosis	ORPHA
2746	opsismodysplasia	ORPHA
2749	oromandibular-limb hypogenesis syndrome	ORPHA
2750	orofaciodigital syndrome type 1	ORPHA
2753	orofaciodigital syndrome type 4	ORPHA
275761	lysosomal acid lipase deficiency	ORPHA
275766	idiopathic pulmonary arterial hypertension	ORPHA
275864	behavioral variant of frontotemporal dementia	ORPHA
2759	imperforate oropharynx-costo vetebral anomalies syndrome	ORPHA
2760	oslam syndrome	ORPHA
2762	progressive osseous heteroplasia	ORPHA
276280	hemihyperplasia-multiple lipomatosis syndrome	ORPHA
276399	familial multinodular goiter	ORPHA
276413	10q22.3q23.3 microdeletion syndrome	ORPHA
276422	10q22.3q23.3 microduplication syndrome	ORPHA
276556	hyperinsulinism due to ucp2 deficiency	ORPHA
276575	autosomal dominant hyperinsulinism due to sur1 deficiency	ORPHA
276580	autosomal dominant hyperinsulinism due to kir6.2 deficiency	ORPHA
276608	adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia	ORPHA
276630	symptomatic form of coffin-lowry syndrome in female carriers	ORPHA
2769	familial osteodysplasia, anderson type	ORPHA
2772	congenital osteogenesis imperfecta-microcephaly-cataracts syndrome	ORPHA
2773	osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome	ORPHA
2774	multicentric carpo-tarsal osteolysis with or without nephropathy	ORPHA
2776	autosomal recessive distal osteolysis syndrome	ORPHA
2777	osteomesopyknosis	ORPHA
2779	osteopathia striata-pigmentary dermopathy-white forelock syndrome	ORPHA
2780	osteopathia striata-cranial sclerosis syndrome	ORPHA
2786	osteoporosis-oculocutaneous hypopigmentation syndrome	ORPHA
2787	osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	ORPHA
2789	lateral meningocele syndrome	ORPHA
2790	autosomal dominant osteosclerosis, worth type	ORPHA
2792	otofaciocervical syndrome	ORPHA
2793	otoonychoperoneal syndrome	ORPHA
2795	polycystic ovaries-urethral sphincter dysfunction syndrome	ORPHA
2796	pachydermoperiostosis	ORPHA
2798	pachygyria-intellectual disability-epilepsy syndrome	ORPHA
279882	spasmus nutans	ORPHA
279947	postorgasmic illness syndrome	ORPHA
28	vitamin b12-responsive methylmalonic acidemia	ORPHA
2801	juvenile paget disease	ORPHA
280356	plin1-related familial partial lipodystrophy	ORPHA
280365	autosomal semi-dominant severe lipodystrophic laminopathy	ORPHA
280397	familial alzheimer-like prion disease	ORPHA
2804	w syndrome	ORPHA
280651	acrodysostosis with multiple hormone resistance	ORPHA
2807	papilloma of choroid plexus	ORPHA
280779	cutaneous collagenous vasculopathy	ORPHA
280785	bullous diffuse cutaneous mastocytosis	ORPHA
280794	pseudoxanthomatous diffuse cutaneous mastocytosis	ORPHA
2808	laryngeal abductor paralysis	ORPHA
281	monosomy 5p	ORPHA
281090	syndromic x-linked ichthyosis	ORPHA
281122	self-healing collodion baby	ORPHA
281127	acral self-healing collodion baby	ORPHA
2812	parana hard-skin syndrome	ORPHA
281201	keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	ORPHA
2815	spastic paraparesis-deafness syndrome	ORPHA
282166	inherited creutzfeldt-jakob disease	ORPHA
2824	paraplegia-intellectual disability-hyperkeratosis syndrome	ORPHA
2831	rhizomelic dysplasia, patterson-lowry type	ORPHA
2833	stiff skin syndrome	ORPHA
2834	wrinkly skin syndrome	ORPHA
2835	pectus excavatum-macrocephaly-dysplastic nails syndrome	ORPHA
2836	peho syndrome	ORPHA
