decipher id 	 decipher name 	 doid 	 db_type 
701	alopecia universalis	DOID:0050634	ORPHA
702	pelizaeus-merzbacher disease	DOID:3210	ORPHA
703	bullous pemphigoid	DOID:8506	ORPHA
704	pemphigus vulgaris	DOID:0060851	ORPHA
70482	carcinoma of esophagus	DOID:1107	ORPHA
705	pendred syndrome	DOID:0060744	ORPHA
70567	cholangiocarcinoma	DOID:4947	ORPHA
71	chylomicron retention disease	DOID:0060357	ORPHA
710	pfeiffer syndrome	DOID:14705	ORPHA
71211	neuromyelitis optica	DOID:8869	ORPHA
71493	familial thrombocytosis	DOID:2224	ORPHA
716	phenylketonuria	DOID:9281	ORPHA
721	gray platelet syndrome	DOID:0111044	ORPHA
726	alpers-huttenlocher syndrome	DOID:1442	ORPHA
728	relapsing polychondritis	DOID:2556	ORPHA
729	polycythemia vera	DOID:8997	ORPHA
731	autosomal recessive polycystic kidney disease	DOID:0110861	ORPHA
73247	eosinophilic esophagitis	DOID:13922	ORPHA
73256	central neurocytoma	DOID:14174	ORPHA
733	familial adenomatous polyposis	DOID:0050424	ORPHA
738	porphyria	DOID:13268	ORPHA
739	prader-willi syndrome	DOID:11983	ORPHA
740	hutchinson-gilford progeria syndrome	DOID:3911	ORPHA
744	proteus syndrome	DOID:13482	ORPHA
750	pseudoachondroplasia	DOID:0080047	ORPHA
75233	wolman disease	DOID:14497	ORPHA
75374	bradyopsia	DOID:0050335	ORPHA
754	androgen insensitivity syndrome	DOID:4674	ORPHA
75563	x-linked sideroblastic anemia	DOID:0060063	ORPHA
758	pseudoxanthoma elasticum	DOID:2738	ORPHA
763	pycnodysostosis	DOID:0080038	ORPHA
764	pyomyositis	DOID:876	ORPHA
765	pyruvate dehydrogenase deficiency	DOID:3649	ORPHA
766	hemolytic anemia due to red cell pyruvate kinase deficiency	DOID:0111077	ORPHA
77	aniridia	DOID:12271	ORPHA
770	rabies	DOID:11260	ORPHA
772	infantile refsum disease	DOID:0050444	ORPHA
773	refsum disease	DOID:10582	ORPHA
774	hereditary hemorrhagic telangiectasia	DOID:1270	ORPHA
778	rett syndrome	DOID:1206	ORPHA
782	axenfeld-rieger syndrome	DOID:14686	ORPHA
783	rubinstein-taybi syndrome	DOID:1933	ORPHA
790	retinoblastoma	DOID:768	ORPHA
791	retinitis pigmentosa	DOID:10584	ORPHA
79152	disseminated superficial actinic porokeratosis	DOID:3805	ORPHA
792	x-linked retinoschisis	DOID:0060763	ORPHA
79230	hemochromatosis type 2	DOID:0111034	ORPHA
79237	galactokinase deficiency	DOID:14695	ORPHA
79241	biotinidase deficiency	DOID:856	ORPHA
79242	holocarboxylase synthetase deficiency	DOID:859	ORPHA
79264	juvenile neuronal ceroid lipofuscinosis	DOID:0050756	ORPHA
79273	hereditary coproporphyria	DOID:13269	ORPHA
79276	acute intermittent porphyria	DOID:3890	ORPHA
793	sapho syndrome	DOID:13677	ORPHA
79314	l-2-hydroxyglutaric aciduria	DOID:0050574	ORPHA
79358	porokeratosis	DOID:3805	ORPHA
794	saethre-chotzen syndrome	DOID:14768	ORPHA
79402	generalized junctional epidermolysis bullosa, non-herlitz type	DOID:0060738	ORPHA
79403	junctional epidermolysis bullosa-pyloric atresia syndrome	DOID:0060733	ORPHA
79430	hermansky-pudlak syndrome	DOID:3753	ORPHA
79443	pseudohypoparathyroidism type 1a	DOID:0080053	ORPHA
79456	diffuse cutaneous mastocytosis	DOID:3665	ORPHA
796	sandhoff disease	DOID:3323	ORPHA
797	sarcoidosis	DOID:11335	ORPHA
801	scleroderma	DOID:419	ORPHA
803	amyotrophic lateral sclerosis	DOID:332	ORPHA
808	seckel syndrome	DOID:0050569	ORPHA
809	mixed connective tissue disease	DOID:3492	ORPHA
811	shwachman-diamond syndrome	DOID:0060479	ORPHA
813	silver-russell syndrome	DOID:14681	ORPHA
817	peeling skin syndrome	DOID:0060283	ORPHA
818	smith-lemli-opitz syndrome	DOID:14692	ORPHA
819	smith-magenis syndrome	DOID:0060768	ORPHA
820	sneddon syndrome	DOID:13096	ORPHA
821	sotos syndrome	DOID:14748	ORPHA
827	stargardt disease	DOID:0050817	ORPHA
828	stickler syndrome	DOID:0080046	ORPHA
829	adult-onset still disease	DOID:14256	ORPHA
83	antley-bixler syndrome	DOID:0050462	ORPHA
83317	scrub typhus	DOID:13371	ORPHA
83620	congenital malabsorptive diarrhea due to paucity of enteroendocrine cells	DOID:0060779	ORPHA
84	fanconi anemia	DOID:13636	ORPHA
840	syringocystadenoma papilliferum	DOID:5445	ORPHA
845	tay-sachs disease	DOID:3320	ORPHA
846	alpha-thalassemia	DOID:1099	ORPHA
85138	addison disease	DOID:13774	ORPHA
85163	hypomyelination-congenital cataract syndrome	DOID:0060793	ORPHA
85173	image syndrome	DOID:0050885	ORPHA
85193	idiopathic juvenile osteoporosis	DOID:12559	ORPHA
85212	fetal gaucher disease	DOID:0110960	ORPHA
85274	syndromic x-linked intellectual disability 7	DOID:0060808	ORPHA
85276	x-linked intellectual disability, armfield type	DOID:0050764	ORPHA
85278	christianson syndrome	DOID:0060825	ORPHA
85279	syndromic x-linked intellectual disability due to jarid1c mutation	DOID:0060809	ORPHA
85282	mehmo syndrome	DOID:0060801	ORPHA
85283	x-linked intellectual disability, miles-carpenter type	DOID:0060815	ORPHA
85295	hsd10 disease, atypical type	DOID:0060810	ORPHA
85335	fried syndrome	DOID:0060800	ORPHA
857	townes-brocks syndrome	DOID:0050887	ORPHA
858	congenital toxoplasmosis	DOID:13336	ORPHA
868	triose phosphate-isomerase deficiency	DOID:0050884	ORPHA
87	apert syndrome	DOID:12960	ORPHA
870	down syndrome	DOID:14250	ORPHA
87503	mal de meleda	DOID:0060862	ORPHA
881	turner syndrome	DOID:3491	ORPHA
886	usher syndrome	DOID:0050439	ORPHA
88673	hepatocellular carcinoma	DOID:684	ORPHA
888	van der woude syndrome	DOID:0060239	ORPHA
890	hepatic veno-occlusive disease	DOID:0080177	ORPHA
892	von hippel-lindau disease	DOID:14175	ORPHA
893	wagr syndrome	DOID:14515	ORPHA
894	waardenburg syndrome type 1	DOID:0110948	ORPHA
896	waardenburg syndrome type 3	DOID:0110949	ORPHA
899	walker-warburg syndrome	DOID:0050560	ORPHA
89936	x-linked hypophosphatemia	DOID:0050445	ORPHA
89937	autosomal dominant hypophosphatemic rickets	DOID:0050948	ORPHA
90	argininemia	DOID:9278	ORPHA
90000	erythema elevatum diutinum	DOID:0060567	ORPHA
90050	retinopathy of prematurity	DOID:13025	ORPHA
902	werner syndrome	DOID:5688	ORPHA
90289	localized scleroderma	DOID:8472	ORPHA
90290	crest syndrome	DOID:0060218	ORPHA
90291	systemic sclerosis	DOID:418	ORPHA
903	von willebrand disease	DOID:12531	ORPHA
90340	blau syndrome	DOID:0050678	ORPHA
90354	brittle cornea syndrome	DOID:14775	ORPHA
905	wilson disease	DOID:893	ORPHA
906	wiskott-aldrich syndrome	DOID:9169	ORPHA
90695	panhypopituitarism	DOID:9410	ORPHA
908	fragile x syndrome	DOID:14261	ORPHA
909	cerebrotendinous xanthomatosis	DOID:4810	ORPHA
910	xeroderma pigmentosum	DOID:0050427	ORPHA
91132	ichthyosis-hypotrichosis syndrome	DOID:0060720	ORPHA
912	zellweger syndrome	DOID:905	ORPHA
913	zollinger-ellison syndrome	DOID:0050782	ORPHA
91355	sheehan syndrome	DOID:9476	ORPHA
91378	hereditary angioedema	DOID:14735	ORPHA
915	aarskog-scott syndrome	DOID:6683	ORPHA
91546	lyme disease	DOID:11729	ORPHA
920	ablepharon macrostomia syndrome	DOID:0060550	ORPHA
929	achalasia-microcephaly syndrome	DOID:0050796	ORPHA
93	aspartylglucosaminuria	DOID:0050461	ORPHA
931	acheiropodia	DOID:0050603	ORPHA
93111	renal cysts and diabetes syndrome	DOID:0111101	ORPHA
932	achondrogenesis	DOID:0080043	ORPHA
93256	fragile x-associated tremor/ataxia syndrome	DOID:0050879	ORPHA
93356	spondyloepimetaphyseal dysplasia, missouri type	DOID:0080030	ORPHA
93357	sponastrime dysplasia	DOID:5684	ORPHA
93384	brachydactyly type c	DOID:0110970	ORPHA
93388	brachydactyly type a1	DOID:0110964	ORPHA
93394	brachydactyly type a4	DOID:0110967	ORPHA
93396	brachydactyly type a2	DOID:0110965	ORPHA
93403	syndactyly type 2	DOID:0060242	ORPHA
93473	hurler syndrome	DOID:12802	ORPHA
93474	scheie syndrome	DOID:0060222	ORPHA
93476	hurler-scheie syndrome	DOID:12802	ORPHA
93672	juvenile dermatomyositis	DOID:14203	ORPHA
93929	cloacal exstrophy	DOID:0080175	ORPHA
93930	bladder exstrophy	DOID:0080174	ORPHA
94058	neovascular glaucoma	DOID:1687	ORPHA
94065	15q24 microdeletion syndrome	DOID:0060395	ORPHA
94068	spondyloepiphyseal dysplasia congenita	DOID:14789	ORPHA
95	friedreich ataxia	DOID:12705	ORPHA
950	acrodysostosis	DOID:14669	ORPHA
95159	hepatoerythropoietic porphyria	DOID:5230	ORPHA
95429	angioma serpiginosum	DOID:4028	ORPHA
95613	pituitary apoplexy	DOID:1129	ORPHA
96125	distal monosomy 6p	DOID:0060422	ORPHA
96169	koolen-de vries syndrome	DOID:0050880	ORPHA
963	acromegaly	DOID:2449	ORPHA
968	acromesomelic dysplasia, hunter-thompson type	DOID:0080051	ORPHA
971	acrorenal syndrome	DOID:0060347	ORPHA
97279	insulinoma	DOID:3892	ORPHA
97282	vipoma	DOID:5574	ORPHA
97283	somatostatinoma	DOID:4430	ORPHA
97285	thyroid lymphoma	DOID:10011	ORPHA
97330	thoracic outlet syndrome	DOID:3103	ORPHA
974	adams-oliver syndrome	DOID:0060227	ORPHA
976	adenine phosphoribosyltransferase deficiency	DOID:0060350	ORPHA
978	adult syndrome	DOID:0050601	ORPHA
98292	mastocytosis	DOID:350	ORPHA
98293	hodgkin lymphoma	DOID:8567	ORPHA
98375	autoimmune hemolytic anemia	DOID:718	ORPHA
98428	secondary polycythemia	DOID:2834	ORPHA
98757	spinocerebellar ataxia type 3	DOID:1440	ORPHA
98759	spinocerebellar ataxia type 17	DOID:0050967	ORPHA
98766	spinocerebellar ataxia type 5	DOID:0050882	ORPHA
98767	spinocerebellar ataxia type 11	DOID:0050961	ORPHA
98791	alpha-thalassemia-intellectual disability syndrome linked to chromosome 16	DOID:0110029	ORPHA
98848	indolent systemic mastocytosis	DOID:4660	ORPHA
98850	aggressive systemic mastocytosis	DOID:4798	ORPHA
98878	hemophilia a	DOID:12134	ORPHA
98879	hemophilia b	DOID:12259	ORPHA
98895	becker muscular dystrophy	DOID:9883	ORPHA
98896	duchenne muscular dystrophy	DOID:11723	ORPHA
99	autosomal dominant cerebellar ataxia	DOID:1441	ORPHA
990	agnathia-holoprosencephaly-situs inversus syndrome	DOID:0060341	ORPHA
99014	x-linked charcot-marie-tooth disease type 5	DOID:0110210	ORPHA
99015	spastic paraplegia type 2	DOID:0110773	ORPHA
99027	adult-onset autosomal dominant leukodystrophy	DOID:0060785	ORPHA
99226	monosomy x	DOID:3491	ORPHA
99745	typhoid	DOID:13258	ORPHA
99748	pontiac fever	DOID:0050150	ORPHA
99797	anodontia	DOID:13714	ORPHA
99798	oligodontia	DOID:0050591	ORPHA
99812	lig4 syndrome	DOID:0060021	ORPHA
99824	lassa fever	DOID:9537	ORPHA
99826	marburg hemorrhagic fever	DOID:4327	ORPHA
99827	crimean-congo hemorrhagic fever	DOID:12287	ORPHA
99828	dengue fever	DOID:12205	ORPHA
99829	yellow fever	DOID:9682	ORPHA
99867	thymoma	DOID:3275	ORPHA
99868	thymic carcinoma	DOID:3284	ORPHA
99885	permanent neonatal diabetes mellitus	DOID:0060639	ORPHA
99886	transient neonatal diabetes mellitus	DOID:0060334	ORPHA
99889	cushing syndrome due to ectopic acth secretion	DOID:0060890	ORPHA
99927	hydatidiform mole	DOID:3590	ORPHA
99928	placental site trophoblastic tumor	DOID:3596	ORPHA
99940	autosomal dominant charcot-marie-tooth disease type 2f	DOID:0110163	ORPHA
99966	atypical teratoid rhabdoid tumor	DOID:2129	ORPHA
99969	pleomorphic liposarcoma	DOID:5702	ORPHA
99978	klatskin tumor	DOID:4927	ORPHA
